id,Q1,RQ1,Q2a1,Q2a2,MQ2A2_61,RQ2A2,Q2B,Q2A2_14,MQ2A2_1461,RQ2A2_14,Q3,Q3B1,Q3B2,Q3B3,Q4A01,Q4A02,Q4A03,Q4A04,Q4A05,Q4A06,Q4A07,Q4A08,Q4A09,Q4A10,Q4A11,Q4A12,Q4A13,Q4A14,Q4A15,Q4A16,Q4A17,Q5A01,Q5A02,Q5A03,Q5A04,Q5A05,Q5A06,Q5A07,Q5A08,Q5A09,Q5A10,Q5A11,Q5A12,Q5A13,Q5A14,Q5A15,Q5A16,Q5A17,KWON1,KWON2,KWON3,KWON4,KWON5,KWON6,KWON7,KWON8,총액1인MIS,C총액1인TOT,DAY평균,RDAY평균,Q7,Q8,Q9,D_MON,D_BUN,D_NAT,D_SEX,D_AGE,D_MOK,D_ENT,D_PLA,D_Q1,D_TYP
402,10,4.00,20,21,21.00,11.00,2,21.00,21.00,11.00,3,,,,,,,,,,,,,,,,,14,,,,1,,3,,,,,,,,,,,,,,,1,,3,,,,,,1000.00,1.00,47.62,1.00,5,5,5,1.00,1.00,9.00,1.00,6.00,3.00,2.00,2.00,4.00,
403,10,4.00,14,15,15.00,11.00,2,15.00,15.00,11.00,3,,,,,,,,,,,,,,,,,14,,,,,,,,,,7,,,,,,,,,,,,,,,5,,,,1300.00,2.00,86.67,2.00,5,5,5,1.00,1.00,9.00,1.00,5.00,3.00,2.00,2.00,4.00,
408,3,3.00,90,91,,14.00,1,77.00,,13.00,2,13,,,,2,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,13,,,,,1,,,,,6,,,4500.00,4.00,,,5,5,5,1.00,1.00,9.00,2.00,4.00,2.00,1.00,2.00,3.00,
411,8,4.00,269,270,,14.00,1,256.00,,14.00,2,13,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,453.95,1.00,,,4,4,5,1.00,1.00,2.00,2.00,4.00,2.00,1.00,1.00,4.00,
413,2,2.00,90,91,,14.00,1,77.00,,13.00,3,,,,,2,,,,,,,,,,,,14,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,8000.00,5.00,,,4,3,3,1.00,1.00,9.00,1.00,5.00,3.00,1.00,1.00,2.00,
414,4,4.00,90,91,,14.00,2,91.00,,14.00,3,,,,,2,,,,,,,,,,,,14,15,,,1,,3,,,,,,,,,,,,,,,1,,3,,,,,,10000.00,5.00,,,5,5,5,1.00,1.00,97.00,1.00,4.00,3.00,2.00,2.00,4.00,
415,2,2.00,89,90,,13.00,1,76.00,,13.00,3,,,,1,2,,,,,,,,,,,,14,,,,,,,,,,,,,,,,13,,,,,,,,,,6,,,6204.00,5.00,,,5,5,5,1.00,1.00,2.00,1.00,4.00,3.00,1.00,2.00,2.00,
416,2,2.00,79,80,,13.00,1,66.00,,13.00,3,,,,1,2,,,,,,,,,,,,14,,,,,,,,5,,,,,,,,,,,,,,,,,5,,,,4653.00,4.00,,,5,5,5,1.00,1.00,2.00,1.00,4.00,3.00,1.00,2.00,2.00,1.00
420,5,4.00,149,150,,14.00,1,136.00,,14.00,4,,,,1,2,3,4,5,6,7,8,,,11,12,,,15,,,1,2,3,,,,,,,,,,,,,,,1,2,3,,,,,,2723.71,3.00,,,5,5,3,1.00,1.00,2.00,2.00,3.00,4.00,1.00,2.00,4.00,1.00
422,6,4.00,299,300,,14.00,2,300.00,,14.00,4,,,,,2,3,,5,,,,9,,11,,,,15,,,1,2,,,,,,,,,,,,,,,,1,2,,,,,,,7275.00,5.00,,,5,5,5,1.00,1.00,1.00,2.00,1.00,4.00,2.00,2.00,4.00,
426,1,1.00,330,331,,14.00,2,331.00,,14.00,4,,,,,2,3,4,5,6,,8,,,,,,,,,,1,2,3,,5,,,,,,,,,14,,,,1,2,3,,5,,7,,3631.61,4.00,,,5,5,5,1.00,1.00,97.00,2.00,2.00,4.00,2.00,2.00,1.00,1.00
440,12,4.00,50,51,51.00,12.00,1,37.00,37.00,12.00,2,10,,,,,3,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,1500.00,2.00,29.41,1.00,5,2,5,1.00,1.00,9.00,1.00,2.00,2.00,1.00,2.00,4.00,1.00
441,5,4.00,300,301,,14.00,2,301.00,,14.00,4,,,,,,3,4,,,7,,,,,,,,15,,,1,,,4,,,,,,,,,13,,,,,1,,,4,,6,,,,6.00,,,5,5,5,1.00,1.00,9.00,1.00,2.00,4.00,2.00,2.00,4.00,1.00
443,4,4.00,19,20,20.00,11.00,1,6.00,6.00,2.00,2,1,4,,1,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1000.00,1.00,50.00,1.00,5,5,5,1.00,1.00,9.00,1.00,3.00,2.00,1.00,2.00,4.00,
445,7,4.00,21,22,22.00,11.00,1,8.00,8.00,3.00,2,1,7,9,,,3,4,5,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,6,,,3000.00,3.00,136.36,3.00,5,5,5,1.00,1.00,9.00,1.00,6.00,2.00,1.00,2.00,4.00,
458,6,4.00,329,330,,14.00,2,330.00,,14.00,4,,,,1,2,3,,5,,,8,,,11,,,,15,,,,,,,,,,,,,,,,,15,,,,,,,,,7,,7263.22,5.00,,,4,4,4,1.00,1.00,2.00,2.00,2.00,4.00,2.00,1.00,4.00,1.00
459,1,1.00,8,9,9.00,3.00,2,9.00,9.00,3.00,3,,,,1,2,,,,,,,,,,,,14,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,2326.50,3.00,258.50,3.00,5,5,5,1.00,1.00,2.00,1.00,3.00,3.00,2.00,1.00,1.00,1.00
461,4,4.00,329,330,,14.00,2,330.00,,14.00,4,,,,,,,,,,,,,,,12,,,15,,,1,,,,,,,,,,,,,14,,,,1,,,,,,7,,9616.20,5.00,,,5,5,5,1.00,1.00,2.00,1.00,2.00,4.00,2.00,1.00,4.00,1.00
462,1,1.00,31,32,32.00,12.00,2,32.00,32.00,12.00,3,,,,1,2,3,,,,,,,,,,,14,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,3102.00,4.00,96.94,2.00,4,4,4,1.00,1.00,2.00,1.00,2.00,3.00,2.00,1.00,1.00,
464,2,2.00,8,9,9.00,3.00,2,9.00,9.00,3.00,3,,,,,,,,,,,,,,,,,14,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,2326.50,3.00,258.50,3.00,5,5,5,1.00,1.00,2.00,1.00,3.00,3.00,2.00,1.00,2.00,
465,2,2.00,300,301,,14.00,2,301.00,,14.00,4,,,,,,3,4,5,6,,,,,,,,,15,,,1,,3,,,,,,9,,11,12,13,,15,16,17,1,,3,,,6,7,8,10000.00,5.00,,,5,5,5,1.00,1.00,9.00,2.00,2.00,4.00,2.00,2.00,2.00,
466,2,2.00,90,91,,14.00,1,77.00,,13.00,2,13,,,,2,,4,,6,,,,,,12,,,,,,1,,,4,,,,,,,,,,,,,,1,,,4,,,,,1500.00,2.00,,,5,5,5,1.00,1.00,9.00,2.00,3.00,2.00,1.00,2.00,2.00,
467,3,3.00,360,361,,14.00,2,361.00,,14.00,4,,,,1,2,3,4,5,6,,,,10,11,12,13,,15,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,6.00,,,5,5,5,1.00,1.00,97.00,2.00,4.00,4.00,2.00,1.00,3.00,1.00
468,3,3.00,300,301,,14.00,2,301.00,,14.00,4,,,,1,2,,4,5,6,,,,,,,13,,15,,,,,,,5,,,,,,,,,,,,,,,,,5,,,,,6.00,,,5,5,5,1.00,1.00,97.00,1.00,2.00,4.00,2.00,1.00,3.00,1.00
469,5,4.00,330,331,,14.00,2,331.00,,14.00,4,,,,,2,,,,,,,,,,,,,15,,,1,,,,5,,,,9,,,,,,,,,1,,,,5,6,,,9079.02,5.00,,,5,5,5,1.00,1.00,97.00,1.00,3.00,4.00,2.00,1.00,4.00,1.00
470,1,1.00,45,46,46.00,12.00,1,32.00,32.00,12.00,4,,,,,2,,,,,,,,,,,,,15,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,3500.00,4.00,76.09,2.00,5,5,5,1.00,1.00,9.00,2.00,2.00,4.00,1.00,1.00,1.00,
473,2,2.00,17,18,18.00,11.00,1,4.00,4.00,2.00,3,,,,1,2,,,,,,,,,,,,14,15,,,1,,3,,,,,,,,,,,,,,,1,,3,,,,,,,6.00,,,3,3,3,1.00,1.00,2.00,1.00,4.00,3.00,1.00,1.00,2.00,
474,1,1.00,15,16,16.00,11.00,2,16.00,16.00,11.00,2,13,,,,2,,,,,,,,,,,,,,,,,,,,,,7,8,,,,,,,,,,,,,,5,,,,4000.00,4.00,250.00,3.00,5,5,4,1.00,1.00,9.00,2.00,5.00,2.00,2.00,1.00,1.00,
478,30,4.00,299,300,,14.00,2,300.00,,14.00,2,3,,,1,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1815.80,2.00,,,5,5,5,1.00,1.00,2.00,1.00,5.00,2.00,2.00,1.00,4.00,
480,15,4.00,239,240,,14.00,1,226.00,,14.00,3,,,,,,,,,,,,,,,,,14,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1089.48,2.00,,,5,5,5,1.00,1.00,2.00,1.00,4.00,3.00,1.00,1.00,4.00,
487,5,4.00,359,360,,14.00,2,360.00,,14.00,4,,,,1,,,,,,,,,,,,,,15,,,1,2,,,,,,,,,,,,,,,,1,2,,,,,,,3813.19,4.00,,,4,4,4,1.00,1.00,2.00,1.00,2.00,4.00,2.00,1.00,4.00,1.00
488,20,4.00,59,60,60.00,12.00,1,46.00,46.00,12.00,3,,,,1,2,,,,,,,,,,12,,14,,,,1,2,,,,,,,,10,,,,,,,,1,2,,,,6,,,4539.51,4.00,75.66,2.00,4,4,5,1.00,1.00,2.00,2.00,4.00,3.00,1.00,1.00,4.00,1.00
489,1,1.00,149,150,,14.00,1,136.00,,14.00,4,,,,1,,,,,,,,,,,,,,15,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,2723.71,3.00,,,5,5,5,1.00,1.00,2.00,2.00,2.00,4.00,1.00,1.00,1.00,
507,1,1.00,90,91,,14.00,1,77.00,,13.00,3,,,,,2,,,,,,,,,,,,14,,,,1,2,,,,,,,,,,,,,,,,1,2,,,,,,,,6.00,,,5,5,5,1.00,1.00,16.00,1.00,2.00,3.00,1.00,2.00,1.00,1.00
509,4,4.00,300,301,,14.00,2,301.00,,14.00,3,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,6,,,6355.31,5.00,,,4,3,4,1.00,1.00,15.00,1.00,6.00,3.00,2.00,1.00,4.00,
511,3,3.00,100,101,,14.00,1,87.00,,13.00,3,,,,,2,,,,,,,,,,,,14,,,,,,,4,,,,,,,,,,,,,,,,,4,,,,,5000.00,4.00,,,3,2,3,1.00,1.00,15.00,1.00,3.00,3.00,1.00,1.00,3.00,
514,2,2.00,120,121,,14.00,1,107.00,,14.00,3,,,,,2,,,,,,,,,,,,14,,,,1,2,,,,,,,,,,,,,,,,1,2,,,,,,,6165.00,5.00,,,4,3,4,1.00,1.00,16.00,1.00,3.00,3.00,1.00,1.00,2.00,
520,6,4.00,364,365,,14.00,2,365.00,,14.00,3,,,,1,2,,,,,,,,,,,,14,,,,1,2,3,,,,,,,,,,13,,,,,1,2,3,,,6,,,10000.00,5.00,,,5,3,5,1.00,1.00,16.00,1.00,3.00,3.00,2.00,1.00,4.00,
529,2,2.00,300,301,,14.00,2,301.00,,14.00,2,5,,,1,2,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,1,2,,,,,,,4085.56,4.00,,,4,4,4,1.00,1.00,2.00,2.00,2.00,2.00,2.00,1.00,2.00,
539,2,2.00,21,22,22.00,11.00,1,8.00,8.00,3.00,3,,,,,,,,,,,,,,,,,14,,,,,2,,,,,,,,,,12,,,,,,,2,,,,6,,,3500.00,4.00,159.09,3.00,2,4,5,1.00,1.00,9.00,1.00,5.00,3.00,1.00,2.00,2.00,1.00
540,4,4.00,359,360,,14.00,2,360.00,,14.00,2,5,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,4539.51,4.00,,,5,5,5,1.00,1.00,2.00,2.00,2.00,2.00,2.00,1.00,4.00,
542,1,1.00,25,26,26.00,11.00,1,12.00,12.00,11.00,1,10,12,4,,2,,4,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,3000.00,3.00,115.38,3.00,4,4,4,1.00,1.00,9.00,1.00,3.00,1.00,1.00,2.00,1.00,
553,1,1.00,30,31,31.00,12.00,2,31.00,31.00,12.00,3,,,,,2,,,,,,,,,,,,14,,,,,,,,,,,,9,,,,,,,,,,,,,,6,,,2000.00,2.00,64.52,2.00,5,5,5,1.00,1.00,5.00,1.00,3.00,3.00,2.00,2.00,1.00,
557,1,1.00,69,70,,13.00,1,56.00,56.00,12.00,3,,,,1,2,,,,,,,,,,,,14,,,,,,,,,,7,,,,,,,,,,,,,,,5,,,,907.90,1.00,,,4,5,4,1.00,1.00,19.00,1.00,2.00,3.00,1.00,1.00,1.00,
561,7,4.00,299,300,,14.00,1,286.00,,14.00,4,,,,1,2,,4,5,,,,,,,,13,,15,,,,,,,,,,,,,,,,14,,,,,,,,,,7,,,6.00,,,4,4,4,1.00,1.00,2.00,1.00,2.00,4.00,1.00,1.00,4.00,
563,5,4.00,300,301,,14.00,2,301.00,,14.00,2,13,,,,,3,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,5,,,,5000.00,4.00,,,5,5,5,1.00,1.00,9.00,1.00,2.00,2.00,2.00,2.00,4.00,
566,70,4.00,335,336,,14.00,2,336.00,,14.00,1,3,2,1,1,2,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,6.00,,,3,4,5,1.00,1.00,1.00,2.00,6.00,1.00,2.00,2.00,4.00,
568,10,4.00,30,31,31.00,12.00,1,17.00,17.00,11.00,2,10,,,1,2,3,,,6,,,,,,,,,,,,1,2,,,,,,,,,,,,,,16,,1,2,,,,,7,,4000.00,4.00,129.03,3.00,4,5,5,1.00,1.00,10.00,1.00,3.00,2.00,1.00,1.00,4.00,
574,1,1.00,360,361,,14.00,2,361.00,,14.00,3,,,,1,2,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,1,2,,,,,,,7263.22,5.00,,,4,4,4,1.00,1.00,17.00,1.00,3.00,3.00,2.00,1.00,1.00,
575,6,4.00,179,180,,14.00,1,166.00,,14.00,2,2,1,,1,2,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,7263.22,5.00,,,4,4,4,1.00,1.00,2.00,1.00,5.00,2.00,1.00,1.00,4.00,
578,10,4.00,109,110,,14.00,1,96.00,,14.00,4,,,,1,2,,,,,,,,,,12,,,15,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,9306.00,5.00,,,4,4,4,1.00,1.00,2.00,2.00,3.00,4.00,1.00,1.00,4.00,1.00
587,4,4.00,299,300,,14.00,2,300.00,,14.00,3,,,,1,2,3,4,,,,,,,,,,14,,,,,,,,,,7,,,,,,,,,,,,,,,5,,,,9079.02,5.00,,,4,3,4,1.00,1.00,2.00,2.00,3.00,3.00,2.00,1.00,4.00,
588,1,1.00,49,50,50.00,12.00,2,50.00,50.00,12.00,3,,,,1,2,,,,,,,,,,,,14,,,,1,2,,,,,,,,,,,,,,,,1,2,,,,,,,7444.80,5.00,148.90,3.00,4,4,4,1.00,1.00,2.00,1.00,3.00,3.00,2.00,1.00,1.00,
589,10,4.00,329,330,,14.00,2,330.00,,14.00,4,,,,1,2,,,,,,,,,,,,,15,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,6.00,,,5,5,5,1.00,1.00,2.00,2.00,2.00,4.00,2.00,1.00,4.00,
590,18,4.00,329,330,,14.00,2,330.00,,14.00,2,1,2,11,1,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1003.23,2.00,,,5,5,5,1.00,1.00,2.00,2.00,2.00,2.00,2.00,1.00,4.00,
593,10,4.00,59,60,60.00,12.00,1,46.00,46.00,12.00,2,13,,,1,,3,,,,,,,,,12,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1815.80,2.00,30.26,1.00,5,5,5,1.00,1.00,2.00,2.00,6.00,2.00,1.00,1.00,4.00,
594,30,4.00,329,330,,14.00,2,330.00,,14.00,4,,,,1,2,3,,,6,,,9,,,,,,15,,,1,,,,,6,,,,,,,13,,,,17,1,,,,5,6,,8,6082.94,5.00,,,5,5,5,1.00,1.00,2.00,1.00,2.00,4.00,2.00,1.00,4.00,
595,11,4.00,239,240,,14.00,1,226.00,,14.00,4,,,,,2,,,,,,,,,,,,,15,,,,,,,,6,,,,,,,,,,,,,,,,5,,,,5810.57,5.00,,,4,4,4,1.00,1.00,2.00,1.00,3.00,4.00,1.00,1.00,4.00,
596,1,1.00,150,151,,14.00,1,137.00,,14.00,4,,,,,,3,4,,,,,,,,,,,15,,,1,2,,,,,,,,,11,,13,14,,16,17,1,2,,,,6,7,8,3687.90,4.00,,,4,4,4,1.00,1.00,13.00,2.00,2.00,4.00,1.00,2.00,1.00,
598,10,4.00,329,330,,14.00,2,330.00,,14.00,4,,,,,,,,,,,,,,,,,,15,,,1,2,,,,,,,,,,,,,,,,1,2,,,,,,,,6.00,,,4,4,4,1.00,1.00,2.00,2.00,2.00,4.00,2.00,1.00,4.00,
600,6,4.00,329,330,,14.00,2,330.00,,14.00,4,,,,1,2,,,,,7,,,,11,,,,15,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,6.00,,,3,4,3,1.00,1.00,2.00,2.00,2.00,4.00,2.00,1.00,4.00,
602,10,4.00,329,330,,14.00,2,330.00,,14.00,4,,,,1,2,3,4,5,,,,,,,,,,15,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,,6.00,,,5,4,5,1.00,1.00,2.00,2.00,2.00,4.00,2.00,1.00,4.00,
603,4,4.00,363,364,,14.00,2,364.00,,14.00,4,,,,1,2,,,,,,,,,,,,,15,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,6.00,,,5,5,5,1.00,1.00,2.00,2.00,2.00,4.00,2.00,1.00,4.00,
610,6,4.00,10,11,11.00,11.00,2,11.00,11.00,11.00,3,,,,,,,,,,,,,,,,,14,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,2458.60,3.00,223.51,3.00,5,4,4,1.00,1.00,12.00,1.00,4.00,3.00,2.00,1.00,4.00,
611,5,4.00,9,10,10.00,3.00,2,10.00,10.00,3.00,3,,,,,2,,,,,,,,,,,,14,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,2458.60,3.00,245.86,3.00,5,5,5,1.00,1.00,12.00,1.00,3.00,3.00,2.00,1.00,4.00,
612,2,2.00,9,10,10.00,3.00,2,10.00,10.00,3.00,3,,,,,,,,,,,,,,,,,14,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,2458.60,3.00,245.86,3.00,5,5,5,1.00,1.00,12.00,1.00,4.00,3.00,2.00,1.00,2.00,
613,1,1.00,59,60,60.00,12.00,2,60.00,60.00,12.00,3,,,,,2,,,,,,,,,,,,14,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,998.69,1.00,16.64,1.00,4,4,4,1.00,1.00,2.00,2.00,3.00,3.00,2.00,1.00,1.00,1.00
614,2,2.00,24,25,25.00,11.00,2,25.00,25.00,11.00,3,,,,,,,,,,,,,,,,,14,,,,,,,,5,,,,,,,,,,,,,,,,,5,,,,4500.00,4.00,180.00,3.00,5,4,5,1.00,1.00,12.00,1.00,3.00,3.00,2.00,1.00,2.00,1.00
615,1,1.00,74,75,,13.00,2,75.00,,13.00,3,,,,,2,,,,,,,,,,,,14,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,9986.92,5.00,,,5,5,5,1.00,1.00,2.00,2.00,2.00,3.00,2.00,1.00,1.00,1.00
617,4,4.00,14,15,15.00,11.00,2,15.00,15.00,11.00,3,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,14,,,,,,,,,,7,,2458.60,3.00,163.91,3.00,4,4,4,1.00,1.00,12.00,1.00,4.00,3.00,2.00,1.00,4.00,
633,4,4.00,120,121,,14.00,1,107.00,,14.00,2,13,,,,2,3,,,,,,,,,,,,,,,1,2,,4,,,,,,,,,,,,,,1,2,,4,,,,,3631.61,4.00,,,5,5,5,1.00,1.00,12.00,2.00,3.00,2.00,1.00,1.00,4.00,
647,1,1.00,210,211,,14.00,1,197.00,,14.00,3,,,,,2,,,,,,,,,,,,14,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,7000.00,5.00,,,4,4,4,1.00,1.00,9.00,2.00,2.00,3.00,1.00,2.00,1.00,
657,1,1.00,359,360,,14.00,2,360.00,,14.00,3,,,,1,2,3,4,,6,,,,,,,,14,,,,,2,,,,,,,,,,,,,15,,17,,2,,,,,7,8,7891.00,5.00,,,4,5,5,1.00,1.00,10.00,2.00,2.00,3.00,2.00,1.00,1.00,2.00
658,6,4.00,60,61,,13.00,1,47.00,47.00,12.00,5,,,,,,,,5,,,,,,,,,,,,17,,,,,5,,,,,,,,,,,,,,,,,5,,,,1500.00,2.00,,,4,5,5,1.00,1.00,9.00,1.00,2.00,5.00,1.00,1.00,4.00,
659,2,2.00,90,91,,14.00,1,77.00,,13.00,4,,,,,,,,,,,,,,,,,14,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,2723.71,3.00,,,5,5,5,1.00,1.00,6.00,1.00,3.00,4.00,1.00,2.00,2.00,
660,2,2.00,300,301,,14.00,2,301.00,,14.00,4,,,,1,2,3,4,,,,,,,,,,,15,,,1,2,3,,,,,,,,,,,,,,,1,2,3,,,,,,7101.90,5.00,,,5,5,5,1.00,1.00,10.00,2.00,2.00,4.00,2.00,1.00,2.00,
666,4,4.00,90,91,,14.00,1,77.00,,13.00,2,13,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,13,,,,,1,,,,,6,,,2100.00,3.00,,,5,5,5,1.00,1.00,9.00,2.00,2.00,2.00,1.00,1.00,4.00,1.00
668,5,4.00,70,71,,13.00,1,57.00,57.00,12.00,2,13,,,,2,3,4,5,,,,,,,12,,,,,,1,,,,,,,,9,,,,13,,,,17,1,,,,,6,,8,4000.00,4.00,,,5,5,5,1.00,1.00,9.00,2.00,3.00,2.00,1.00,1.00,4.00,1.00
682,1,1.00,16,17,17.00,11.00,1,3.00,3.00,1.00,6,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,12,,,,,,,,,,,6,,,1000.00,1.00,58.82,2.00,4,5,5,1.00,1.00,17.00,1.00,2.00,6.00,1.00,2.00,1.00,
699,15,4.00,10,11,11.00,11.00,2,11.00,11.00,11.00,3,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,13,,,,,,,,,,6,,,3800.00,4.00,345.45,4.00,4,5,4,1.00,1.00,9.00,1.00,5.00,3.00,2.00,1.00,4.00,
713,3,3.00,50,51,51.00,12.00,1,37.00,37.00,12.00,3,,,,,2,,,,,,,,,,,,14,,,,1,,,,,,,,,10,,,,,,,,1,,,,,6,,,6800.00,5.00,133.33,3.00,4,2,3,1.00,1.00,16.00,1.00,3.00,3.00,1.00,1.00,3.00,
716,3,3.00,300,301,,14.00,2,301.00,,14.00,3,,,,1,2,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,7263.22,5.00,,,4,4,4,1.00,1.00,97.00,1.00,2.00,3.00,2.00,1.00,3.00,1.00
721,1,1.00,100,101,,14.00,1,87.00,,13.00,2,13,2,,1,2,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,1,2,,,,,,,3000.00,3.00,,,5,5,5,1.00,1.00,15.00,2.00,2.00,2.00,1.00,1.00,1.00,
726,10,4.00,42,43,43.00,12.00,1,29.00,29.00,11.00,2,13,,,,,3,,,,,,,,,,,,,,,1,2,,,,6,,,,,,,13,,,,,1,2,,,5,6,,,998.69,1.00,23.23,1.00,4,5,5,1.00,1.00,97.00,2.00,2.00,2.00,1.00,1.00,4.00,
729,5,4.00,200,201,,14.00,1,187.00,,14.00,3,,,,,2,,,,,,,,,,,,14,,,,1,2,,,,6,,,,,,,,,,,,1,2,,,5,,,,10000.00,5.00,,,4,4,4,1.00,1.00,15.00,1.00,6.00,3.00,1.00,1.00,4.00,
732,1,1.00,179,180,,14.00,1,166.00,,14.00,4,,,,1,,,,,,,,,,,,,,15,,,,,,,,,,,,,11,,,,,,,,,,,,6,,,,6.00,,,4,5,5,1.00,1.00,2.00,1.00,2.00,4.00,1.00,1.00,1.00,1.00
735,2,2.00,359,360,,14.00,2,360.00,,14.00,2,13,,,1,2,3,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,,6.00,,,5,5,5,1.00,1.00,2.00,1.00,3.00,2.00,2.00,1.00,2.00,1.00
739,3,3.00,34,35,35.00,12.00,1,21.00,21.00,11.00,2,13,,,,2,,,,,,,,,,12,,,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,232.65,1.00,6.65,1.00,4,4,4,1.00,1.00,2.00,2.00,4.00,2.00,1.00,1.00,3.00,
746,4,4.00,359,360,,14.00,2,360.00,,14.00,4,,,,1,2,,,,,,,,,,,,14,15,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,6.00,,,4,3,4,1.00,1.00,2.00,2.00,3.00,4.00,2.00,1.00,4.00,
748,1,1.00,299,302,,14.00,2,302.00,,14.00,2,2,1,,1,2,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,9079.02,5.00,,,4,4,4,1.00,1.00,2.00,1.00,3.00,2.00,2.00,1.00,1.00,
750,2,2.00,30,31,31.00,12.00,1,17.00,17.00,11.00,2,13,,,,2,,4,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,3500.00,4.00,112.90,3.00,4,5,4,1.00,1.00,9.00,2.00,3.00,2.00,1.00,2.00,2.00,
753,12,4.00,30,31,31.00,12.00,1,17.00,17.00,11.00,4,,,,1,,,,,,,,,,,,,,15,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,4850.00,4.00,156.45,3.00,4,4,4,1.00,1.00,1.00,2.00,2.00,4.00,1.00,2.00,4.00,1.00
754,1,1.00,324,325,,14.00,2,325.00,,14.00,4,,,,1,2,3,,,,,8,,,11,12,,,15,,,1,2,3,,,,,,,,,,13,,,,,1,2,3,,,6,,,,6.00,,,5,5,5,1.00,1.00,2.00,2.00,2.00,4.00,2.00,1.00,1.00,1.00
757,5,4.00,359,360,,14.00,2,360.00,,14.00,4,,,,1,2,3,,,6,,,,,11,,,,15,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,6.00,,,5,5,5,1.00,1.00,2.00,2.00,2.00,4.00,2.00,1.00,4.00,
760,1,1.00,74,75,,13.00,1,61.00,,13.00,3,,,,1,,3,4,,,,,,,,,,14,,,,1,,,,5,,,,,,,12,,,,,,1,,,,5,6,,,6000.00,5.00,,,4,3,4,1.00,1.00,2.00,1.00,2.00,3.00,1.00,1.00,1.00,1.00
761,7,4.00,330,331,,14.00,2,331.00,,14.00,2,1,2,4,1,,3,4,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,1500.00,2.00,,,5,5,5,1.00,1.00,9.00,1.00,3.00,2.00,2.00,2.00,4.00,1.00
