id,Q1,RQ1,Q2a1,Q2a2,MQ2A2_61,RQ2A2,Q2B,Q2A2_14,MQ2A2_1461,RQ2A2_14,Q3,Q3B1,Q3B2,Q3B3,Q4A01,Q4A02,Q4A03,Q4A04,Q4A05,Q4A06,Q4A07,Q4A08,Q4A09,Q4A10,Q4A11,Q4A12,Q4A13,Q4A14,Q4A15,Q4A16,Q4A17,Q5A01,Q5A02,Q5A03,Q5A04,Q5A05,Q5A06,Q5A07,Q5A08,Q5A09,Q5A10,Q5A11,Q5A12,Q5A13,Q5A14,Q5A15,Q5A16,Q5A17,KWON1,KWON2,KWON3,KWON4,KWON5,KWON6,KWON7,KWON8,총액1인MIS,C총액1인TOT,DAY평균,RDAY평균,Q7,Q8,Q9,D_MON,D_BUN,D_NAT,D_SEX,D_AGE,D_MOK,D_ENT,D_PLA,D_Q1,D_TYP
25254,2,2.00,299,300,,14.00,1,286.00,,14.00,4,,,,1,2,3,,5,,,,,,,12,,,15,,,,,,,,,,,,,,,,,,16,,,,,,,,7,,,6.00,,,5,4,4,12.00,4.00,2.00,2.00,2.00,4.00,1.00,1.00,2.00,
25257,4,4.00,89,90,,13.00,1,76.00,,13.00,4,,,,1,2,,,,,7,,9,,,,,,15,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,8635.00,5.00,,,5,5,5,12.00,4.00,2.00,2.00,1.00,4.00,1.00,1.00,4.00,1.00
25258,2,2.00,299,300,,14.00,1,286.00,,14.00,4,,,,1,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,16,,,,,,,,7,,,6.00,,,4,2,3,12.00,4.00,2.00,1.00,2.00,4.00,1.00,1.00,2.00,
25259,1,1.00,299,300,,14.00,1,286.00,,14.00,4,,,,1,2,3,,5,,,,,,,,,,15,,,,,,,,,,,,,,,,,15,16,,,,,,,,7,,8635.00,5.00,,,4,4,4,12.00,4.00,2.00,2.00,2.00,4.00,1.00,1.00,1.00,
25261,3,3.00,89,90,,13.00,1,76.00,,13.00,4,,,,1,2,,,,,7,,,,,,,,15,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,9420.00,5.00,,,5,5,5,12.00,4.00,2.00,2.00,1.00,4.00,1.00,1.00,3.00,
25262,4,4.00,299,300,,14.00,1,286.00,,14.00,4,,,,1,2,,,,,,,,,,,,,15,,,,,,,,,,,,10,,,,,,,,,,,,,6,,,7065.00,5.00,,,5,5,5,12.00,4.00,2.00,2.00,2.00,4.00,1.00,1.00,4.00,
25265,10,4.00,89,90,,13.00,1,76.00,,13.00,4,,,,,,,,,,,,9,,,,,,15,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,4710.00,4.00,,,5,5,5,12.00,4.00,2.00,2.00,3.00,4.00,1.00,1.00,4.00,1.00
25266,2,2.00,149,150,,14.00,1,136.00,,14.00,4,,,,1,2,,,,,,,,,,,,,15,,,,,,,,,,,,,,,13,,,,,,,,,,6,,,,6.00,,,4,4,4,12.00,4.00,2.00,2.00,2.00,4.00,1.00,1.00,2.00,1.00
25267,3,3.00,239,240,,14.00,1,226.00,,14.00,4,,,,,2,3,4,5,,,,,,,,,,15,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,6.00,,,4,4,4,12.00,4.00,2.00,2.00,2.00,4.00,1.00,1.00,3.00,1.00
25268,1,1.00,90,91,,14.00,1,77.00,,13.00,4,,,,,2,3,,5,6,,,,,,,,,15,,,,,,,,,,,,,,,,,,16,,,,,,,,7,,,6.00,,,4,4,3,12.00,4.00,2.00,1.00,3.00,4.00,1.00,2.00,1.00,1.00
25269,5,4.00,299,300,,14.00,1,286.00,,14.00,4,,,,1,2,3,,,,,,,,,,,,15,,,1,,,,,,,,,,,,13,,,,,1,,,,,6,,,,6.00,,,5,5,5,12.00,4.00,2.00,2.00,2.00,4.00,1.00,1.00,4.00,1.00
25273,2,2.00,299,300,,14.00,1,286.00,,14.00,4,,,,1,2,3,,,,,,,,,,,,15,,,1,,,,,,,,,,,,,,,,17,1,,,,,,,8,,6.00,,,5,5,5,12.00,4.00,2.00,2.00,2.00,4.00,1.00,1.00,2.00,1.00
25274,1,1.00,239,240,,14.00,1,226.00,,14.00,4,,,,1,2,,,,,,,9,,,12,,,15,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,6.00,,,5,5,5,12.00,4.00,2.00,2.00,2.00,4.00,1.00,1.00,1.00,1.00
25276,4,4.00,269,270,,14.00,1,256.00,,14.00,4,,,,1,2,,,,6,,,,,,12,,,15,,,1,,,,,,,,,,,,13,,,,,1,,,,,6,,,,6.00,,,4,4,4,12.00,4.00,2.00,2.00,1.00,4.00,1.00,1.00,4.00,1.00
25278,6,4.00,89,90,,13.00,1,76.00,,13.00,4,,,,1,2,3,,5,,,,,,,12,,,15,,,,,,,,6,,,,,,,,,,,,,,,,5,,,,7065.00,5.00,,,4,4,5,12.00,4.00,2.00,1.00,2.00,4.00,1.00,1.00,4.00,
25279,20,4.00,20,21,21.00,11.00,2,21.00,21.00,11.00,3,,,,,,,,,,,,,,,,,14,,,,1,,,,,,,,,10,,,13,,,,,1,,,,,6,,,,6.00,,,5,5,4,12.00,4.00,8.00,1.00,6.00,3.00,2.00,1.00,4.00,
25280,5,4.00,119,120,,14.00,1,106.00,,14.00,4,,,,1,2,,,5,,,,,,,,,,15,,,1,,3,,,,,,,,,,,,,,,1,,3,,,,,,4710.00,4.00,,,5,4,4,12.00,4.00,2.00,2.00,2.00,4.00,1.00,1.00,4.00,1.00
25283,1,1.00,9,10,10.00,3.00,2,10.00,10.00,3.00,4,,,,,2,3,4,5,6,7,8,9,10,11,12,,,15,,,1,,3,,,,,,,,,,,,,,,1,,3,,,,,,3000.00,3.00,300.00,3.00,5,5,5,12.00,4.00,97.00,2.00,2.00,4.00,2.00,2.00,1.00,1.00
25284,1,1.00,299,300,,14.00,1,286.00,,14.00,4,,,,1,2,3,4,,,,,,10,,,,,15,,,1,,,,,,,,,,,,,14,15,,17,1,,,,,,7,8,,6.00,,,4,5,5,12.00,4.00,2.00,2.00,2.00,4.00,1.00,1.00,1.00,1.00
25288,6,4.00,299,300,,14.00,1,286.00,,14.00,4,,,,1,2,,,,,,,,,,12,13,,15,,,,,,,,,,,,,,,,,15,,,,,,,,,7,,5495.00,5.00,,,5,3,4,12.00,4.00,2.00,2.00,2.00,4.00,1.00,1.00,4.00,
25290,5,4.00,270,271,,14.00,1,257.00,,14.00,4,,,,1,2,3,4,,6,,,,,11,,,,15,,,,2,,,,,,,,,,,13,,,,17,,2,,,,6,,8,,6.00,,,3,2,4,12.00,4.00,2.00,2.00,3.00,4.00,1.00,2.00,4.00,
25292,5,4.00,299,300,,14.00,1,286.00,,14.00,4,,,,1,2,3,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,15,,,,,,,,,7,,,6.00,,,3,2,4,12.00,4.00,2.00,2.00,2.00,4.00,1.00,1.00,4.00,
25293,10,4.00,299,300,,14.00,1,286.00,,14.00,4,,,,1,2,3,4,5,6,,,,,11,12,13,,15,,,1,2,3,,,,,,,,,,,,,,,1,2,3,,,,,,1099.00,2.00,,,4,4,4,12.00,4.00,2.00,2.00,2.00,4.00,1.00,2.00,4.00,1.00
25295,3,3.00,21,22,22.00,11.00,2,22.00,22.00,11.00,1,2,4,9,1,2,3,4,,6,,,,,,,,,,,,1,,,,,,,,,,,,13,,,,17,1,,,,,6,,8,7333.00,5.00,333.32,4.00,4,4,5,12.00,4.00,4.00,1.00,3.00,1.00,2.00,1.00,3.00,1.00
25300,5,4.00,34,35,35.00,12.00,1,21.00,21.00,11.00,4,,,,1,2,,,,6,,,,,,12,,,15,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,4710.00,4.00,134.57,3.00,4,5,4,12.00,4.00,2.00,2.00,2.00,4.00,1.00,2.00,4.00,1.00
25304,1,1.00,90,91,,14.00,1,77.00,,13.00,4,,,,1,2,3,,5,6,,,,,,,,,15,,,,,,,,6,,,,,,,,,,,,,,,,5,,,,4710.00,4.00,,,5,4,4,12.00,4.00,2.00,1.00,1.00,4.00,1.00,2.00,1.00,1.00
25305,2,2.00,103,104,,14.00,1,90.00,,13.00,4,,,,,2,3,4,,6,,,,,,,13,,15,,,1,2,,,,,,,,,,,13,,,,,1,2,,,,6,,,3000.00,3.00,,,5,4,4,12.00,4.00,97.00,2.00,2.00,4.00,1.00,2.00,2.00,
25308,10,4.00,359,360,,14.00,1,346.00,,14.00,4,,,,1,2,3,,,,7,,,,,,,,15,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,6.00,,,4,4,4,12.00,4.00,2.00,2.00,2.00,4.00,1.00,1.00,4.00,1.00
25317,2,2.00,90,91,,14.00,1,77.00,,13.00,4,,,,1,2,,,,,,,,,,,,,15,,,,,,,,,,,,,11,,,,,,,,,,,,6,,,3140.00,4.00,,,5,5,5,12.00,4.00,2.00,2.00,2.00,4.00,1.00,2.00,2.00,1.00
25320,4,4.00,89,90,,13.00,1,76.00,,13.00,4,,,,,,,4,,6,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,7,,9420.00,5.00,,,5,5,5,12.00,4.00,2.00,1.00,2.00,4.00,1.00,1.00,4.00,1.00
25324,15,4.00,14,15,15.00,11.00,1,1.00,1.00,1.00,3,,,,,,,,,,,,,,,,,14,,,,,2,3,,,,,,,,,,,,,,,,2,3,,,,,,4000.00,4.00,266.67,3.00,3,4,4,12.00,4.00,9.00,1.00,5.00,3.00,1.00,2.00,4.00,
25326,1,1.00,120,121,,14.00,1,107.00,,14.00,2,13,,,,2,3,4,,,,,,,11,12,,,,,,1,2,3,4,,,,,,,,,,,,,,1,2,3,4,,,,,1665.07,2.00,,,5,1,5,12.00,4.00,15.00,2.00,3.00,2.00,1.00,1.00,1.00,1.00
25327,10,4.00,180,181,,14.00,1,167.00,,14.00,3,,,,,,3,4,,,,,,,,,,14,,,,,,,,,,,,,10,,,,,,,,,,,,,6,,,10000.00,5.00,,,5,5,5,12.00,4.00,7.00,1.00,3.00,3.00,1.00,1.00,4.00,
25328,2,2.00,270,271,,14.00,1,257.00,,14.00,4,,,,1,2,,,,,,,,,,,,,15,,,,,,,,,,,,,11,,,,,,,,,,,,6,,,,6.00,,,4,4,4,12.00,4.00,2.00,2.00,2.00,4.00,1.00,2.00,2.00,1.00
25329,5,4.00,99,100,,14.00,1,86.00,,13.00,4,,,,1,2,3,,,,,,,,,,,,15,,,,,,,5,6,,,,,,,,,,,,,,,,5,,,,7850.00,5.00,,,4,4,4,12.00,4.00,2.00,2.00,2.00,4.00,1.00,1.00,4.00,1.00
25330,2,2.00,119,120,,14.00,1,106.00,,14.00,4,,,,1,2,3,,,,,,,,11,,,,15,,,,,,,,,,,,,,,13,,,,,,,,,,6,,,7850.00,5.00,,,5,5,4,12.00,4.00,2.00,2.00,3.00,4.00,1.00,1.00,2.00,1.00
25333,10,4.00,359,360,,14.00,1,346.00,,14.00,3,,,,,2,,4,,6,,,,,,,,14,15,,,1,2,,,,,,,,,,,,,,,,1,2,,,,,,,,6.00,,,4,4,4,12.00,4.00,2.00,2.00,2.00,3.00,1.00,1.00,4.00,
25340,3,3.00,99,100,,14.00,1,86.00,,13.00,4,,,,,2,,,,,,,,,,,,,15,,,1,2,,,,,,,,,,,,,,,,1,2,,,,,,,4710.00,4.00,,,5,4,4,12.00,4.00,2.00,2.00,2.00,4.00,1.00,1.00,3.00,1.00
25343,4,4.00,59,60,60.00,12.00,1,46.00,46.00,12.00,4,,,,1,2,,4,,,,,,,11,12,,,15,,,,,,4,,,,,,,11,,,,,,17,,,,4,,6,,8,9420.00,5.00,157.00,3.00,5,4,4,12.00,4.00,2.00,2.00,2.00,4.00,1.00,1.00,4.00,1.00
25345,4,4.00,119,120,,14.00,1,106.00,,14.00,4,,,,1,2,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,16,,,,,,,,7,,3140.00,4.00,,,5,4,4,12.00,4.00,2.00,1.00,2.00,4.00,1.00,1.00,4.00,1.00
25346,10,4.00,30,31,31.00,12.00,1,17.00,17.00,11.00,2,2,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,832.54,1.00,26.86,1.00,4,4,4,12.00,4.00,2.00,2.00,6.00,2.00,1.00,2.00,4.00,
25348,5,4.00,119,120,,14.00,1,106.00,,14.00,4,,,,1,2,,,,,,,,,,12,,,15,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,6.00,,,3,4,4,12.00,4.00,2.00,2.00,2.00,4.00,1.00,1.00,4.00,1.00
25350,3,3.00,299,300,,14.00,1,286.00,,14.00,4,,,,,2,,,,,,,,,11,12,13,,15,,,,,,,,,,,,,,,,,,16,,,,,,,,7,,7065.00,5.00,,,4,4,4,12.00,4.00,2.00,1.00,2.00,4.00,1.00,1.00,3.00,1.00
25351,20,4.00,299,300,,14.00,1,286.00,,14.00,4,,,,1,2,3,4,,,,,,,,,,,,,,1,,,,,,,,,,,12,13,,,,,1,,,,,6,,,,6.00,,,5,5,5,12.00,4.00,1.00,2.00,2.00,4.00,1.00,2.00,4.00,
25355,12,4.00,119,120,,14.00,1,106.00,,14.00,4,,,,1,2,3,,,,,,,,,,13,,15,,,,,,,5,,,,,,,,,,,,,,,,,5,,,,3768.00,4.00,,,5,4,4,12.00,4.00,2.00,1.00,2.00,4.00,1.00,1.00,4.00,1.00
25358,1,1.00,299,300,,14.00,1,286.00,,14.00,4,,,,1,2,3,,5,,,,,,,,,,15,,,1,,3,,,,,,,,,,,,,,,1,,3,,,,,,,6.00,,,5,5,5,12.00,4.00,2.00,2.00,1.00,4.00,1.00,1.00,1.00,1.00
25359,8,4.00,270,271,,14.00,1,257.00,,14.00,4,,,,,2,,,,,,,,,,,,,15,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,6.00,,,4,3,4,12.00,4.00,2.00,1.00,2.00,4.00,1.00,2.00,4.00,1.00
25361,12,4.00,119,120,,14.00,1,106.00,,14.00,4,,,,,,,,,,,,,,,,,,15,,,,,,,5,,,,,,,,,,,,,,,,,5,,,,3768.00,4.00,,,4,4,4,12.00,4.00,2.00,1.00,2.00,4.00,1.00,1.00,4.00,
25367,1,1.00,299,300,,14.00,1,286.00,,14.00,4,,,,,2,3,4,5,6,,,,10,,,13,,15,,,1,2,,,5,6,7,,,,,,,,,,,1,2,,,5,,,,8325.35,5.00,,,5,5,5,12.00,4.00,18.00,1.00,2.00,4.00,1.00,2.00,1.00,1.00
25368,4,4.00,28,29,29.00,11.00,2,29.00,29.00,11.00,3,,,,,2,,,,,,,,,,,,14,,,,1,,3,,,,,,,,,,,,,,,1,,3,,,,,,10000.00,5.00,344.83,4.00,5,5,5,12.00,4.00,97.00,1.00,4.00,3.00,2.00,2.00,4.00,
25369,2,2.00,29,30,30.00,11.00,2,30.00,30.00,11.00,3,,,,1,,,,,,,,,,,,,14,,,,1,,3,,,,,,,,,,,,,,,1,,3,,,,,,10000.00,5.00,333.33,4.00,5,5,5,12.00,4.00,97.00,1.00,3.00,3.00,2.00,2.00,2.00,
25370,5,4.00,359,360,,14.00,1,346.00,,14.00,4,,,,,2,,,,,,,,,,,,,15,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,6.00,,,5,5,5,12.00,4.00,2.00,2.00,1.00,4.00,1.00,1.00,4.00,
25371,3,3.00,359,360,,14.00,1,346.00,,14.00,4,,,,1,2,,,5,,,,,,,,,,15,,,,,,,,,,,,,,,,14,15,,,,,,,,,7,,9990.42,5.00,,,4,4,4,12.00,4.00,2.00,2.00,2.00,4.00,1.00,1.00,3.00,
25374,6,4.00,359,360,,14.00,1,346.00,,14.00,4,,,,1,2,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,14,,,,,,,,,,7,,7850.00,5.00,,,4,4,4,12.00,4.00,2.00,1.00,2.00,4.00,1.00,1.00,4.00,
25375,1,1.00,29,30,30.00,11.00,2,30.00,30.00,11.00,3,,,,,2,,,,,,,,,,,,14,,,,1,,3,,,,,,,,,,,,,,,1,,3,,,,,,8050.00,5.00,268.33,3.00,5,5,5,12.00,4.00,97.00,1.00,4.00,3.00,2.00,2.00,1.00,
25380,2,2.00,179,180,,14.00,1,166.00,,14.00,4,,,,1,2,,,,6,,,,,,,,,15,,,,,,,,,,,,,11,,,,,,,,,,,,6,,,,6.00,,,4,5,3,12.00,4.00,2.00,2.00,2.00,4.00,1.00,1.00,2.00,1.00
25381,1,1.00,29,30,30.00,11.00,2,30.00,30.00,11.00,3,,,,,,,,,,,,,,,,,14,,,,,,3,,,,,,,,,,,,,,,,,3,,,,,,7000.00,5.00,233.33,3.00,4,3,4,12.00,4.00,97.00,1.00,3.00,3.00,2.00,2.00,1.00,
25382,1,1.00,270,271,,14.00,1,257.00,,14.00,4,,,,1,2,,4,,,,,,,,12,,,15,,,1,,,,,,7,,,,,,,,,,,1,,,,5,,,,,6.00,,,5,5,5,12.00,4.00,2.00,2.00,2.00,4.00,1.00,2.00,1.00,1.00
25383,4,4.00,119,120,,14.00,1,106.00,,14.00,4,,,,,2,,,5,,,,9,,,12,,,15,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,6280.00,5.00,,,5,4,4,12.00,4.00,2.00,2.00,2.00,4.00,1.00,1.00,4.00,
25384,1,1.00,359,360,,14.00,1,346.00,,14.00,4,,,,,2,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,15,,,,,,,,,7,,,6.00,,,5,4,4,12.00,4.00,2.00,2.00,2.00,4.00,1.00,1.00,1.00,
25386,1,1.00,299,300,,14.00,1,286.00,,14.00,4,,,,,2,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,15,,,,,,,,,7,,,6.00,,,5,5,5,12.00,4.00,2.00,1.00,2.00,4.00,1.00,1.00,1.00,
25388,1,1.00,359,360,,14.00,1,346.00,,14.00,4,,,,1,2,3,,5,6,,,,,11,,,,15,,,1,,,,,,,,9,,11,,13,,,,,1,,,,,6,,,,6.00,,,5,5,5,12.00,4.00,2.00,2.00,2.00,4.00,1.00,1.00,1.00,1.00
25391,1,1.00,270,271,,14.00,1,257.00,,14.00,4,,,,1,2,,4,,6,,,,,,,,,15,,,1,,,,,,7,,,,,,,,,,,1,,,,5,,,,,6.00,,,5,5,5,12.00,4.00,2.00,2.00,2.00,4.00,1.00,2.00,1.00,1.00
25393,1,1.00,359,360,,14.00,1,346.00,,14.00,4,,,,1,2,,,,,,,,,11,,,,15,,,,,,,,,,,,,,,,,15,,,,,,,,,7,,9990.42,5.00,,,4,4,4,12.00,4.00,2.00,2.00,2.00,4.00,1.00,1.00,1.00,
25395,10,4.00,299,300,,14.00,1,286.00,,14.00,4,,,,1,2,,,,,,,,,11,,,,15,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,6.00,,,4,4,4,12.00,4.00,2.00,1.00,2.00,4.00,1.00,1.00,4.00,
25397,1,1.00,119,120,,14.00,1,106.00,,14.00,4,,,,1,2,,,,,,,,,,,,,15,,,,,,,,,,,,,11,,,,,,,,,,,,6,,,,6.00,,,4,4,4,12.00,4.00,2.00,2.00,2.00,4.00,1.00,1.00,1.00,1.00
25398,4,4.00,299,300,,14.00,1,286.00,,14.00,4,,,,1,2,3,,,,,,,,,,,,15,,,1,,3,,,,,,,,,,,,,,,1,,3,,,,,,,6.00,,,5,4,4,12.00,4.00,2.00,1.00,2.00,4.00,1.00,1.00,4.00,1.00
25399,1,1.00,179,180,,14.00,1,166.00,,14.00,3,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,10,,,,,,,,,,,,,6,,,6000.00,5.00,,,4,5,5,12.00,4.00,97.00,1.00,2.00,3.00,1.00,2.00,1.00,
25400,1,1.00,89,90,,13.00,1,76.00,,13.00,4,,,,1,2,,,,,,,,,,,,,15,,,1,,,4,,,,,,,,,,,,,,1,,,4,,,,,,6.00,,,3,4,4,12.00,4.00,2.00,2.00,2.00,4.00,1.00,1.00,1.00,1.00
25402,2,2.00,299,300,,14.00,1,286.00,,14.00,4,,,,1,2,,,,,,,,,,,,,15,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,6.00,,,5,5,5,12.00,4.00,2.00,1.00,2.00,4.00,1.00,1.00,2.00,1.00
25404,4,4.00,270,271,,14.00,1,257.00,,14.00,3,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,4995.21,4.00,,,4,4,4,12.00,4.00,2.00,1.00,3.00,3.00,1.00,2.00,4.00,
25405,1,1.00,59,60,60.00,12.00,1,46.00,46.00,12.00,4,,,,,,,,,,,,,,,,,,15,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,9420.00,5.00,157.00,3.00,5,5,5,12.00,4.00,2.00,1.00,1.00,4.00,1.00,1.00,1.00,
25406,3,3.00,359,360,,14.00,1,346.00,,14.00,4,,,,1,,3,,,,,,,,,,,,15,,,,,,,,,,,,,,,13,,,,17,,,,,,6,,8,,6.00,,,5,5,5,12.00,4.00,2.00,2.00,2.00,4.00,1.00,1.00,3.00,
25407,1,1.00,119,120,,14.00,1,106.00,,14.00,4,,,,1,2,3,,,6,,,,,,,13,,15,,,1,2,,,,,,,,,,,,,,,,1,2,,,,,,,,6.00,,,4,4,4,12.00,4.00,2.00,1.00,3.00,4.00,1.00,1.00,1.00,1.00
25409,2,2.00,119,120,,14.00,1,106.00,,14.00,4,,,,1,2,,,,,,,,,,,,,15,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,7850.00,5.00,,,4,4,4,12.00,4.00,2.00,2.00,2.00,4.00,1.00,1.00,2.00,
25413,10,4.00,119,120,,14.00,1,106.00,,14.00,4,,,,,2,,,,,,,,,,12,,,15,,,,,,,,,,,,,,,13,,,,,,,,,,6,,,,6.00,,,5,5,5,12.00,4.00,2.00,2.00,2.00,4.00,1.00,1.00,4.00,
25414,1,1.00,119,120,,14.00,1,106.00,,14.00,3,,,,1,2,3,4,,,,,,,,,,14,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,6.00,,,5,5,5,12.00,4.00,97.00,1.00,3.00,3.00,1.00,2.00,1.00,
25415,1,1.00,120,121,,14.00,1,107.00,,14.00,4,,,,1,2,3,,,,7,,,,,,13,,15,,,1,2,,,,,,,,,,,,,,,,1,2,,,,,,,6280.00,5.00,,,5,5,5,12.00,4.00,2.00,1.00,1.00,4.00,1.00,2.00,1.00,1.00
25417,1,1.00,149,150,,14.00,1,136.00,,14.00,4,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,15,,,,,,,,,7,,6280.00,5.00,,,4,4,4,12.00,4.00,2.00,1.00,2.00,4.00,1.00,1.00,1.00,
25418,7,4.00,100,101,,14.00,1,87.00,,13.00,4,,,,,,,,,,,,,,,,,,15,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,4710.00,4.00,,,5,5,5,12.00,4.00,2.00,1.00,2.00,4.00,1.00,2.00,4.00,1.00
25420,3,3.00,239,240,,14.00,1,226.00,,14.00,4,,,,1,2,3,4,,6,,,9,,11,,,,15,,,1,,,4,,,,,,,,,13,,,,,1,,,4,,6,,,7850.00,5.00,,,5,5,5,12.00,4.00,2.00,2.00,2.00,4.00,1.00,1.00,3.00,1.00
25421,1,1.00,89,90,,13.00,1,76.00,,13.00,4,,,,1,2,,,,,,,9,,,,,,15,,,,,,,,,,,,,,,,,15,,,,,,,,,7,,7850.00,5.00,,,5,5,5,12.00,4.00,2.00,1.00,1.00,4.00,1.00,1.00,1.00,1.00
25424,3,3.00,299,300,,14.00,1,286.00,,14.00,4,,,,1,,3,,,6,7,,9,,,,,,15,,,1,,,,,,,,,,,,13,,,,,1,,,,,6,,,9734.00,5.00,,,4,4,4,12.00,4.00,2.00,2.00,2.00,4.00,1.00,1.00,3.00,1.00
25426,2,2.00,119,120,,14.00,1,106.00,,14.00,4,,,,1,2,,,5,,,,9,,11,12,,,15,,,,,,,,,,,,,,,,14,15,,,,,,,,,7,,7850.00,5.00,,,5,5,5,12.00,4.00,2.00,2.00,1.00,4.00,1.00,1.00,2.00,3.00
25427,4,4.00,89,90,,13.00,1,76.00,,13.00,3,,,,,2,,4,,,,,,,,,,14,,,,,,,,,,,,,,,12,,,,,,,,,,,6,,,7983.00,5.00,,,5,5,5,12.00,4.00,11.00,1.00,6.00,3.00,1.00,2.00,4.00,
25429,6,4.00,289,290,,14.00,1,276.00,,14.00,4,,,,1,2,3,4,5,6,7,8,,10,11,12,,,15,,,1,2,3,4,,,,,,,,,,,,,17,1,2,3,4,,,,8,,6.00,,,4,4,4,12.00,4.00,2.00,2.00,2.00,4.00,1.00,1.00,4.00,1.00
25431,1,1.00,120,121,,14.00,1,107.00,,14.00,4,,,,1,2,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,14,,,,,,,,,,7,,,6.00,,,5,5,5,12.00,4.00,2.00,1.00,2.00,4.00,1.00,2.00,1.00,
25432,9,4.00,179,180,,14.00,1,166.00,,14.00,4,,,,1,2,,,5,6,,,,,,,13,,15,,,1,,3,,,,,,,,,,,,,,,1,,3,,,,,,9891.00,5.00,,,4,5,4,12.00,4.00,2.00,1.00,2.00,4.00,1.00,1.00,4.00,1.00
25434,3,3.00,359,360,,14.00,1,346.00,,14.00,4,,,,1,2,,4,,6,,,,,,,,,15,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,6.00,,,5,5,5,12.00,4.00,2.00,2.00,1.00,4.00,1.00,1.00,3.00,1.00
25436,2,2.00,149,150,,14.00,1,136.00,,14.00,4,,,,,2,,,,,,,,,,,,,15,,,1,,3,,,,,,,,,,,,,,,1,,3,,,,,,8478.00,5.00,,,5,5,5,12.00,4.00,2.00,1.00,2.00,4.00,1.00,1.00,2.00,1.00
25438,5,4.00,239,240,,14.00,1,226.00,,14.00,4,,,,1,,,,,,,,,,,,,,15,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,6.00,,,5,5,5,12.00,4.00,2.00,2.00,1.00,4.00,1.00,1.00,4.00,1.00
25442,5,4.00,89,90,,13.00,1,76.00,,13.00,3,,,,1,,,,,,,,,,,,,14,,,,,,,,,,,,,10,,,,,,,,,,,,,6,,,3140.00,4.00,,,4,4,4,12.00,4.00,2.00,1.00,3.00,3.00,1.00,1.00,4.00,
25449,10,4.00,90,91,,14.00,1,77.00,,13.00,4,,,,1,2,,,,,,,,,,,,,15,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,4710.00,4.00,,,5,5,5,12.00,4.00,2.00,2.00,2.00,4.00,1.00,2.00,4.00,1.00
25450,4,4.00,359,360,,14.00,1,346.00,,14.00,4,,,,1,2,3,,,6,,,,,,,,,15,,,,,,,,,,,,,,,,14,,,17,,,,,,,7,8,,6.00,,,4,4,4,12.00,4.00,2.00,2.00,2.00,4.00,1.00,1.00,4.00,
25451,8,4.00,89,90,,13.00,1,76.00,,13.00,4,,,,1,2,3,4,5,,,,,,,,,,15,,,1,,,,,,,,,,,,,,15,,,1,,,,,,7,,9420.00,5.00,,,5,5,5,12.00,4.00,2.00,2.00,2.00,4.00,1.00,1.00,4.00,1.00
25456,2,2.00,99,100,,14.00,1,86.00,,13.00,4,,,,,2,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,15,,,,,,,,,7,,4710.00,4.00,,,4,4,4,12.00,4.00,2.00,2.00,1.00,4.00,1.00,2.00,2.00,1.00
25459,4,4.00,89,90,,13.00,1,76.00,,13.00,4,,,,1,2,,,,,,,,,,12,,,15,,,1,,,,,,,,,,,,,14,,,,1,,,,,,7,,4710.00,4.00,,,5,4,4,12.00,4.00,2.00,2.00,2.00,4.00,1.00,1.00,4.00,1.00
