pnid,MVIT,RVIT,XRVIT,MVIT5Y,RVIT5Y,TYP,Q1,Q1_1a1,Q1_1a2,Q1_1a3,Q2a1,Q2a2,Q2a3,Q2a_dk,Q2_1a1,Q2_1a2,Q2_1a3,ZQ2_31,ZQ2_32,ZQ2_33,ZQ2_34,Q2_3_직전_숙박일수,Q2_3_직후_숙박일수,MQ2_3_직전_숙박일수,MQ2_3_직후_숙박일수,Q2_3a2at,Q2_3a2bt,Q2_3a2ct,Q2_3a2dt,Q2_3a2et,Q2_3a3at,Q2_3a3bt,Q2_3a3ct,Q2_3a3dt,Q2_3a3et,Q2_3b2a,Q2_3b2b,Q2_3b2c,Q2_3b2d,Q2_3b2e,Q2_3b3a,Q2_3b3b,Q2_3b3c,Q2_3b3d,Q2_3b3e,Q3_1a1,Q3_1a2,Q3_1a3,Q3_2a1,Q3_2a2,Q3_2a3,Q4a1,Q4a2,Q4a3,Q4a_dk,Q4_1a1,Q4_1a2,Q4_1a3,Q4_2a1,Q4_2a2,Q4_2a3,Q4_2a_dk,Q5,Q5_1a01,Q5_1a02,Q5_1a03,Q5_1a04,Q5_1a05,Q5_1a06,Q5_1a07,Q5_1a08,Q5_1a09,Q5_1a10,Q5_1a_dk,Q6,MQ6_1R,Q6_1R,Q7A,Q7a_dk,Q7a2,Q7a3,Q7a4,Q7a5,Q7a6,Q7a7,Q7a8,MQ7_1,MQ7_1제외,MQ7_2,MQ7_1$15제외,MQ7_1제외$15제외,RQ7_1,RQ7_1제외,RQ7_2,RQ7_1$15제외,RQ7_1제외$15제외,Q8a01,Q8a02,Q8a03,Q8a04,Q8a05,Q8a06,Q8a07,Q8a08,Q8a09,Q8a10,Q8a11,Q8a12,Q8a13,Q8a14,Q8a15,Q8a16,Q8a17,Q8a18,Q8a19,Q8a20,Q8_1a1,Q8_1a2,Q8_1a3,Q9_1_1,Q9_1_2,Q9_1_3,Q9_1_4,Q9_1_5,Q9_2a01,Q9_2a02,Q9_2a03,Q9_2a04,Q9_2a05,Q9_2a06,Q9_2a07,Q9_2a08,Q9_2a09,Q9_2a10,Q9_2a11,Q9_2a12,Q9_2a13,Q9_2a14,Q9_2a15,Q9_2a16,Q9_2a17,KWON1,KWON2,KWON3,KWON4,KWON5,KWON6,KWON7,KWON8,KWONA1,KWONA2,KWONA3,KWONB1,KWONB2,M박HAP,M일HAP,M일HAP_61,R1일HAP,서울박TOT,경기박TOT,인천박TOT,강원박TOT,대전박TOT,충북박TOT,충남박TOT,세종박TOT,경북박TOT,경남박TOT,대구박TOT,울산박TOT,부산박TOT,광주박TOT,전북박TOT,전남박TOT,제주박TOT,서울일TOT,경기일TOT,인천일TOT,강원일TOT,대전일TOT,충북일TOT,충남일TOT,세종일TOT,경북일TOT,경남일TOT,대구일TOT,울산일TOT,부산일TOT,광주일TOT,전북일TOT,전남일TOT,제주일TOT,서울박60,경기박60,인천박60,강원박60,대전박60,충북박60,충남박60,세종박60,경북박60,경남박60,대구박60,울산박60,부산박60,광주박60,전북박60,전남박60,제주박60,서울일61,경기일61,인천일61,강원일61,대전일61,충북일61,충남일61,세종일61,경북일61,경남일61,대구일61,울산일61,부산일61,광주일61,전북일61,전남일61,제주일61,WQ9_5a01,WQ9_5a02,WQ9_5a03,WQ9_5a04,WQ9_5a05,WQ9_5a06,WQ9_5a07,WQ9_5a08,WQ9_5a09,WQ9_5a10,WQ9_5a11,WQ9_5a12,WQ9_5a13,WQ9_5a14,WQ9_5a15,WQ9_5a16,WQ9_5a17,Q9_5A1,Q9_5A2,Q9_5A3,Q9_5A4,Q9_5A5,Q9_5A6,Q9_5A7,Q9_5A8,Q9_5A9,호텔숙박,모텔숙박,콘도숙박,게스숙박,민박숙박,학교숙박,친척숙박,기타숙박,호텔숙박60,모텔숙박60,콘도숙박60,게스숙박60,민박숙박60,학교숙박60,친척숙박60,기타숙박60,총액1인TOT2,C총액1인TOT2,총액1인TOT_개별국제교통비제외2,C총액1인TOT_개별국제교통비제외2,MDAY전체TOT_RAW61,RDAY전체TOT_RAW61,MDAY전체_개별국제교통비제외61,RDAY전체_개별국제교통비제외61,MDAY개별대체61,MDAY에어대체61,MDAY단체대체61,RDAY개별대체61,RDAY에어대체61,RDAY단체대체61,MDAY개별대체_개별국제교통비제외61,MDAY에어대체_개별국제교통비제외61,MDAY단체대체_개별국제교통비제외61,RDAY개별대체_개별국제교통비제외61,RDAY에어대체_개별국제교통비제외61,RDAY단체대체_개별국제교통비제외61,여행사1인대체,가이드1인대체,숙박비1인대체,음식점1인대체,식음료1인대체,국제한국1인대체,국제국외1인대체,국제수상1인대체,한국한국1인대체,한국국외1인대체,한국수상1인대체,한국철도1인대체,한국도로1인대체,대여서1인대체,유류비1인대체,문화서1인대체,오락및1인대체,쇼핑비1인대체,데이터1인대체,치료및1인대체,미용서1인대체,기타비1인대체,단기투어상품1인대체,C여행사1인대체,C가이드1인대체,C숙박비1인대체,C음식점1인대체,C식음료1인대체,C국제한국1인대체,C국제국외1인대체,C국제수상1인대체,C한국한국1인대체,C한국국외1인대체,C한국수상1인대체,C한국철도1인대체,C한국도로1인대체,C대여서1인대체,C유류비1인대체,C문화서1인대체,C오락및1인대체,C쇼핑비1인대체,C데이터1인대체,C치료및1인대체,C미용서1인대체,C기타비1인대체,C단기투어상품1인대체,Q10_2a01,Q10_2a02,Q10_2a03,Q10_2a04,Q10_2a05,Q10_2a06,Q10_2a07,Q10_2a08,Q10_2a09,Q10_2a10,Q10_2a11,Q10_2a12,Q10_2a13,MQ10_2b01,MQ10_2b02,MQ10_2b03,MQ10_2b04,MQ10_2b05,MQ10_2b06,MQ10_2b07,MQ10_2b08,MQ10_2b09,MQ10_2b10,MQ10_2b11,MQ10_2b12,MQ10_2b13,Q10_3a1,Q10_3a2,Q10_3a3,Q11,Q12a01,Q12a02,Q12a03,Q12a04,Q12a05,Q12a06,Q12a07,Q12a08,Q12a09,Q12a10,Q12a11,Q12a12,Q12a13,Q12a14,Q12a15,Q12a16,Q12a17,Q12a18,Q12a19,Q12a20,Q12a21,Q12a22,Q12a23,Q12a24,Q12a25,Q12a26,Q12a27,Q13,Q14,D_MON,D_BUN,D_NAT,D_NAT2,D_SEX,D_AGE,D_MOK,D_NUM,D_GUB,weight1,weight2,weight3,weight4,weight
4084,2,2,5,2.0,1,1,1,2,7,,3,8,1,,9,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,1,10,5,6,7,1,,5,,,,,,11,2,1,,,,,,,,,,,2,,,2,,2,,,,,,,2,1,0,2,1,2,1,0,2,1,1,2,,,,,,,,,,,,,,,,,,,2,1,,11001,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,3,4,4,2,3,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,3,,,,,,,,3,,,,,,,,1093.95,2,898.60,1,273.49,3,224.65,3,273.49,,,3,,,224.65,,,3,,,,0.00,195.35,195.35,0.00,0.00,195.35,0.00,0.00,0.00,0.00,65.12,32.56,0.00,0.00,0.00,0.00,390.70,19.53,0.00,0.00,0.00,0.00,,1,3,4,1,1,3,1,1,1,1,3,3,1,1,1,1,4,2,1,1,1,1,1,2,3,,,,,,,,,,,70.00,10.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,7,,4,4,4,,,,,,,,,,,,,,,5,4,4,4,5,5,4,4,4,4,,5,4,3,1,5,,1,3,1,2,1,694.18,,,,694.18
4085,1,1,,20.0,5,3,1,1,,,5,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,12,,,2,,,,,,,,,,11,1,,,,,,,,,,,,,,,1,1,,,,,,,,1,,,,,1,,,,,1,2,,,,,,,,,,,,,,,,,,,2,1,,11012,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,4,5,5,2,4,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,4,,,,,,,,4,,,,,,,,732.00,1,732.00,1,146.40,3,146.40,3,,,146.40,,,3,,,146.40,,,3,619.03,46.43,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.90,4.64,0.00,0.00,0.00,,4,1,,1,1,,,,1,1,1,1,1,1,1,1,1,3,2,1,1,1,,1,,,,,,,,,,,,,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,,,4,4,4,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,3,3,3,1,3,,2,6,1,1,3,1124.22,,,,1124.22
4086,1,1,,5.0,2,3,1,1,10,,1,6,3,,1,,,,2,,4,4,,10,,5,1,,,,,,,,,5,5,,,,,,,,,1,5,3,2,8,3,1,,,,4,5,3,2,,,,6,,,,,,,,,,,,,,,2,,,3,,,,,,2,1,0,2,1,2,1,0,2,1,1,,3,,,,7,,,,,,,,,,,,,,3,1,7,50033,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,8,,2,,,2,0,1,1,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,5000.00,4,5000.00,4,1480.50,5,1224.98,5,,,1480.50,,,5,,,1224.98,,,5,4901.96,0.00,,98.04,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,5,1,,3,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,4,5,,5,,,,5,,,,,,,,,,4,4,4,4,4,4,4,4,4,9,4,4,4,3,1,4,,2,5,1,1,3,1148.35,,,,1148.35
4088,5,4,5,9.0,2,1,1,11,,,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,1,,7,,,1,,,,1,5,,,,,11,1,1,,,,,,,,,10,,2,,,1,1,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,,13,,,,,,,,13,1,,11003,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,1,2,2,1,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,1,,,,,,,,1185.90,2,649.29,1,592.95,5,324.65,4,592.95,,,5,,,324.65,,,4,,,,0.00,67.08,13.42,0.00,0.00,536.61,0.00,0.00,0.00,0.00,6.71,13.42,0.00,0.00,0.00,0.00,0.00,12.07,0.00,536.61,0.00,0.00,,1,2,2,1,1,5,1,1,1,1,2,2,1,1,1,1,1,2,1,4,1,1,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,5,5,,,,,,,,,,,,5,,,,5,5,5,5,5,5,5,5,5,5,,5,5,3,1,2,,2,2,1,4,1,2797.33,,,,2797.33
4089,1,1,,50.0,5,1,3,,,,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,6,,1,10,,,,,11,3,1,,,,,,,,,,,2,,,2,,,,,,,7,,2,1,0,2,1,2,1,0,2,1,,,,,,,7,,,,,,,,,,,18,,,7,18,,28003,41511,,,,1,2,3,,,,,,,,,,,,,,,1,2,3,,,,,,1,,,1,,5,6,6,2,0,0,5,,,,,,,,,,,,,,,1,5,6,,,,,,,,,,,,,,,0,0,5,,,,,,,,,,,,,,,1,5,6,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,5,,,,,,,,5,,,,,,,,5604.43,5,1553.04,2,934.07,5,258.84,3,934.07,,,5,,,258.84,,,3,,,,0.00,1080.37,270.09,0.00,0.00,4051.40,0.00,0.00,0.00,0.00,0.00,202.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1,5,4,1,1,5,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,4,,,,,,,4,,,,,,,,,,4,4,5,5,5,5,4,9,4,9,,5,5,3,1,16,,1,5,3,1,1,382.95,,,,382.95
4090,1,1,,8.0,2,1,1,8,1,7,1,2,3,,1,8,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,6,3,6,10,1,6,5,,6,1,5,2,3,5,,6,1,,,,,,,,,,,2,,,2,,2,,,,,,,2,1,0,2,1,2,1,0,2,1,1,2,3,,5,6,7,,,10,11,,,,,,,,,,7,1,10,11005,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,8,9,9,3,8,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,8,,,,,,,,8,,,,,,,,2228.27,3,1009.71,2,247.59,3,112.19,3,247.59,,,3,,,112.19,,,3,,,,0.00,609.28,270.79,0.00,0.00,1218.56,0.00,0.00,0.00,0.00,10.15,6.77,0.00,0.00,0.00,0.00,101.55,11.17,0.00,0.00,0.00,0.00,,1,5,4,1,1,5,1,1,1,1,2,2,1,1,1,1,4,2,1,1,1,1,,2,,4,,,,8,,10,,,,0.00,30.00,0.00,20.00,0.00,0.00,0.00,30.00,0.00,20.00,0.00,0.00,0.00,3,7,4,4,5,5,5,,5,5,5,,,4,5,,,,,,4,3,4,4,5,5,5,4,5,5,,4,4,3,1,19,,2,3,1,1,1,462.84,,,,462.84
4091,3,3,5,20.0,5,1,3,,,,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,11,3,1,,,,,,,,,,,2,,,1,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,18,,,18,,,11003,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,4,5,5,2,4,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,4,,,,,,,,4,,,,,,,,2017.80,3,849.60,1,403.56,4,169.92,3,403.56,,,4,,,169.92,,,3,,,,0.00,690.30,159.30,0.00,0.00,1168.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1,5,4,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,5,,,,,,,,,,,,,,,,,3,5,5,3,4,3,3,3,3,3,,4,3,3,1,97,,1,4,3,3,1,936.63,,,,936.63
4092,4,4,5,3.0,1,1,3,,,,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,,,,2,,,,2,1,,,,,,,,,,,2,,,1,1,,,,,,,,1,,,,,1,,,,,,2,3,,,,,,,,,,,,,,,18,,,18,3,2,11011,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,6,7,7,2,6,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,6,,,,,,,,6,,,,,,,,3000.00,3,1320.00,2,428.57,4,188.57,3,428.57,,,4,,,188.57,,,3,,,,0.00,700.00,300.00,0.00,0.00,1680.00,0.00,0.00,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,100.00,20.00,0.00,0.00,0.00,0.00,,1,5,4,1,1,5,1,1,1,1,1,4,1,1,1,1,3,2,1,1,1,1,,2,,,,,,,,,,,,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,,,4,,4,5,,,,,,,,,,,,,,4,3,5,5,5,5,5,9,3,5,,4,4,3,1,12,12,1,5,3,4,1,41.34,,,,41.34
4093,1,1,,2.0,1,1,1,7,3,1,5,3,12,,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7,12,3,6,10,3,1,5,,5,10,11,6,1,8,,4,1,,,,,,,,,,,2,,,2,,,,,,6,,,3,2,0,3,2,3,2,0,3,2,1,2,3,,5,,7,8,9,,,12,,,,,,,,,8,7,3,11071,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,6,7,7,2,6,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,6,,,,,,,,6,,,,,,,,1009.20,2,730.80,1,144.17,3,104.40,3,144.17,,,3,,,104.40,,,3,,,,0.00,261.00,87.00,0.00,0.00,278.40,0.00,0.00,0.00,0.00,52.20,52.20,0.00,0.00,17.40,139.20,87.00,34.80,0.00,0.00,0.00,0.00,,1,4,3,1,1,4,1,1,1,1,3,3,1,1,2,4,3,3,1,1,1,1,,2,3,,,,,,,,,,,0.00,40.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,8,2,4,4,4,5,,5,,5,4,3,,,4,,,,,5,4,5,4,4,5,4,4,4,4,,4,4,3,1,9,,2,2,1,1,1,436.16,,,,436.16
4094,1,1,,15.0,4,1,1,1,4,8,1,4,5,,1,2,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,7,1,6,9,3,4,2,6,,,,,7,2,8,,5,1,,,,,6,,8,,,,1,0,0,2,,,,,5,,,,8,7,0,8,7,3,3,0,3,3,1,2,3,4,5,6,7,,,,,,13,,,,,,,,4,3,5,11905,,,,,1,2,3,4,,,,,,,,,,,,,,1,2,3,4,,,,,,,3,1,2,8,9,9,3,8,0,0,0,,,,,,,,,,,,,,9,2,1,1,,,,,,,,,,,,,,8,0,0,0,,,,,,,,,,,,,,9,2,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,8,,,,,,,,8,,,,,,,,1653.00,2,889.94,1,183.67,3,98.88,2,183.67,,,3,,,98.88,,,2,,,,0.00,185.31,218.02,0.00,0.00,763.06,0.00,0.00,0.00,0.00,21.80,10.90,0.00,0.00,15.26,0.00,436.03,2.62,0.00,0.00,0.00,0.00,,1,3,4,1,1,5,1,1,1,1,2,2,1,1,2,1,4,2,1,1,1,1,1,2,,4,5,6,7,,,,,,,10.00,10.00,0.00,20.00,20.00,20.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,5,8,3,5,5,5,5,5,5,5,5,,,,,,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,9,,2,4,1,1,1,366.27,,,,366.27
4095,1,1,,3.0,1,1,2,8,7,9,1,6,10,,7,8,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,1,8,10,2,1,4,,,6,5,1,9,,,,1,,,,,,,,,,,99,2,,,1,1,,,,,,,,1,,,,,1,,,,,1,2,3,,5,6,,,,,,,13,,,,,,,,13,5,6,31500,,,,,1,,,,,,,,,,,12,,,,,,1,,,,,6,,,,,3,1,2,6,7,7,2,3,,,,,,,,,,,3,,,,,,4,,,,,,,,,,,4,,,,,,3,,,,,,,,,,,3,,,,,,4,,,,,,,,,,,4,,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,,,6,,,,,,,,6,,,,,,,,1593.00,2,937.06,1,227.57,3,133.87,3,227.57,,,3,,,133.87,,,3,,,,0.00,124.94,312.35,0.00,0.00,655.94,0.00,0.00,0.00,0.00,31.24,52.06,0.00,0.00,0.00,0.00,312.35,0.00,0.00,104.12,0.00,0.00,,1,3,4,1,1,5,1,1,1,1,3,3,1,1,1,1,4,1,1,4,1,1,1,,,,,,,,,,,,,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,6,,5,5,5,5,,5,5,,,,,,,5,,,,5,3,5,4,5,5,4,5,4,5,,5,5,3,1,12,12,2,3,2,1,1,1659.78,,,,1659.78
4096,5,4,5,7.0,2,1,3,,,,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,4,1,,,,,11,2,1,,,,,,,,,,,2,,,1,1,,,,,,,,1,,,,,1,,,,,,2,3,,,,7,,,,,,,,,,,18,,,18,2,3,11045,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,4,5,5,2,4,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,4,,,,,,,,4,,,,,,,,2060.28,3,785.88,1,412.06,4,157.18,3,412.06,,,4,,,157.18,,,3,,,,0.00,371.70,265.50,0.00,0.00,1274.40,0.00,0.00,0.00,0.00,0.00,95.58,0.00,0.00,0.00,0.00,21.24,31.86,0.00,0.00,0.00,0.00,,1,4,4,1,1,5,1,1,1,1,1,3,1,1,1,1,2,3,1,1,1,1,,2,,,,,,,,,,,,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,,,4,,4,5,,,,5,,,,,,,,,,4,4,5,4,5,5,5,9,4,3,,4,4,3,1,12,12,1,3,3,4,1,374.23,,,,374.23
4097,1,1,,1.0,1,1,1,7,8,,1,6,,,1,8,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,12,7,3,6,5,1,4,3,,5,1,10,1,9,3,,6,1,,,,,,,,,,,2,,,2,,,,,,6,,,2,1,0,2,1,2,1,0,2,1,1,2,,,5,,7,,,,,,,,,,,,,,2,5,7,11001,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,6,7,7,2,6,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,6,,,,,,,,6,,,,,,,,870.00,1,800.40,1,124.29,3,114.34,3,124.29,,,3,,,114.34,,,3,,,,0.00,174.00,174.00,0.00,0.00,69.60,0.00,0.00,0.00,0.00,34.80,34.80,0.00,0.00,0.00,0.00,348.00,34.80,0.00,0.00,0.00,0.00,,1,3,4,1,1,2,1,1,1,1,3,3,1,1,1,1,4,3,1,1,1,1,1,2,,4,,,,,,,,,,50.00,10.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,4,,5,5,5,,,5,,5,,,,,,,,,,5,5,5,5,5,5,4,5,5,5,,5,5,3,1,9,,2,3,1,1,1,606.73,,,,606.73
4098,1,1,,3.0,1,1,3,,,,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,1,5,4,3,,,,1,1,,,,,,,,,,,2,,,2,,,,,,,7,,3,2,0,3,2,3,2,0,3,2,1,2,3,,5,6,,,,,,,,,,,,,,,2,1,5,11021,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,6,7,7,2,6,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,6,,,,,,,,6,,,,,,,,2000.00,2,1088.18,2,285.71,3,155.45,3,285.71,,,3,,,155.45,,,3,,,,0.00,501.00,300.60,0.00,0.00,911.82,0.00,0.00,0.00,0.00,30.06,30.06,0.00,0.00,0.00,0.00,200.40,26.05,0.00,0.00,0.00,0.00,,1,5,4,1,1,5,1,1,1,1,3,3,1,1,1,1,4,2,1,1,1,1,,,,,,6,,,,,,,,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,,,4,4,4,4,,4,5,,,,,,,,,,,4,4,4,5,4,4,4,4,4,4,,4,4,3,1,12,12,1,3,3,1,1,374.23,,,,374.23
4099,2,2,5,7.0,2,1,3,,,,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,1,,,3,,,,5,1,,,,,,,,,,,2,,,2,,,,,,,7,,3,2,0,3,2,3,2,0,3,2,,,,,,,,,,,11,,,,,,,18,,,18,11,,11513,11001,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,4,5,5,2,4,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,4,,,,,,,,4,,,,,,,,2000.00,2,947.37,1,400.00,4,189.47,3,400.00,,,4,,,189.47,,,3,,,,0.00,421.05,263.16,0.00,0.00,1052.63,0.00,0.00,0.00,0.00,10.53,10.53,0.00,0.00,0.00,0.00,210.53,31.58,0.00,0.00,0.00,0.00,,1,4,4,1,1,5,1,1,1,1,2,2,1,1,1,1,4,3,1,1,1,1,1,,,,,,7,,,,,,,50.00,0.00,0.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,3,,,5,,,,,,,,,,,5,,,,,,5,5,5,5,5,5,5,5,5,5,,5,5,3,1,12,12,1,3,3,2,1,92.66,,,,92.66
4100,1,1,,1.0,1,1,2,11,,,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,2,1,3,4,,,,,,,,,,11,5,,,,,,,,,,,99,2,,,1,1,,,,,,,,1,,,,,1,,,,,1,2,3,4,5,,7,,,,11,,,,,,,,,,5,2,1,26500,,,,,,,,,,,,,,,,,13,,,,,,,,,,6,,,,2,,,2,19,20,20,4,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,7,,,,,,,,,,,7,,,,,,,,,19,,,,,,,,19,,1593.00,2,580.05,1,79.65,2,29.00,1,79.65,,,2,,,29.00,,,1,,,,0.00,0.00,213.25,106.63,0.00,1012.95,0.00,0.00,0.00,0.00,106.63,15.99,0.00,0.00,0.00,0.00,106.63,30.92,0.00,0.00,0.00,0.00,,1,1,4,4,1,5,1,1,1,1,4,2,1,1,1,1,4,3,1,1,1,1,,,3,,,6,,,,,,,,0.00,0.00,60.00,0.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6,3,,5,5,5,5,5,5,,5,,,,5,,,,,,5,5,5,5,5,5,5,5,5,5,,5,5,3,1,12,12,2,2,2,1,1,311.20,,,,311.20
