IDX,Q1,RQ1,Q2_1,Q2_2A1,Q2_2A2,Q2_2A3,Q3A1,MQ3A1_60,RQ3A1,Q3A2,MQ3A2_61,RQ3A2,Q3B,Q4A01,Q4A02,Q4A03,Q4A04,Q4A05,Q4A06,Q4A07,Q4A08,Q4A09,Q4A10,Q4A11,Q4A12,Q4A13,Q4A14,Q4A15,Q4A16,Q4A17,Q4K01,Q4K02,Q4K03,Q4K04,Q4K05,Q4K06,Q4K07,Q4K08,MQ5_1T,CQ5_1T,DAY평균,RDAY평균,Q6,Q6_1,Q7A01,Q7A02,Q7A03,Q7A04,Q7A05,Q7A06,Q7A07,Q7A08,Q7A09,Q7A10,Q7A11,Q7A12,D_MON,D_BUN,D_NAT,D_SEX,D_AGE,D_MOK,D_NUM,D_ENT
542.00,5,4.00,2,13,,,150.00,,14,151.00,,13.00,,1.00,2.00,,4.00,,,,,,,,,,,,,,1,2,,4,,,,,8000.00,6.00,,,5,5,2,11,,,,,,,,,,,8.00,3.00,9.00,2.00,40.00,2.00,4.00,
543.00,1,1.00,4,,,,270.00,,14,271.00,,13.00,,1.00,,,4.00,,,,,,,,,13.00,,,,,1,,,4,,6,,,,98.00,,,5,3,1,2,3,10,12,,,,,,,,8.00,3.00,9.00,1.00,20.00,4.00,1.00,
544.00,3,3.00,4,,,,300.00,,14,301.00,,13.00,,1.00,2.00,,,,,,,,,11.00,,,14.00,,,,1,2,,,,6,7,,5808.00,6.00,,,5,5,1,2,3,4,7,11,,,,,,,8.00,3.00,4.00,2.00,20.00,4.00,3.00,
545.00,2,2.00,4,,,,240.00,,14,241.00,,13.00,,1.00,2.00,,,,,,,,,,,,,,,,1,2,,,,,,,4500.00,6.00,,,4,4,2,7,11,12,,,,,,,,,8.00,3.00,9.00,2.00,20.00,4.00,2.00,
546.00,10,4.00,3,,,,53.00,53.00,13,54.00,54.00,11.00,1,,,,,,,,,,10.00,,12.00,,,,,,,,,,,6,,,3041.21,6.00,56.32,1.00,4,3,13,,,,,,,,,,,,8.00,3.00,1.00,1.00,40.00,3.00,4.00,1.00
547.00,3,3.00,4,,,,180.00,,14,181.00,,13.00,,1.00,2.00,3.00,4.00,,,,,,,,,13.00,,,,,1,2,3,4,,6,,,4899.96,6.00,,,5,5,1,2,3,5,6,7,8,10,14,,,,8.00,3.00,1.00,2.00,20.00,4.00,3.00,
548.00,2,2.00,3,,,,40.00,40.00,13,41.00,41.00,11.00,1,,,,,,,,,,,,,,14.00,,,,,,,,,,7,,6100.00,6.00,148.78,2.00,3,3,13,,,,,,,,,,,,8.00,3.00,12.00,1.00,30.00,3.00,2.00,1.00
549.00,10,4.00,3,,,,60.00,60.00,14,61.00,,12.00,1,1.00,,3.00,,,,,,,,,,,,,,,1,,3,,,,,,2732.67,5.00,,,4,4,13,,,,,,,,,,,,8.00,3.00,1.00,1.00,30.00,3.00,4.00,1.00
550.00,2,2.00,4,,,,360.00,,14,361.00,,13.00,,1.00,,3.00,,5.00,,,,,,,12.00,,,,,,1,,3,,5,6,,,9863.39,6.00,,,4,3,1,2,3,4,6,7,8,9,10,14,,,8.00,3.00,9.00,2.00,20.00,4.00,2.00,
551.00,3,3.00,3,,,,60.00,60.00,14,61.00,,12.00,1,1.00,,,4.00,,,,,,,,,,,,,,1,,,4,,,,,,98.00,,,4,2,1,13,,,,,,,,,,,8.00,3.00,12.00,1.00,40.00,3.00,3.00,1.00
552.00,1,1.00,3,,,,90.00,,14,91.00,,13.00,1,1.00,2.00,3.00,,,,,,,,,,,,,,,1,2,3,,,,,,9380.00,6.00,,,5,4,1,2,3,13,,,,,,,,,8.00,3.00,12.00,2.00,30.00,3.00,1.00,1.00
553.00,2,2.00,2,13,,,180.00,,14,181.00,,13.00,,1.00,2.00,,,,,,,,,,,,,,,17.00,1,2,,,,,,8,4109.75,6.00,,,5,5,1,2,3,7,12,,,,,,,,8.00,3.00,12.00,1.00,20.00,2.00,2.00,
554.00,2,2.00,2,13,,,210.00,,14,211.00,,13.00,,1.00,2.00,3.00,4.00,,,,,,,,,,,,,,1,2,3,4,,,,,,98.00,,,4,4,1,3,10,12,,,,,,,,,8.00,3.00,13.00,1.00,30.00,2.00,2.00,
555.00,1,1.00,4,,,,300.00,,14,301.00,,13.00,,1.00,2.00,,4.00,,,,,,,,,13.00,,,,,1,2,,4,,6,,,4931.70,6.00,,,5,3,1,2,3,11,12,14,,,,,,,8.00,3.00,18.00,2.00,20.00,4.00,1.00,
556.00,1,1.00,4,,,,270.00,,14,271.00,,13.00,,1.00,2.00,,,,,,,,,,,,,,,,1,2,,,,,,,5583.00,6.00,,,5,5,11,14,2,,,,,,,,,,8.00,3.00,10.00,2.00,20.00,4.00,1.00,
557.00,2,2.00,3,,,,28.00,28.00,12,29.00,29.00,11.00,1,,2.00,,,,,,,,,,,,,,,,,2,,,,,,,5300.00,6.00,182.76,2.00,4,4,13,,,,,,,,,,,,8.00,3.00,15.00,1.00,30.00,3.00,2.00,1.00
558.00,2,2.00,4,,,,180.00,,14,181.00,,13.00,,1.00,,3.00,,,,,,,,,,13.00,,,,17.00,1,,3,,,6,,8,,98.00,,,5,3,1,2,3,4,14,,,,,,,,8.00,3.00,13.00,2.00,20.00,4.00,2.00,
559.00,10,4.00,3,,,,10.00,10.00,10,11.00,11.00,11.00,2,,,,,,,,,,,,12.00,,,,,,,,,,,6,,,2850.00,5.00,259.09,3.00,3,3,13,,,,,,,,,,,,8.00,3.00,15.00,1.00,40.00,3.00,4.00,2.00
560.00,1,1.00,4,,,,364.00,,14,365.00,,13.00,,1.00,2.00,,,,,,,9.00,,,,13.00,14.00,,,,1,2,,,,6,7,,9863.39,6.00,,,5,1,1,2,3,4,5,6,7,9,10,12,14,,8.00,3.00,15.00,2.00,20.00,4.00,1.00,
561.00,10,4.00,3,,,,30.00,30.00,12,31.00,31.00,11.00,1,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,2712.43,5.00,87.50,1.00,5,4,14,,,,,,,,,,,,8.00,3.00,15.00,1.00,30.00,3.00,4.00,1.00
562.00,5,4.00,3,,,,21.00,21.00,12,22.00,22.00,11.00,2,,,,,5.00,,,,,,,,,,,,,,,,,5,,,,1758.75,4.00,79.94,1.00,5,2,3,13,,,,,,,,,,,8.00,3.00,13.00,1.00,50.00,3.00,4.00,2.00
563.00,10,4.00,3,,,,40.00,40.00,13,41.00,41.00,11.00,1,,2.00,,,,,,,,,,,,,,,,,2,,,,,,,4000.00,6.00,97.56,1.00,4,5,12,,,,,,,,,,,,8.00,3.00,9.00,1.00,50.00,3.00,4.00,1.00
564.00,2,2.00,3,,,,62.00,,14,63.00,,12.00,1,,,,,,,,,,10.00,,,,,,,,,,,,,6,,,2465.85,5.00,,,4,5,13,15,,,,,,,,,,,8.00,3.00,11.00,1.00,30.00,3.00,2.00,1.00
565.00,3,3.00,3,,,,30.00,30.00,12,31.00,31.00,11.00,1,,2.00,,,,,,,,,,,,,,,,,2,,,,,,,2000.00,4.00,64.52,1.00,5,5,13,,,,,,,,,,,,8.00,3.00,9.00,1.00,40.00,3.00,3.00,1.00
566.00,2,2.00,4,,,,155.00,,14,156.00,,13.00,,1.00,,,,,,,,,,,,13.00,,,,,1,,,,,6,,,2465.85,5.00,,,4,5,2,3,4,5,14,,,,,,,,8.00,3.00,97.00,1.00,20.00,4.00,2.00,
567.00,2,2.00,3,,,,42.00,42.00,13,43.00,43.00,11.00,2,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,2300.00,5.00,53.49,1.00,5,5,13,,,,,,,,,,,,8.00,3.00,9.00,1.00,40.00,3.00,2.00,2.00
568.00,2,2.00,3,,,,50.00,50.00,13,51.00,51.00,11.00,1,1.00,2.00,,,,,,,,,,,,,,,,1,2,,,,,,,4400.00,6.00,86.27,1.00,4,3,13,,,,,,,,,,,,8.00,3.00,9.00,1.00,30.00,3.00,2.00,1.00
569.00,2,2.00,4,,,,180.00,,14,181.00,,13.00,,1.00,2.00,,4.00,,,,,,,,,13.00,,,,,1,2,,4,,6,,,9100.00,6.00,,,5,4,1,2,3,4,6,7,10,14,,,,,8.00,3.00,9.00,2.00,20.00,4.00,2.00,
570.00,10,4.00,3,,,,20.00,20.00,11,21.00,21.00,11.00,1,,,,,,,,,,,,,13.00,,,,,,,,,,6,,,1884.60,4.00,89.74,1.00,4,5,13,,,,,,,,,,,,8.00,3.00,1.00,1.00,60.00,3.00,4.00,1.00
571.00,5,4.00,3,,,,50.00,50.00,13,51.00,51.00,11.00,1,,,,,,,,,,10.00,,,,,,,,,,,,,6,,,3957.66,6.00,77.60,1.00,4,4,1,13,,,,,,,,,,,8.00,3.00,1.00,1.00,30.00,3.00,4.00,1.00
572.00,10,4.00,4,,,,270.00,,14,271.00,,13.00,,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,4711.50,6.00,,,5,1,1,2,14,,,,,,,,,,8.00,3.00,1.00,2.00,20.00,4.00,4.00,
573.00,4,4.00,4,,,,180.00,,14,181.00,,13.00,,1.00,,,,5.00,,,,,,,,,,,,,1,,,,5,,,,5842.26,6.00,,,5,4,1,2,14,,,,,,,,,,8.00,3.00,1.00,2.00,20.00,4.00,4.00,
574.00,3,3.00,4,,,,300.00,,14,301.00,,13.00,,1.00,2.00,3.00,4.00,,,,,,,,,13.00,,,,,1,2,3,4,,6,,,,98.00,,,4,4,1,2,3,5,14,,,,,,,,8.00,3.00,1.00,2.00,20.00,4.00,3.00,
575.00,10,4.00,3,,,,30.00,30.00,12,31.00,31.00,11.00,1,,,,,,,,8.00,,,,,,,,,,,,,,5,,,,1978.83,4.00,63.83,1.00,3,3,13,,,,,,,,,,,,8.00,3.00,1.00,1.00,40.00,3.00,4.00,1.00
576.00,4,4.00,3,,,,60.00,60.00,14,61.00,,12.00,1,,,,,,,7.00,,,,,,,,,,,,,,,5,,,,7000.00,6.00,,,4,5,13,2,,,,,,,,,,,8.00,3.00,9.00,1.00,30.00,3.00,4.00,1.00
577.00,1,1.00,2,5,3,1,210.00,,14,211.00,,13.00,,1.00,,3.00,,,,,,,,,,13.00,14.00,,,,1,,3,,,6,7,,9041.44,6.00,,,5,5,1,2,3,5,10,,,,,,,,8.00,3.00,14.00,1.00,20.00,2.00,1.00,
578.00,2,2.00,3,,,,364.00,,14,365.00,,13.00,,1.00,,3.00,,,,,,,,,,13.00,,,,,1,,3,,,6,,,4931.70,6.00,,,5,5,1,2,3,4,5,6,8,9,10,13,14,,8.00,3.00,9.00,2.00,20.00,3.00,2.00,
579.00,1,1.00,2,1,2,3,364.00,,14,365.00,,13.00,,1.00,,,,,,,,,,11.00,,13.00,,,,,1,,,,,6,,,,98.00,,,5,3,1,2,3,,,,,,,,,,8.00,3.00,14.00,2.00,20.00,2.00,1.00,
580.00,1,1.00,3,,,,180.00,,14,181.00,,13.00,,,,,,,,,,,,,,,,15.00,,,,,,,,,7,,1500.00,3.00,,,5,4,13,1,2,,,,,,,,,,8.00,3.00,9.00,2.00,30.00,3.00,1.00,
581.00,1,1.00,2,1,2,3,364.00,,14,365.00,,13.00,,1.00,2.00,,4.00,,,,,9.00,,,,13.00,,15.00,,,1,2,,4,,6,7,,,98.00,,,5,4,1,2,3,,,,,,,,,,8.00,3.00,14.00,1.00,30.00,2.00,1.00,
582.00,2,2.00,3,,,,364.00,,14,365.00,,13.00,,1.00,,,,,,,,,,,12.00,13.00,,,,,1,,,,,6,,,4931.70,6.00,,,5,5,2,3,5,9,12,13,,,,,,,8.00,3.00,10.00,1.00,20.00,3.00,2.00,
583.00,1,1.00,4,,,,29.00,29.00,12,30.00,30.00,11.00,1,,,3.00,,,,,,,,,,,,,,,,,3,,,,,,1726.09,4.00,57.54,1.00,5,5,2,,,,,,,,,,,,8.00,3.00,9.00,2.00,15.00,4.00,1.00,1.00
584.00,2,2.00,4,,,,183.00,,14,184.00,,13.00,,1.00,2.00,,4.00,,,,,,,,,,,,,17.00,1,2,,4,,,,8,10000.00,6.00,,,5,5,3,4,6,10,14,,,,,,,,8.00,3.00,97.00,2.00,20.00,4.00,2.00,
585.00,3,3.00,3,,,,22.00,22.00,12,23.00,23.00,11.00,2,,,3.00,,,,,,,,,12.00,,,,,,,,3,,,6,,,,98.00,,,4,5,5,13,,,,,,,,,,,8.00,3.00,9.00,1.00,40.00,3.00,3.00,2.00
586.00,1,1.00,3,,,,30.00,30.00,12,31.00,31.00,11.00,1,,,,,,,,,,,,,13.00,,,,,,,,,,6,,,5000.00,6.00,161.29,2.00,5,5,2,13,,,,,,,,,,,8.00,3.00,9.00,2.00,30.00,3.00,1.00,1.00
587.00,1,1.00,1,3,4,10,210.00,,14,211.00,,13.00,,,,,,,,,,,,,,13.00,,,,,,,,,,6,,,3000.00,5.00,,,5,4,1,2,4,8,,,,,,,,,8.00,3.00,14.00,2.00,30.00,1.00,1.00,
588.00,1,1.00,1,8,,,116.00,,14,117.00,,13.00,1,1.00,,3.00,,,,,,,,,,,,,,,1,,3,,,,,,8219.49,6.00,,,5,3,11,2,,,,,,,,,,,8.00,3.00,14.00,2.00,40.00,1.00,1.00,1.00
589.00,8,4.00,3,,,,32.00,32.00,13,33.00,33.00,11.00,1,,2.00,,,,,,,,10.00,,,,,,,,,2,,,,6,,,2000.00,4.00,60.61,1.00,5,5,13,,,,,,,,,,,,8.00,3.00,9.00,2.00,40.00,3.00,4.00,1.00
590.00,12,4.00,3,,,,31.00,31.00,13,32.00,32.00,11.00,1,,2.00,,,,,,,,,,,,,,,,,2,,,,,,,2465.85,5.00,77.06,1.00,5,5,13,,,,,,,,,,,,8.00,3.00,9.00,1.00,50.00,3.00,4.00,1.00
591.00,2,2.00,3,,,,90.00,,14,91.00,,13.00,1,,,3.00,,,,,,,,,,,,,,,,,3,,,,,,1643.90,4.00,,,4,4,13,1,2,3,,,,,,,,,8.00,3.00,14.00,2.00,30.00,3.00,2.00,1.00
592.00,1,1.00,6,,,,21.00,21.00,12,22.00,22.00,11.00,1,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,2605.40,5.00,118.43,2.00,5,5,16,,,,,,,,,,,,8.00,3.00,10.00,2.00,40.00,6.00,1.00,1.00
593.00,1,1.00,3,,,,330.00,,14,331.00,,13.00,,1.00,2.00,,4.00,,,,,,,,,,14.00,15.00,,,1,2,,4,,,7,,9863.39,6.00,,,5,5,1,2,3,4,5,6,7,10,12,13,,,8.00,3.00,11.00,2.00,20.00,3.00,1.00,
594.00,1,1.00,4,,,,28.00,28.00,12,29.00,29.00,11.00,1,1.00,,3.00,,,,,,,,,,,,,,,1,,3,,,,,,4000.00,6.00,137.93,2.00,4,5,2,4,14,,,,,,,,,,8.00,3.00,9.00,2.00,20.00,4.00,1.00,1.00
595.00,1,1.00,3,,,,35.00,35.00,13,36.00,36.00,11.00,2,,2.00,,,,,,,,,,,,,,,,,2,,,,,,,2931.25,5.00,81.42,1.00,4,4,13,,,,,,,,,,,,8.00,3.00,13.00,1.00,40.00,3.00,1.00,2.00
596.00,1,1.00,3,,,,30.00,30.00,12,31.00,31.00,11.00,1,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,2500.00,5.00,80.65,1.00,5,4,2,13,,,,,,,,,,,8.00,3.00,9.00,2.00,30.00,3.00,1.00,1.00
597.00,1,1.00,4,,,,180.00,,14,181.00,,13.00,,1.00,,,,,,,,,,,,13.00,,,,17.00,1,,,,,6,,8,3945.36,6.00,,,5,5,1,2,3,4,10,11,14,,,,,,8.00,3.00,97.00,1.00,20.00,4.00,1.00,
598.00,3,3.00,4,,,,180.00,,14,181.00,,13.00,,1.00,2.00,,,,,,,,,,,,,,,,1,2,,,,,,,4109.75,6.00,,,5,3,1,2,7,10,14,,,,,,,,8.00,3.00,7.00,2.00,20.00,4.00,3.00,
599.00,39,4.00,3,,,,85.00,,14,86.00,,12.00,1,,2.00,,,,,,,,,,,,,,,,,2,,,,,,,4711.50,6.00,,,5,5,13,,,,,,,,,,,,8.00,3.00,1.00,1.00,50.00,3.00,4.00,1.00
600.00,30,4.00,3,,,,60.00,60.00,14,61.00,,12.00,1,,,,,,,,,,,,,13.00,14.00,15.00,16.00,,,,,,,6,7,,4334.58,6.00,,,3,3,13,,,,,,,,,,,,8.00,3.00,1.00,1.00,40.00,3.00,4.00,1.00
601.00,10,4.00,3,,,,60.00,60.00,14,61.00,,12.00,1,,,,,,6.00,,,,,,,,,,,,,,,,5,,,,3769.20,6.00,,,5,1,13,2,,,,,,,,,,,8.00,3.00,1.00,1.00,30.00,3.00,4.00,1.00
602.00,5,4.00,2,13,,,90.00,,14,91.00,,13.00,1,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,6124.95,6.00,,,4,4,2,,,,,,,,,,,,8.00,3.00,1.00,2.00,30.00,2.00,4.00,1.00
603.00,4,4.00,4,,,,364.00,,14,365.00,,13.00,,1.00,2.00,,4.00,,,,,,,,,,,,,,1,2,,4,,,,,3674.97,6.00,,,5,5,1,2,5,10,14,,,,,,,,8.00,3.00,1.00,2.00,20.00,4.00,4.00,
604.00,2,2.00,2,13,,,150.00,,14,151.00,,13.00,,,,,,,,,,9.00,,,,,,,,,,,,,,6,,,2054.87,5.00,,,5,5,1,2,,,,,,,,,,,8.00,3.00,17.00,2.00,40.00,2.00,2.00,
605.00,15,4.00,2,13,,,90.00,,14,91.00,,13.00,1,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,3906.60,6.00,,,5,5,2,6,,,,,,,,,,,8.00,3.00,11.00,1.00,20.00,2.00,4.00,1.00
606.00,2,2.00,4,,,,359.00,,14,360.00,,13.00,,1.00,,,,5.00,,,,,,,,,,,,,1,,,,5,,,,5753.65,6.00,,,5,3,2,3,4,14,,,,,,,,,8.00,3.00,97.00,1.00,20.00,4.00,2.00,
607.00,34,4.00,3,,,,21.00,21.00,12,22.00,22.00,11.00,2,,,,,,,,,,,,12.00,,,,,,,,,,,6,,,3287.80,6.00,149.45,2.00,2,3,13,,,,,,,,,,,,8.00,3.00,12.00,1.00,60.00,3.00,4.00,2.00
608.00,3,3.00,2,13,,,215.00,,14,216.00,,13.00,,1.00,2.00,,4.00,,,,,,,,,,,,,,1,2,,4,,,,,4931.70,6.00,,,4,5,1,2,3,8,,,,,,,,,8.00,3.00,2.00,1.00,30.00,2.00,3.00,
609.00,2,2.00,3,,,,132.00,,14,133.00,,13.00,1,1.00,,,,,,7.00,,,,,,,,,,,1,,,,5,,,,4109.75,6.00,,,5,5,2,4,10,13,,,,,,,,,8.00,3.00,2.00,2.00,20.00,3.00,2.00,1.00
610.00,2,2.00,4,,,,180.00,,14,181.00,,13.00,,1.00,2.00,3.00,,,,,,,,,,13.00,,,,17.00,1,2,3,,,6,,8,5500.00,6.00,,,4,4,2,3,4,5,6,8,14,,,,,,8.00,3.00,2.00,1.00,20.00,4.00,2.00,
611.00,1,1.00,4,,,,163.00,,14,164.00,,13.00,,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,6575.59,6.00,,,4,5,2,3,4,5,6,7,8,14,,,,,8.00,3.00,7.00,2.00,20.00,4.00,1.00,
612.00,1,1.00,1,1,5,7,30.00,30.00,12,31.00,31.00,11.00,1,1.00,,,,5.00,,,,,10.00,11.00,,13.00,,,16.00,,1,,,,5,6,7,,1643.90,4.00,53.03,1.00,4,5,1,3,4,,,,,,,,,,8.00,3.00,7.00,1.00,30.00,1.00,1.00,1.00
613.00,1,1.00,4,,,,242.00,,14,243.00,,13.00,,1.00,,,4.00,,,,,,,,,13.00,,,,,1,,,4,,6,,,8522.40,6.00,,,4,5,2,3,5,6,7,10,14,,,,,,8.00,3.00,8.00,2.00,20.00,4.00,1.00,
614.00,2,2.00,4,,,,180.00,,14,181.00,,13.00,,1.00,,,,,,,,,,,,13.00,,,,,1,,,,,6,,,,98.00,,,3,5,2,3,4,6,7,10,14,,,,,,8.00,3.00,4.00,2.00,20.00,4.00,2.00,
615.00,2,2.00,4,,,,219.00,,14,220.00,,13.00,,1.00,,,4.00,,,,,,,,,,,,,,1,,,4,,,,,4931.70,6.00,,,4,4,2,3,4,14,,,,,,,,,8.00,3.00,5.00,2.00,20.00,4.00,2.00,
616.00,1,1.00,3,,,,36.00,36.00,13,37.00,37.00,11.00,1,,2.00,,,,,,,,,,,,,,,,,2,,,,,,,5600.00,6.00,151.35,2.00,4,4,13,,,,,,,,,,,,8.00,3.00,9.00,2.00,30.00,3.00,1.00,1.00
617.00,4,4.00,2,13,,,150.00,,14,151.00,,13.00,1,1.00,2.00,,4.00,,,,,,,,,,,,,,1,2,,4,,,,,3287.80,6.00,,,5,5,1,2,3,10,11,12,,,,,,,8.00,3.00,9.00,2.00,40.00,2.00,4.00,1.00
618.00,3,3.00,4,,,,180.00,,14,181.00,,13.00,,1.00,2.00,,,,,,,,,,,,,,,,1,2,,,,,,,4438.53,6.00,,,4,4,1,2,4,11,14,,,,,,,,8.00,3.00,2.00,2.00,20.00,4.00,3.00,
619.00,1,1.00,2,13,,,210.00,,14,211.00,,13.00,,,,,4.00,,,,,,,,,,,,,,,,,4,,,,,2876.82,5.00,,,5,5,2,3,,,,,,,,,,,8.00,3.00,6.00,2.00,20.00,2.00,1.00,
620.00,1,1.00,4,,,,180.00,,14,181.00,,13.00,,1.00,,,,,6.00,7.00,,,,,,,,,,,1,,,,5,,,,5955.20,6.00,,,4,3,1,2,3,7,14,,,,,,,,8.00,3.00,10.00,2.00,20.00,4.00,1.00,
621.00,2,2.00,2,13,,,35.00,35.00,13,36.00,36.00,11.00,1,,,3.00,,,,,,,,,,,,,,,,,3,,,,,,6000.00,6.00,166.67,2.00,5,5,16,,,,,,,,,,,,8.00,3.00,9.00,2.00,50.00,2.00,2.00,1.00
622.00,10,4.00,4,,,,364.00,,14,365.00,,13.00,,1.00,,,,,,,,,,,,13.00,,,,,1,,,,,6,,,5653.80,6.00,,,4,5,1,2,3,4,6,7,10,,,,,,8.00,3.00,1.00,2.00,20.00,4.00,4.00,
623.00,4,4.00,3,,,,180.00,,14,181.00,,13.00,,1.00,2.00,,,,,,,,,,,,,,,,1,2,,,,,,,8219.49,6.00,,,5,5,2,13,,,,,,,,,,,8.00,3.00,2.00,2.00,30.00,3.00,4.00,
624.00,3,3.00,4,,,,180.00,,14,181.00,,13.00,,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,3698.77,6.00,,,4,4,2,14,10,,,,,,,,,,8.00,3.00,1.00,2.00,20.00,4.00,3.00,
625.00,10,4.00,3,,,,14.00,14.00,11,15.00,15.00,11.00,2,,,,,,,,,,,,,13.00,,,,,,,,,,6,,,2544.21,5.00,169.61,2.00,4,4,13,,,,,,,,,,,,8.00,3.00,1.00,1.00,50.00,3.00,4.00,2.00
626.00,2,2.00,4,,,,300.00,,14,301.00,,13.00,,1.00,,,,5.00,,,,,,,,,,,,,1,,,,5,,,,,98.00,,,4,2,1,2,3,4,5,6,7,8,9,10,11,14,8.00,3.00,2.00,2.00,20.00,4.00,2.00,
627.00,5,4.00,2,13,,,90.00,,14,91.00,,13.00,1,,,,,,,,,9.00,,,,,,,,,,,,,,6,,,5000.00,6.00,,,5,5,2,,,,,,,,,,,,8.00,3.00,9.00,2.00,60.00,2.00,4.00,1.00
628.00,2,2.00,2,13,,,180.00,,14,181.00,,13.00,,,,,,,,,,,,,,,14.00,,,,,,,,,,7,,2054.87,5.00,,,5,5,2,,,,,,,,,,,,8.00,3.00,17.00,2.00,30.00,2.00,2.00,
629.00,2,2.00,3,,,,45.00,45.00,13,46.00,46.00,11.00,1,1.00,2.00,,,,,,,,,,,,,,,,1,2,,,,,,,6300.00,6.00,136.96,2.00,3,3,14,15,,,,,,,,,,,8.00,3.00,9.00,1.00,40.00,3.00,2.00,1.00
630.00,3,3.00,3,,,,70.00,,14,71.00,,12.00,1,1.00,2.00,3.00,,,,,,,,,,,,,,,1,2,3,,,,,,8000.00,6.00,,,4,3,1,3,13,,,,,,,,,,9.00,3.00,9.00,1.00,40.00,3.00,3.00,1.00
631.00,1,1.00,4,,,,180.00,,14,181.00,,13.00,,1.00,,,,,,,,,,,,13.00,,,,17.00,1,,,,,6,,8,7466.22,6.00,,,5,4,2,3,10,11,14,,,,,,,,9.00,3.00,97.00,2.00,20.00,4.00,1.00,
632.00,5,4.00,3,,,,60.00,60.00,14,61.00,,12.00,1,,,,4.00,,,,,,,,,,,,,,,,,4,,,,,5392.80,6.00,,,4,4,13,,,,,,,,,,,,9.00,3.00,12.00,1.00,40.00,3.00,4.00,1.00
633.00,2,2.00,2,13,,,150.00,,14,151.00,,13.00,1,1.00,2.00,,,5.00,,,,,,,,,,,,,1,2,,,5,,,,6636.64,6.00,,,5,5,3,1,2,,,,,,,,,,9.00,3.00,9.00,1.00,20.00,2.00,2.00,1.00
634.00,1,1.00,3,,,,30.00,30.00,12,31.00,31.00,11.00,1,,,,,,,,,,,,12.00,,,,,,,,,,,6,,,5992.00,6.00,193.29,2.00,4,3,13,,,,,,,,,,,,9.00,3.00,12.00,2.00,40.00,3.00,1.00,1.00
635.00,3,3.00,4,,,,180.00,,14,181.00,,13.00,,,,,,,,,,,,,12.00,,,,,,,,,,,6,,,6636.64,6.00,,,5,5,14,2,3,11,,,,,,,,,9.00,3.00,2.00,2.00,20.00,4.00,3.00,
636.00,2,2.00,3,,,,30.00,30.00,12,31.00,31.00,11.00,1,1.00,,3.00,,,,,,,,,,,,,,,1,,3,,,,,,3733.11,6.00,120.42,2.00,4,4,13,,,,,,,,,,,,9.00,3.00,17.00,1.00,40.00,3.00,2.00,1.00
637.00,3,3.00,2,13,,,120.00,,14,121.00,,13.00,1,,,,4.00,,,,,,,,,,,,,,,,,4,,,,,5392.27,6.00,,,5,5,2,3,,,,,,,,,,,9.00,3.00,6.00,2.00,30.00,2.00,3.00,1.00
638.00,1,1.00,3,,,,360.00,,14,361.00,,13.00,,,,,,,,,,,,,,,14.00,,,,,,,,,,7,,5152.00,6.00,,,4,3,13,1,3,,,,,,,,,,9.00,3.00,6.00,2.00,40.00,3.00,1.00,
639.00,15,4.00,3,,,,45.00,45.00,13,46.00,46.00,11.00,1,,,3.00,,,,,,,,,,13.00,,,,,,,3,,,6,,,6000.00,6.00,130.43,2.00,4,4,13,,,,,,,,,,,,9.00,3.00,9.00,1.00,50.00,3.00,4.00,1.00
640.00,5,4.00,3,,,,30.00,30.00,12,31.00,31.00,11.00,1,,,3.00,4.00,,,,,,,,,,,,,,,,3,4,,,,,5000.00,6.00,161.29,2.00,5,3,2,13,,,,,,,,,,,9.00,3.00,9.00,2.00,40.00,3.00,4.00,1.00
641.00,2,2.00,4,,,,180.00,,14,181.00,,13.00,1,1.00,2.00,,4.00,,,,,,,,,,,,,,1,2,,4,,,,,7051.43,6.00,,,4,2,1,2,10,11,14,,,,,,,,9.00,3.00,2.00,2.00,20.00,4.00,2.00,1.00
642.00,10,4.00,3,,,,30.00,30.00,12,31.00,31.00,11.00,1,,,,,5.00,,,,,,,,,,,,,,,,,5,,,,3779.20,6.00,121.91,2.00,3,3,2,13,,,,,,,,,,,9.00,3.00,1.00,1.00,40.00,3.00,4.00,1.00
643.00,4,4.00,4,,,,300.00,,14,301.00,,13.00,,1.00,2.00,3.00,4.00,,,,,,,,,13.00,,,,,1,2,3,4,,6,,,5668.80,6.00,,,4,4,1,2,,,,,,,,,,,9.00,3.00,1.00,2.00,20.00,4.00,4.00,
644.00,10,4.00,3,,,,80.00,,14,81.00,,12.00,1,,2.00,,,,,,,,,,,,,,,,,2,,,,,,,,98.00,,,3,3,2,13,10,,,,,,,,,,9.00,3.00,1.00,1.00,40.00,3.00,4.00,1.00
