pnid,MVIT,RVIT,XRVIT,TYP,Q1,Q1_1a1,Q1_1a2,Q1_1a3,Q2a1,Q2a2,Q2a3,Q2a_dk,Q2_1a1,Q2_1a2,Q2_1a3,Q3_1a1,Q3_1a2,Q3_1a3,Q3_2a1,Q3_2a2,Q3_2a3,Q4a1,Q4a2,Q4a3,Q4a_dk,Q4_1a1,Q4_1a2,Q4_1a3,Q4_2a1,Q4_2a2,Q4_2a3,Q4_2a_dk,Q5,Q5_1a01,Q5_1a02,Q5_1a03,Q5_1a04,Q5_1a05,Q5_1a06,Q5_1a07,Q5_1a08,Q5_1a09,Q5_1a10,Q5_1a99,Q7A,Q7a_dk,Q7a2,Q7a3,Q7a4,Q7a5,Q7a6,Q7a7,Q7a8,MQ7_1,MQ7_1제외,MQ7_2,MQ7_1$15제외,MQ7_1제외$15제외,RQ7_1,RQ7_1제외,RQ7_2,RQ7_1$15제외,RQ7_1제외$15제외,Q8a01,Q8a02,Q8a03,Q8a04,Q8a05,Q8a06,Q8a07,Q8a08,Q8a09,Q8a10,Q8a11,Q8a12,Q8a13,Q8a14,Q8a15,Q8a16,Q8a17,Q8a18,Q8a19,Q8_1a1,Q8_1a2,Q8_1a3,Q9_1_1,Q9_1_2,Q9_1_3,Q9_1_4,Q9_1_5,Q9_2a01,Q9_2a02,Q9_2a03,Q9_2a04,Q9_2a05,Q9_2a06,Q9_2a07,Q9_2a08,Q9_2a09,Q9_2a10,Q9_2a11,Q9_2a12,Q9_2a13,Q9_2a14,Q9_2a15,Q9_2a16,Q9_2a17,KWON1,KWON2,KWON3,KWON4,KWON5,KWON6,KWON7,KWON8,KWONA1,KWONA2,KWONA3,KWONB1,KWONB2,M박HAP,M일HAP,M일HAP_61,R1일HAP,서울박TOT,경기박TOT,인천박TOT,강원박TOT,대전박TOT,충북박TOT,충남박TOT,세종박TOT,경북박TOT,경남박TOT,대구박TOT,울산박TOT,부산박TOT,광주박TOT,전북박TOT,전남박TOT,제주박TOT,서울일TOT,경기일TOT,인천일TOT,강원일TOT,대전일TOT,충북일TOT,충남일TOT,세종일TOT,경북일TOT,경남일TOT,대구일TOT,울산일TOT,부산일TOT,광주일TOT,전북일TOT,전남일TOT,제주일TOT,서울박60,경기박60,인천박60,강원박60,대전박60,충북박60,충남박60,세종박60,경북박60,경남박60,대구박60,울산박60,부산박60,광주박60,전북박60,전남박60,제주박60,서울일61,경기일61,인천일61,강원일61,대전일61,충북일61,충남일61,세종일61,경북일61,경남일61,대구일61,울산일61,부산일61,광주일61,전북일61,전남일61,제주일61,Q9_5A1,Q9_5A2,Q9_5A3,Q9_5A4,Q9_5A5,Q9_5A6,Q9_5A7,Q9_5A8,Q9_5A9,호텔숙박,모텔숙박,콘도숙박,게스숙박,민박숙박,학교숙박,친척숙박,기타숙박,호텔숙박60,모텔숙박60,콘도숙박60,게스숙박60,민박숙박60,학교숙박60,친척숙박60,기타숙박60,총액1인MIS,총액1인TOT2,총액1인MIS_개별국제교통비제외,총액1인TOT항공제외2,C총액1인MIS,C총액1인TOT2,C총액1인MIS_개별국제교통비제외,C총액1인TOT항공제외2,MDAY전체,MDAY전체TOT_RAW2,MDAY전체TOT_RAW61,MDAY전체_개별국제교통비제외,MDAY전체TOT_RAW61항공제외2,RDAY전체,RDAY전체TOT_RAW2,RDAY전체TOT_RAW61,RDAY전체_개별국제교통비제외,RDAY전체TOT_RAW61항공제외2,MDAY개별대체,MDAY에어대체,MDAY단체대체,MDAY개별61대체,MDAY에어61대체,MDAY단체61대체,MDAY개별61항공제외대체,MDAY에어61항공제외대체,MDAY단체61항공제외대체,RDAY개별대체,RDAY에어대체,RDAY단체대체,RDAY개별61대체,RDAY에어61대체,RDAY단체61대체,RDAY개별61항공제외대체,RDAY에어61항공제외대체,RDAY단체61항공제외대체,여행사1인대체,가이드1인대체,숙박비1인대체,음식점1인대체,식음료1인대체,국제한국1인대체,국제국외1인대체,국제수상1인대체,한국한국1인대체,한국국외1인대체,한국수상1인대체,한국철도1인대체,한국도로1인대체,대여서1인대체,유류비1인대체,문화서1인대체,오락및1인대체,쇼핑비1인대체,데이터1인대체,치료및1인대체,미용서1인대체,기타비1인대체,C여행사1인대체,C가이드1인대체,C숙박비1인대체,C음식점1인대체,C식음료1인대체,C국제한국1인대체,C국제국외1인대체,C국제수상1인대체,C한국한국1인대체,C한국국외1인대체,C한국수상1인대체,C한국철도1인대체,C한국도로1인대체,C대여서1인대체,C유류비1인대체,C문화서1인대체,C오락및1인대체,C쇼핑비1인대체,C데이터1인대체,C치료및1인대체,C미용서1인대체,C기타비1인대체,Q10_2a01,Q10_2a02,Q10_2a03,Q10_2a04,Q10_2a05,Q10_2a06,Q10_2a07,Q10_2a08,Q10_2a09,Q10_2a10,Q10_2a11,Q10_2a12,Q10_2a13,MQ10_2b01,MQ10_2b02,MQ10_2b03,MQ10_2b04,MQ10_2b05,MQ10_2b06,MQ10_2b07,MQ10_2b08,MQ10_2b09,MQ10_2b10,MQ10_2b11,MQ10_2b12,MQ10_2b13,Q10_3a1,Q10_3a2,Q10_3a3,Q11,Q12a01,Q12a02,Q12a03,Q12a04,Q12a05,Q12a06,Q12a07,Q12a08,Q12a09,Q12a10,Q12a11,Q12a12,Q12a13,Q12a14,Q12a15,Q12a16,Q12a17,Q12a18,Q12a19,Q12a20,Q12a21,Q12a22,Q12a23,Q12a24,Q12a25,Q12a26,Q13,Q14,D_MON,D_BUN,D_NAT,D_SEX,D_AGE,D_MOK,D_NUM,D_GUB,weight
17686.0,1.00,1.00,,1,1,6,4,,1,,,,5,2,,3,1,,3,7,1,1,,,,4,6,,,,,11,4,1,,,,,,,,,,,2.00,,2,,4,,,,,3.00,2.00,1.00,2.00,1.00,3.00,2.00,1.00,2.00,1.00,1,2,3,,,,,,,,11,,,,,,,,,3,1,2,50005.0,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,8.00,,2.00,,,2.00,5.00,6.00,6.00,2.00,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,6.00,1.00,,,,,,,,,5.00,,,,,,,,5.00,,,,,,,,828.71,828.71,669.34,669.34,1.00,1.00,1.00,1.00,138.12,138.12,138.12,111.56,111.56,3.00,3.00,3.00,3.00,3.00,138.12,,,138.12,,,111.56,,,3.00,,,3.00,,,3.00,,,0.00,0.00,182.13,250.43,0.00,0.00,159.37,0.00,0.00,0.00,0.00,0.00,0.00,136.60,0.00,0.00,0.00,91.07,9.11,0.00,0.00,0.00,1.00,1.00,3.00,4.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,1.00,1.00,1.00,3.00,2.00,1.00,1.00,1.00,1,2,,,,,,,9,,,,,40.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,6,2,7,5,5,4,5,,,,,,,,5,,,,,5,4,5,4,4,4,4,4,4,4,,5,5,10.00,4.00,1.00,2.00,3.00,1.00,1.00,1.00,1523.08
17687.0,2.00,2.00,5.00,1,3,,,,,,,15,,,,,,,,,,,,,9,,,,,,,11,1,,,,,,,,,,,,1.00,1,,,,,,,,1.00,,,,,1.00,,,,,1,2,,,,,,,,,,,,,,,17,,,17,1,2,99999.0,,,,,1,,,,,,,,,,,,,,,,,1.00,,,,,,,,1.00,,,1.00,,4.00,5.00,5.00,2.00,4.00,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,1.00,,,,,,,,,4.00,,,,,,,,4.00,,,,,,,,1693.84,1693.84,1502.60,1502.60,2.00,2.00,2.00,2.00,338.77,338.77,338.77,300.52,300.52,4.00,4.00,4.00,4.00,4.00,338.77,,,338.77,,,300.52,,,4.00,,,4.00,,,4.00,,,0.00,0.00,232.22,54.64,0.00,191.24,0.00,0.00,0.00,0.00,0.00,0.00,95.62,0.00,0.00,0.00,0.00,368.82,0.00,0.00,0.00,751.30,1.00,1.00,4.00,3.00,1.00,4.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,4.00,1.00,1.00,1.00,4.00,,2,3,,,,,8,9,,,,,0.00,15.00,15.00,0.00,0.00,0.00,0.00,30.00,40.00,0.00,0.00,0.00,0.00,1,7,,5,5,5,,,,,,,,,,,,,,5,5,4,4,5,5,5,9,5,5,,5,5,10.00,4.00,1.00,1.00,5.00,3.00,2.00,1.00,2745.82
17688.0,1.00,1.00,,1,1,7,8,9,7,1,5,,9,,,4,5,11,4,10,6,1,5,,,5,4,1,7,1,2,,7,1,2,,4,,,,,,,,2.00,,,,4,,,,,3.00,2.00,2.00,1.00,0.00,3.00,2.00,2.00,1.00,0.00,1,2,,4,5,,,,,,11,12,,,,,,,,12,5,4,11012.0,,,,,1,,,,,,,,,,,,13,,,,,1.00,,,,,6.00,,,,,3.00,1.00,2.00,10.00,11.00,11.00,4.00,8.00,,,,,,,,,,,,2.00,,,,,9.00,,,,,,,,,,,,3.00,,,,,8.00,,,,,,,,,,,,2.00,,,,,9.00,,,,,,,,,,,,3.00,,,,,1.00,,,,,,,,,10.00,,,,,,,,10.00,,,,,,,,1726.32,1726.32,605.79,605.79,2.00,2.00,1.00,1.00,156.94,156.94,156.94,55.07,55.07,3.00,3.00,3.00,2.00,2.00,156.94,,,156.94,,,55.07,,,3.00,,,3.00,,,2.00,,,0.00,0.00,210.10,105.05,0.00,0.00,1120.53,0.00,0.00,0.00,0.00,98.05,70.03,0.00,0.00,0.00,52.53,70.03,0.00,0.00,0.00,0.00,1.00,1.00,4.00,4.00,1.00,1.00,5.00,1.00,1.00,1.00,1.00,3.00,3.00,1.00,1.00,1.00,3.00,3.00,1.00,1.00,1.00,1.00,1,2,3,,5,,,,,,11,,,20.00,10.00,45.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,3,,,5,5,5,,5,5,,,,,,5,5,,,,5,5,5,5,5,5,4,5,4,5,,4,5,10.00,4.00,19.00,2.00,3.00,1.00,1.00,1.00,355.01
17690.0,30.00,4.00,5.00,1,3,,,,5,10,12,,2,,,,,,,,,1,,,,8,6,10,3,5,4,,3,1,,,,,,,,,,,1.00,1,,,,,,,,1.00,,,,,1.00,,,,,,,,,,,,,,,,,,,,,17,,,17,,,11003.0,,,,,1,,,,,,,,,,,,,,,,,1.00,,,,,,,,1.00,,,1.00,,3.00,4.00,4.00,2.00,3.00,,,,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,,,,,1.00,,,,,,,,,3.00,,,,,,,,3.00,,,,,,,,2269.99,2269.99,1905.82,1905.82,3.00,3.00,2.00,2.00,567.50,567.50,567.50,476.46,476.46,5.00,5.00,5.00,4.00,4.00,567.50,,,567.50,,,476.46,,,5.00,,,5.00,,,4.00,,,0.00,0.00,849.73,606.95,0.00,0.00,364.17,0.00,0.00,0.00,0.00,0.00,84.97,0.00,0.00,0.00,0.00,364.17,0.00,0.00,0.00,0.00,1.00,1.00,5.00,4.00,1.00,1.00,4.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,4.00,1.00,1.00,1.00,1.00,1,,,,,,,,,,,,,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,,,5,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,,5,5,10.00,4.00,16.00,1.00,4.00,3.00,4.00,1.00,669.70
17691.0,1.00,1.00,,1,1,8,1,7,1,4,3,,2,8,1,1,2,4,8,2,9,5,1,,,1,4,11,7,1,6,,6,1,,,,,,,,,,,2.00,,2,,,,,,,2.00,1.00,0.00,2.00,1.00,2.00,1.00,0.00,2.00,1.00,1,,,4,,,,,9,,,,,,,,,,,1,4,9,11005.0,,,,,1,,,,,,,,,,,,,,,,,1.00,,,,,,,,1.00,,,1.00,,6.00,7.00,7.00,2.00,6.00,,,,,,,,,,,,,,,,,7.00,,,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,,7.00,,,,,,,,,,,,,,,,,1.00,,,,,,,,,6.00,,,,,,,,6.00,,,,,,,,1486.46,1486.46,435.96,435.96,2.00,2.00,1.00,1.00,212.35,212.35,212.35,62.28,62.28,3.00,3.00,3.00,2.00,2.00,212.35,,,212.35,,,62.28,,,3.00,,,3.00,,,2.00,,,0.00,0.00,157.58,105.05,52.53,1050.50,0.00,0.00,0.00,0.00,0.00,15.76,0.00,0.00,0.00,0.00,0.00,105.05,0.00,0.00,0.00,0.00,1.00,1.00,3.00,4.00,3.00,4.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,4.00,1.00,1.00,1.00,1.00,,,3,,,6,,,,10,,,,0.00,0.00,20.00,0.00,0.00,40.00,0.00,0.00,0.00,40.00,0.00,0.00,0.00,5,6,,4,5,,,5,,,,,4,,,,,,,3,4,5,4,4,5,4,5,3,3,,3,4,10.00,4.00,19.00,1.00,3.00,1.00,1.00,1.00,184.82
17692.0,2.00,2.00,5.00,1,1,4,10,,3,1,6,,7,2,,3,1,2,4,3,6,1,4,,,6,4,10,1,6,3,,5,1,,3,,,,,,,,,2.00,,,3,,5,,,,5.00,4.00,0.00,5.00,4.00,3.00,3.00,0.00,3.00,3.00,1,2,3,4,,,7,,,,,,,,,,,,,3,2,1,50923.0,50903.0,,,,,,,,,,,,,,,,,,,,17,,,,,,,,8.00,,2.00,,,2.00,5.00,6.00,6.00,2.00,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,6.00,1.00,,,,,,,,,5.00,,,,,,,,5.00,,,,,,,,887.05,887.05,594.86,594.86,1.00,1.00,1.00,1.00,147.84,147.84,147.84,99.14,99.14,3.00,3.00,3.00,2.00,2.00,147.84,,,147.84,,,99.14,,,3.00,,,3.00,,,2.00,,,0.00,0.00,189.54,145.80,29.16,292.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69.98,14.58,0.00,0.00,145.80,0.00,0.00,0.00,0.00,1.00,1.00,3.00,4.00,2.00,4.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,2.00,1.00,1.00,4.00,1.00,1.00,1.00,1.00,1,2,3,,,,7,,,,,,,20.00,30.00,30.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,7,5,6,4,4,4,4,4,,,4,,,,,,,,,4,3,4,4,4,4,4,4,4,4,,5,5,10.00,4.00,10.00,2.00,5.00,1.00,2.00,1.00,708.79
17693.0,1.00,1.00,,1,1,3,1,9,12,6,,,1,4,,1,6,4,3,4,6,1,4,,,4,2,5,8,4,,,5,1,2,,4,,,,8,,,,2.00,,,,,,6,,,2.00,1.00,0.00,2.00,1.00,2.00,1.00,0.00,2.00,1.00,1,2,,4,,6,,,,,,,,,,16,,,,1,4,6,11075.0,,,,,1,,,,,,,,,,,,,,,,,1.00,,,,,,,,1.00,,,1.00,,8.00,9.00,9.00,3.00,8.00,,,,,,,,,,,,,,,,,9.00,,,,,,,,,,,,,,,,,8.00,,,,,,,,,,,,,,,,,9.00,,,,,,,,,,,,,,,,,,,,4.00,,,,,,,,,8.00,,,,,,,,8.00,,,,,1603.39,1603.39,812.76,812.76,2.00,2.00,1.00,1.00,178.15,178.15,178.15,90.31,90.31,3.00,3.00,3.00,2.00,2.00,178.15,,,178.15,,,90.31,,,3.00,,,3.00,,,2.00,,,0.00,0.00,246.68,158.13,0.00,0.00,790.63,0.00,0.00,0.00,0.00,63.25,0.00,0.00,0.00,9.49,0.00,316.25,18.98,0.00,0.00,0.00,1.00,1.00,4.00,4.00,1.00,1.00,5.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,1.00,2.00,1.00,4.00,2.00,1.00,1.00,1.00,1,,3,,5,6,,,,,,,,70.00,0.00,20.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4,5,,4,5,3,,4,,4,,,,,,,,,,4,5,5,3,5,5,5,4,5,4,,4,5,10.00,4.00,15.00,2.00,2.00,1.00,1.00,1.00,214.04
17694.0,5.00,4.00,5.00,1,1,9,2,10,1,5,7,,9,10,,7,1,4,6,5,3,1,3,7,,6,11,,4,3,,,4,1,,,,,,,,,,,2.00,,2,,4,,,,,3.00,2.00,0.00,3.00,2.00,3.00,2.00,0.00,3.00,2.00,1,2,3,,,,,,,,,,,,,,,,,2,1,3,11001.0,11002.0,,,,1,,,,,,,,,,,,,,,,,1.00,,,,,,,,1.00,,,1.00,,3.00,4.00,4.00,2.00,3.00,,,,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,,,,,1.00,,,,,,,,,3.00,,,,,,,,3.00,,,,,,,,880.28,880.28,624.88,624.88,1.00,1.00,1.00,1.00,220.07,220.07,220.07,156.22,156.22,3.00,3.00,3.00,3.00,3.00,220.07,,,220.07,,,156.22,,,3.00,,,3.00,,,3.00,,,0.00,0.00,170.27,212.83,0.00,0.00,255.40,0.00,0.00,0.00,0.00,0.00,21.28,0.00,0.00,0.00,0.00,212.83,7.66,0.00,0.00,0.00,1.00,1.00,3.00,4.00,1.00,1.00,4.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,4.00,2.00,1.00,1.00,1.00,1,2,3,,,,,,,,,,,20.00,10.00,70.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,4,6,5,5,4,5,,,,,,,,,,,,,5,4,5,4,5,5,5,5,5,4,,5,5,10.00,4.00,5.00,1.00,5.00,1.00,4.00,1.00,686.77
17696.0,1.00,1.00,,1,1,1,7,8,6,10,1,,1,4,3,11,7,4,8,3,6,1,4,3,,2,6,7,,,,11,6,1,,,,5,6,7,8,,,,2.00,,,,,,6,,,2.00,1.00,0.00,2.00,1.00,2.00,1.00,0.00,2.00,1.00,,,,,,6,7,,,,11,,,,,,,,,11,7,6,42001.0,11077.0,,,,1,,,4,,,,,,,,,,,,,,1.00,,,4.00,,,,,,,3.00,1.00,2.00,7.00,8.00,8.00,3.00,7.00,,,0.00,,,,,,,,,,,,,,8.00,,,1.00,,,,,,,,,,,,,,7.00,,,0.00,,,,,,,,,,,,,,8.00,,,1.00,,,,,,,,,,,,,,,,,4.00,,,,,,,,,7.00,,,,,,,,7.00,,,,,1230.98,1230.98,660.20,660.20,2.00,2.00,1.00,1.00,153.87,153.87,153.87,82.53,82.53,3.00,3.00,3.00,2.00,2.00,153.87,,,153.87,,,82.53,,,3.00,,,3.00,,,2.00,,,0.00,0.00,221.97,147.98,0.00,0.00,570.78,0.00,0.00,0.00,0.00,52.85,0.00,0.00,0.00,22.83,0.00,190.26,24.31,0.00,0.00,0.00,1.00,1.00,4.00,4.00,1.00,1.00,5.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,1.00,2.00,1.00,4.00,2.00,1.00,1.00,1.00,1,,3,,,,,,,10,,,,50.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,5,3,4,5,,,,,,5,5,,,,5,,,,,5,5,5,5,5,5,5,5,5,5,,5,5,10.00,4.00,8.00,2.00,2.00,1.00,1.00,1.00,508.37
17697.0,1.00,1.00,,1,1,7,8,1,,,,15,,,,5,2,4,3,1,5,1,,,,6,5,7,6,2,9,,6,1,,,,,,,,,,,2.00,,2,,,,,,,2.00,1.00,0.00,2.00,1.00,2.00,1.00,0.00,2.00,1.00,,2,,4,5,,,,,,,,,,,,,,,4,2,5,11012.0,,,,,1,,,,,,,,,,,,,,,,,1.00,,,,,,,,1.00,,,1.00,,7.00,8.00,8.00,3.00,7.00,,,,,,,,,,,,,,,,,8.00,,,,,,,,,,,,,,,,,7.00,,,,,,,,,,,,,,,,,8.00,,,,,,,,,,,,,,,,,1.00,,,,,,,,,7.00,,,,,,,,7.00,,,,,,,,2437.16,2437.16,1124.04,1124.03,3.00,3.00,2.00,2.00,304.65,304.65,304.65,140.50,140.50,4.00,4.00,4.00,3.00,3.00,304.65,,,304.65,,,140.50,,,4.00,,,4.00,,,3.00,,,0.00,0.00,315.15,157.58,0.00,1313.13,0.00,0.00,0.00,0.00,0.00,26.26,0.00,0.00,0.00,15.76,52.53,525.25,31.52,0.00,0.00,0.00,1.00,1.00,4.00,4.00,1.00,4.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,2.00,3.00,4.00,3.00,1.00,1.00,1.00,1,2,3,,,6,,,,10,11,,,15.00,15.00,20.00,0.00,0.00,10.00,0.00,0.00,0.00,25.00,15.00,0.00,0.00,6,4,7,5,,5,,5,5,,,,,,,,,,,5,4,5,4,5,4,4,4,5,5,,4,5,10.00,4.00,19.00,2.00,2.00,1.00,1.00,1.00,147.00
17698.0,2.00,2.00,5.00,1,1,2,8,7,2,,,,8,7,,4,3,6,3,10,6,1,3,5,,6,1,4,,,,11,6,1,,,4,,,,,,,,2.00,,2,,4,,,,,3.00,2.00,0.00,3.00,2.00,3.00,2.00,0.00,3.00,2.00,1,2,3,4,,6,,,9,,,,,,,,,,,4,6,9,41002.0,,,,,1,2,,,,,,,,,,,,,,,,1.00,2.00,,,,,,,1.00,,,1.00,,7.00,8.00,8.00,3.00,7.00,0.00,,,,,,,,,,,,,,,,8.00,2.00,,,,,,,,,,,,,,,,7.00,0.00,,,,,,,,,,,,,,,,8.00,2.00,,,,,,,,,,,,,,,,1.00,,,,,,,,,7.00,,,,,,,,7.00,,,,,,,,2490.04,2490.04,914.29,914.29,3.00,3.00,1.00,1.00,311.25,311.25,311.25,114.29,114.29,4.00,4.00,4.00,3.00,3.00,311.25,,,311.25,,,114.29,,,4.00,,,4.00,,,3.00,,,0.00,0.00,350.17,140.07,0.00,1575.75,0.00,0.00,0.00,0.00,0.00,17.51,14.01,0.00,0.00,105.05,0.00,280.13,7.35,0.00,0.00,0.00,1.00,1.00,4.00,4.00,1.00,4.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,1.00,1.00,4.00,1.00,4.00,2.00,1.00,1.00,1.00,1,,3,,,,,,,10,,,,30.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,0.00,0.00,0.00,4,3,,5,5,5,5,5,,5,,,5,,,,,,,4,4,5,4,4,5,5,9,5,5,,5,5,10.00,4.00,19.00,1.00,4.00,1.00,2.00,1.00,434.43
17700.0,1.00,1.00,,1,3,,,,6,5,12,,8,,,,,,,,,1,,,,6,,,1,6,3,,1,,,,,,,,,,10,,2.00,,,3,4,,,,,4.00,3.00,2.00,2.00,1.00,3.00,3.00,2.00,2.00,1.00,,,3,,,6,,,,,11,12,13,,,,,,,13,,,11903.0,,,,,1,,,,,,,,,,,,,,,,,1.00,,,,,,,,1.00,,,1.00,,5.00,6.00,6.00,2.00,5.00,,,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,5.00,,,,,,,,5.00,,,,,,,5177.50,5177.50,3677.50,3677.50,5.00,5.00,4.00,4.00,862.92,862.92,862.92,612.92,612.92,5.00,5.00,5.00,5.00,5.00,862.92,,,862.92,,,612.92,,,5.00,,,5.00,,,5.00,,,275.00,0.00,2000.00,500.00,0.00,0.00,1500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,125.00,0.00,0.00,750.00,2.50,0.00,3.00,1.00,5.00,4.00,1.00,1.00,5.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,4.00,1.00,1.00,4.00,2.00,1.00,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,4,,,5,,,5,,,,,5,5,3,,,5,4,5,5,5,5,5,2,5,5,,5,5,10.00,4.00,12.00,2.00,3.00,3.00,1.00,1.00,242.96
17701.0,1.00,1.00,,1,1,1,7,8,1,5,12,,1,4,8,3,4,5,2,6,8,1,3,4,,6,2,1,2,3,,,5,1,2,,,,,,8,,,,2.00,,,,,5,,,,2.00,1.00,0.00,2.00,1.00,2.00,1.00,0.00,2.00,1.00,,,3,,,,,,,,11,,,14,,,,,,3,11,14,42001.0,,,,,1,,,4,,,,,,,,,,,,,,1.00,,,4.00,,,,,,,3.00,1.00,2.00,5.00,6.00,6.00,2.00,5.00,,,0.00,,,,,,,,,,,,,,6.00,,,1.00,,,,,,,,,,,,,,5.00,,,0.00,,,,,,,,,,,,,,6.00,,,1.00,,,,,,,,,,,,,,1.00,,,,,,,,,5.00,,,,,,,,5.00,,,,,,,,2515.66,2515.66,1617.21,1617.21,3.00,3.00,2.00,2.00,419.28,419.28,419.28,269.54,269.54,4.00,4.00,4.00,3.00,3.00,419.28,,,419.28,,,269.54,,,4.00,,,4.00,,,3.00,,,37.00,0.00,528.50,264.25,0.00,0.00,898.45,0.00,0.00,0.00,0.00,37.00,0.00,0.00,0.00,10.57,0.00,528.50,21.14,0.00,190.26,0.00,1.00,1.00,5.00,4.00,1.00,1.00,5.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,1.00,2.00,1.00,4.00,2.00,1.00,4.00,1.00,1,2,3,4,5,6,7,,,10,,,,5.00,5.00,65.00,5.00,5.00,5.00,5.00,0.00,0.00,5.00,0.00,0.00,0.00,1,4,5,5,,,5,,,,,,,,5,,,3,,4,3,5,4,5,5,4,5,5,5,5,5,5,10.00,4.00,8.00,2.00,2.00,1.00,1.00,1.00,508.37
17704.0,1.00,1.00,,1,1,3,7,4,1,3,8,,2,3,9,7,1,3,6,3,5,1,4,3,,5,1,6,7,9,2,,3,1,,,4,,6,7,,,,,1.00,1,,,,,,,,1.00,,,,,1.00,,,,,1,2,3,4,5,6,7,,,10,,,,,,,,,,1,7,,11077.0,,,,,1,,,,,,,,,,,,,,,,,1.00,,,,,,,,1.00,,,1.00,,5.00,6.00,6.00,2.00,5.00,,,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,,,,,4.00,,,,,,,,,5.00,,,,,,,,5.00,,,,,580.80,580.80,369.60,369.60,1.00,1.00,1.00,1.00,96.80,96.80,96.80,61.60,61.60,2.00,2.00,2.00,2.00,2.00,96.80,,,96.80,,,61.60,,,2.00,,,2.00,,,2.00,,,0.00,0.00,158.40,105.60,0.00,0.00,211.20,0.00,0.00,0.00,0.00,35.20,0.00,0.00,0.00,0.00,0.00,52.80,17.60,0.00,0.00,0.00,1.00,1.00,3.00,4.00,1.00,1.00,4.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,3.00,2.00,1.00,1.00,1.00,1,,,,,,,,,,,,,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,,,4,4,3,5,4,3,5,3,,,3,,,,,,5,3,5,3,3,5,5,3,5,5,,5,5,10.00,4.00,9.00,2.00,2.00,1.00,1.00,1.00,849.65
