ID,D_AGE,AGE_NAME,IS_HALLYU,IS_FIT,IS_FAMILY,IS_SOLO,TOTAL_SPEND
9073,3.00,30대,1,1,1,0,5
9074,3.00,30대,0,1,0,0,4
9075,3.00,30대,1,1,0,0,5
9076,3.00,30대,0,1,0,0,5
9077,4.00,40대,0,1,0,0,4
9078,3.00,30대,0,1,0,0,4
9079,2.00,20대,1,1,0,0,4
9080,2.00,20대,0,1,0,1,5
9081,5.00,50대,0,1,0,0,4
9082,5.00,50대,0,1,0,0,4
9083,5.00,50대,0,1,0,0,5
9084,3.00,30대,0,1,0,0,5
9085,2.00,20대,1,1,0,1,5
9086,5.00,50대,0,1,1,0,5
9087,5.00,50대,0,1,1,0,5
9088,2.00,20대,1,1,0,0,5
9089,5.00,50대,0,1,0,0,5
9090,5.00,50대,1,1,0,0,5
9091,3.00,30대,0,1,1,0,5
9092,3.00,30대,1,1,1,0,5
9093,5.00,50대,0,1,1,0,5
9094,4.00,40대,1,1,0,0,5
9095,2.00,20대,1,1,0,0,5
9096,5.00,50대,1,1,1,0,4
9097,3.00,30대,1,1,0,0,5
9098,1.00,10대,1,1,0,1,5
9099,3.00,30대,1,1,0,0,5
9100,3.00,30대,1,1,0,0,5
9101,5.00,50대,1,1,0,0,4
9102,2.00,20대,0,1,0,0,5
9103,4.00,40대,0,0,0,0,4
9104,5.00,50대,1,1,0,0,4
9105,3.00,30대,0,1,0,0,4
9106,5.00,50대,1,1,0,0,5
9107,3.00,30대,0,1,0,0,5
9108,2.00,20대,1,1,1,0,5
9109,3.00,30대,0,1,0,0,5
9110,3.00,30대,0,0,0,0,4
9111,6.00,60대이상,1,0,0,0,4
9112,4.00,40대,1,0,0,1,5
9113,4.00,40대,1,0,0,0,4
9114,2.00,20대,1,1,0,0,5
9115,5.00,50대,1,1,0,1,5
9116,5.00,50대,1,1,0,0,5
9117,3.00,30대,0,1,0,0,4
9118,2.00,20대,0,1,0,1,5
9119,5.00,50대,1,1,0,0,5
9120,2.00,20대,0,1,0,0,5
9121,5.00,50대,1,1,0,1,5
9122,3.00,30대,0,0,1,0,5
9123,4.00,40대,1,0,1,0,5
9124,3.00,30대,1,1,0,0,5
9125,2.00,20대,0,1,0,0,5
9126,3.00,30대,1,1,0,0,5
9127,4.00,40대,0,1,0,0,5
9128,5.00,50대,0,1,1,0,5
9129,4.00,40대,1,1,0,0,5
9130,3.00,30대,1,1,0,0,5
9131,5.00,50대,1,1,0,0,5
9132,4.00,40대,0,1,0,0,5
9133,5.00,50대,1,0,1,0,5
9134,5.00,50대,0,1,0,0,4
9135,3.00,30대,0,1,0,1,5
9136,4.00,40대,0,1,0,0,5
9137,5.00,50대,0,1,0,0,5
9138,1.00,10대,1,1,1,0,4
9139,2.00,20대,1,0,1,0,5
9140,4.00,40대,0,1,1,0,5
9141,4.00,40대,0,1,0,0,4
9142,3.00,30대,1,0,0,0,5
9143,3.00,30대,1,1,0,0,5
9144,1.00,10대,1,1,1,0,5
9145,1.00,10대,0,1,0,0,4
9146,5.00,50대,0,0,0,0,5
9147,3.00,30대,1,1,0,0,4
9148,1.00,10대,1,0,0,0,4
9149,4.00,40대,0,1,1,0,5
9150,2.00,20대,1,1,0,0,5
9151,4.00,40대,1,1,0,1,5
9152,3.00,30대,0,1,0,0,5
9153,2.00,20대,1,1,0,0,4
9154,4.00,40대,1,1,0,0,5
9155,1.00,10대,0,1,0,0,5
9156,3.00,30대,1,1,0,0,5
9157,1.00,10대,1,1,0,1,5
9158,3.00,30대,1,0,0,0,4
9159,2.00,20대,1,1,0,0,5
9160,2.00,20대,1,1,0,0,5
9161,2.00,20대,1,1,0,0,5
9162,2.00,20대,1,1,0,0,5
9163,5.00,50대,0,0,0,0,5
9164,2.00,20대,1,1,0,0,5
9165,3.00,30대,0,1,1,0,4
9166,4.00,40대,1,1,0,1,5
9167,4.00,40대,0,1,0,0,5
9168,2.00,20대,0,1,1,0,5
9169,5.00,50대,0,0,0,1,5
9170,4.00,40대,1,0,0,0,5
9171,4.00,40대,1,1,0,0,5
9172,5.00,50대,0,1,1,0,5
9173,1.00,10대,1,1,0,0,5
9174,4.00,40대,0,0,1,0,5
9175,4.00,40대,1,0,0,0,5
9176,1.00,10대,1,1,0,0,5
9177,3.00,30대,0,1,1,0,5
9178,3.00,30대,1,1,0,0,4
9179,4.00,40대,1,1,1,0,5
9180,3.00,30대,1,1,1,0,5
9181,5.00,50대,1,1,0,0,5
9182,6.00,60대이상,1,1,0,1,5
9183,4.00,40대,0,1,0,0,5
9184,2.00,20대,1,1,1,0,5
9185,3.00,30대,1,1,1,0,5
9186,5.00,50대,1,1,0,0,5
9187,6.00,60대이상,0,1,0,0,4
9188,2.00,20대,0,1,0,0,4
9189,6.00,60대이상,0,1,0,1,3
9190,3.00,30대,0,1,0,1,5
9191,5.00,50대,0,0,0,1,5
9192,6.00,60대이상,0,1,0,0,5
9193,1.00,10대,0,1,1,0,5
9194,2.00,20대,1,0,0,0,5
9195,2.00,20대,1,1,1,0,5
9196,2.00,20대,0,1,0,0,5
9197,2.00,20대,1,1,1,0,5
9198,2.00,20대,1,0,0,1,5
9199,4.00,40대,1,0,0,0,5
9200,3.00,30대,1,0,1,0,5
9201,2.00,20대,1,1,0,0,4
9202,2.00,20대,0,1,0,1,5
9203,2.00,20대,0,0,0,0,5
9204,4.00,40대,0,0,0,0,3
9205,4.00,40대,0,1,0,0,5
9206,4.00,40대,0,0,1,0,5
9207,2.00,20대,0,1,0,0,4
9208,2.00,20대,0,1,0,0,5
9209,3.00,30대,0,1,0,0,5
9210,3.00,30대,1,1,0,1,5
9211,5.00,50대,0,1,0,0,5
9212,4.00,40대,1,1,0,0,5
9213,5.00,50대,1,1,0,0,5
9214,3.00,30대,0,1,0,0,5
9215,3.00,30대,0,1,0,1,5
9216,1.00,10대,0,1,0,0,3
9217,2.00,20대,0,1,0,0,5
9218,4.00,40대,0,1,0,0,5
9219,3.00,30대,1,1,0,0,5
9220,2.00,20대,1,1,0,0,5
9221,3.00,30대,0,1,1,0,5
9222,2.00,20대,1,1,0,0,5
9223,5.00,50대,1,0,0,0,5
9224,2.00,20대,1,1,1,0,5
9225,4.00,40대,0,1,1,0,5
9226,5.00,50대,1,0,0,0,5
9227,2.00,20대,1,1,1,0,5
9228,5.00,50대,0,1,0,0,5
9229,5.00,50대,1,1,1,0,5
9230,5.00,50대,1,0,0,0,4
9231,2.00,20대,1,1,0,0,5
9232,3.00,30대,1,1,1,0,3
9233,5.00,50대,0,1,0,0,5
9234,2.00,20대,1,1,0,0,4
9235,2.00,20대,0,1,0,0,5
9236,2.00,20대,1,1,0,0,5
9237,2.00,20대,1,1,0,0,4
9238,2.00,20대,1,1,0,0,5
9239,2.00,20대,0,1,0,0,5
9240,2.00,20대,0,1,0,0,5
9241,2.00,20대,0,1,0,0,5
9242,4.00,40대,1,1,0,0,5
9243,2.00,20대,0,1,0,0,4
9244,2.00,20대,0,1,1,0,5
9245,4.00,40대,0,1,0,0,5
9246,5.00,50대,1,1,0,0,5
9247,3.00,30대,0,1,0,0,3
9248,2.00,20대,0,1,0,0,5
9249,3.00,30대,1,0,0,0,5
9250,5.00,50대,1,1,1,0,5
9251,3.00,30대,0,1,0,0,4
9252,2.00,20대,1,1,0,0,5
9253,3.00,30대,1,1,0,0,4
9254,2.00,20대,1,1,0,0,4
9255,5.00,50대,1,1,0,0,5
9256,3.00,30대,0,1,0,0,4
9257,5.00,50대,1,1,1,0,5
9258,4.00,40대,0,0,1,0,5
9259,4.00,40대,0,1,0,0,5
9260,2.00,20대,0,1,0,0,3
9261,5.00,50대,0,1,0,1,4
9262,5.00,50대,1,1,0,0,5
9263,5.00,50대,1,1,0,0,4
9264,5.00,50대,1,1,0,0,5
9265,3.00,30대,0,1,0,0,4
9266,2.00,20대,0,1,0,0,5
9267,3.00,30대,0,1,0,1,4
9268,3.00,30대,1,1,0,0,5
9269,5.00,50대,1,1,0,0,5
9270,2.00,20대,1,1,0,0,5
9271,2.00,20대,1,1,0,0,5
9272,5.00,50대,1,1,0,0,5
9273,2.00,20대,1,1,0,0,4
9274,3.00,30대,0,1,0,0,5
9275,4.00,40대,1,1,0,0,5
9276,5.00,50대,0,0,0,0,4
9277,3.00,30대,1,1,0,0,5
9278,5.00,50대,0,1,0,0,4
9279,5.00,50대,1,1,0,0,3
9280,3.00,30대,1,1,0,0,4
9281,3.00,30대,1,1,0,1,3
9282,5.00,50대,1,1,1,0,5
9283,3.00,30대,1,1,0,0,5
9284,3.00,30대,1,1,0,0,3
9285,2.00,20대,0,1,0,0,4
9286,5.00,50대,0,1,1,0,5
9287,2.00,20대,1,1,0,0,4
9288,5.00,50대,1,1,0,0,5
9289,2.00,20대,1,1,0,0,5
9290,5.00,50대,0,0,0,0,5
9291,2.00,20대,1,1,0,0,5
9292,3.00,30대,0,1,0,0,5
9293,2.00,20대,1,1,0,0,5
9294,3.00,30대,1,1,0,0,5
9295,2.00,20대,1,1,1,0,5
9296,5.00,50대,0,1,0,0,5
9297,3.00,30대,0,1,0,0,5
9298,5.00,50대,1,1,0,0,2
9299,3.00,30대,0,1,0,0,5
9300,3.00,30대,1,1,1,0,5
9301,4.00,40대,1,1,0,0,5
9302,3.00,30대,1,1,0,0,4
9303,2.00,20대,1,1,0,0,5
9304,3.00,30대,0,1,0,0,5
9305,4.00,40대,0,1,0,0,5
9306,5.00,50대,1,1,0,1,5
9307,5.00,50대,1,1,0,0,5
9308,3.00,30대,1,1,0,0,4
9309,5.00,50대,1,1,0,1,5
9310,5.00,50대,1,1,0,0,4
9311,5.00,50대,1,1,0,0,5
9312,3.00,30대,0,1,0,0,5
9313,5.00,50대,0,0,0,0,5
9314,6.00,60대이상,1,1,0,0,5
9315,4.00,40대,1,1,0,0,5
9316,4.00,40대,0,1,0,0,5
9317,5.00,50대,0,1,0,0,5
9318,3.00,30대,1,1,0,0,4
9319,4.00,40대,1,1,0,1,5
9320,3.00,30대,1,1,0,0,5
9321,2.00,20대,0,1,0,0,5
9322,3.00,30대,1,1,0,0,5
9323,5.00,50대,0,1,0,1,4
9324,2.00,20대,1,1,1,0,5
9325,2.00,20대,0,1,0,1,5
9326,2.00,20대,0,1,1,0,4
9327,2.00,20대,0,0,0,0,5
9328,5.00,50대,0,1,0,0,5
9329,6.00,60대이상,1,0,0,1,5
9330,4.00,40대,1,0,0,0,5
9331,2.00,20대,1,1,0,0,5
9332,3.00,30대,0,1,1,0,5
9333,4.00,40대,1,1,0,0,5
9334,5.00,50대,0,0,0,0,5
9335,2.00,20대,0,1,0,1,4
9336,3.00,30대,1,1,0,0,5
9337,4.00,40대,1,1,0,0,4
9338,2.00,20대,1,1,0,0,5
9339,4.00,40대,1,1,1,0,5
9340,2.00,20대,0,1,1,0,5
9341,4.00,40대,1,0,0,0,5
9342,3.00,30대,1,1,0,0,5
9343,3.00,30대,0,1,1,0,4
9344,4.00,40대,0,0,0,0,4
9345,2.00,20대,1,0,0,0,5
9346,3.00,30대,0,0,1,0,5
9347,5.00,50대,0,0,0,1,5
9348,2.00,20대,0,0,0,1,3
9349,5.00,50대,1,0,0,0,4
9350,3.00,30대,0,0,0,0,4
9351,2.00,20대,0,0,0,0,4
9352,3.00,30대,1,0,0,0,4
9353,3.00,30대,1,1,1,0,5
9354,3.00,30대,1,1,0,1,4
9355,3.00,30대,1,1,0,0,3
9356,3.00,30대,0,1,0,0,4
9357,4.00,40대,1,1,0,0,4
9358,5.00,50대,0,1,0,0,5
9359,3.00,30대,1,0,0,0,5
9360,2.00,20대,0,0,0,0,4
9361,4.00,40대,0,1,0,0,4
9362,2.00,20대,1,1,0,0,5
9363,3.00,30대,1,0,1,0,3
9364,2.00,20대,1,1,0,0,5
9365,3.00,30대,1,0,0,1,4
9366,3.00,30대,1,1,0,0,5
9367,4.00,40대,1,1,0,0,5
9368,2.00,20대,1,1,0,0,5
9369,3.00,30대,1,1,0,0,4
9370,4.00,40대,0,1,0,0,5
9371,2.00,20대,0,0,0,1,5
9372,2.00,20대,0,0,0,0,4
9373,3.00,30대,1,1,0,0,4
9374,2.00,20대,0,1,0,0,4
9375,3.00,30대,1,1,0,0,5
9376,3.00,30대,1,0,0,0,5
9377,4.00,40대,0,0,0,0,5
9378,3.00,30대,1,1,0,0,5
9379,2.00,20대,0,0,0,0,5
9380,2.00,20대,0,1,0,0,5
9381,3.00,30대,0,1,0,0,5
9382,5.00,50대,0,1,0,0,4
9383,2.00,20대,1,1,1,0,5
9384,3.00,30대,1,1,0,0,5
9385,2.00,20대,0,1,1,0,4
9386,4.00,40대,0,0,0,0,4
9387,6.00,60대이상,0,1,0,0,4
9388,2.00,20대,1,1,0,0,4
9389,4.00,40대,1,1,0,0,4
9390,3.00,30대,0,1,0,0,4
9391,2.00,20대,1,0,0,0,4
9392,6.00,60대이상,1,1,0,0,4
9393,6.00,60대이상,1,1,0,0,4
9394,4.00,40대,1,0,1,0,5
9395,2.00,20대,0,1,0,0,5
9396,3.00,30대,0,1,0,0,4
9397,3.00,30대,1,1,0,0,5
9398,4.00,40대,0,1,0,0,5
9399,2.00,20대,1,1,0,1,5
9400,4.00,40대,1,1,0,0,5
9401,3.00,30대,1,1,0,0,5
9402,3.00,30대,0,1,0,0,5
9403,4.00,40대,1,0,0,0,5
9404,3.00,30대,0,1,0,0,5
9405,6.00,60대이상,0,1,1,0,5
9406,3.00,30대,1,1,0,0,5
9407,3.00,30대,1,0,0,0,4
9408,3.00,30대,0,0,0,0,5
9409,4.00,40대,0,1,0,1,5
9410,4.00,40대,1,1,1,0,5
9411,1.00,10대,1,1,0,0,4
9412,4.00,40대,0,0,0,0,5
9413,2.00,20대,1,1,0,0,4
9414,5.00,50대,1,1,0,1,5
9415,2.00,20대,1,1,0,0,4
9416,4.00,40대,1,1,0,0,3
9417,4.00,40대,0,1,0,0,4
9418,3.00,30대,1,1,1,0,5
9419,3.00,30대,0,1,0,0,5
9420,4.00,40대,1,0,1,0,4
9421,2.00,20대,0,1,0,0,5
9422,4.00,40대,0,1,0,0,4
9423,1.00,10대,0,1,0,0,5
9424,3.00,30대,1,1,0,0,5
9425,2.00,20대,0,1,0,0,4
9426,2.00,20대,1,1,0,1,4
9427,2.00,20대,0,1,0,0,5
9428,6.00,60대이상,1,1,0,0,4
9429,2.00,20대,0,0,0,1,4
9430,3.00,30대,0,1,0,0,4
9431,2.00,20대,0,0,0,0,5
9432,2.00,20대,0,1,0,0,4
9433,2.00,20대,1,0,0,0,4
9434,4.00,40대,0,1,0,0,4
9435,4.00,40대,0,0,0,0,4
9436,4.00,40대,0,0,0,0,5
9437,2.00,20대,1,1,0,0,5
9438,3.00,30대,0,1,0,0,5
9439,3.00,30대,0,1,0,0,4
9440,2.00,20대,1,1,1,0,4
9441,3.00,30대,0,1,0,1,5
9442,4.00,40대,1,1,0,0,4
9443,5.00,50대,1,1,1,0,4
9444,3.00,30대,0,1,0,0,4
9445,3.00,30대,0,0,0,0,5
9446,3.00,30대,1,1,0,0,4
9447,2.00,20대,0,1,1,0,5
9448,4.00,40대,0,0,1,0,4
9449,6.00,60대이상,0,0,0,0,5
9450,2.00,20대,0,0,0,0,5
9451,5.00,50대,1,1,0,0,4
9452,6.00,60대이상,1,0,0,0,5
9453,5.00,50대,1,0,1,0,4
9454,2.00,20대,0,0,1,0,4
9455,5.00,50대,1,1,0,0,5
9456,5.00,50대,0,1,0,0,5
9457,2.00,20대,0,1,0,0,5
9458,3.00,30대,0,1,0,0,5
9459,2.00,20대,1,1,0,1,5
9460,2.00,20대,0,1,1,0,5
9461,3.00,30대,1,1,0,0,5
9462,3.00,30대,0,1,0,0,5
9463,3.00,30대,0,1,0,0,4
9464,3.00,30대,0,0,0,0,4
9465,3.00,30대,0,0,0,0,4
9466,3.00,30대,0,1,0,0,5
9467,2.00,20대,1,1,0,0,5
9468,5.00,50대,0,1,1,0,4
9469,5.00,50대,0,1,0,0,5
9470,3.00,30대,0,1,0,0,4
9471,2.00,20대,1,1,0,0,4
9472,3.00,30대,0,0,0,0,5
9473,2.00,20대,0,0,0,0,5
9474,2.00,20대,1,0,0,1,3
9475,2.00,20대,0,1,0,0,3
9476,3.00,30대,0,0,0,0,4
9477,4.00,40대,0,1,1,0,5
9478,1.00,10대,0,1,1,0,5
9479,5.00,50대,0,1,1,0,5
9480,2.00,20대,0,1,0,0,5
9481,2.00,20대,0,1,0,0,4
9482,5.00,50대,1,1,0,0,3
9483,3.00,30대,0,1,1,0,5
9484,2.00,20대,0,1,0,1,5
9485,2.00,20대,1,1,0,1,5
9486,2.00,20대,1,1,0,1,5
9487,2.00,20대,1,1,0,0,4
9488,5.00,50대,0,0,0,0,5
9489,5.00,50대,1,1,1,0,5
9490,5.00,50대,1,0,0,0,5
9491,4.00,40대,0,1,0,0,5
9492,3.00,30대,1,1,0,0,5
9493,2.00,20대,1,1,0,0,4
9494,3.00,30대,1,1,0,0,5
9495,3.00,30대,1,1,0,0,4
9496,3.00,30대,0,0,1,0,4
9497,3.00,30대,0,0,0,0,4
9498,3.00,30대,1,1,0,1,4
9499,4.00,40대,0,1,0,0,4
9500,2.00,20대,1,0,0,0,3
9501,2.00,20대,0,1,0,0,4
9502,4.00,40대,0,1,0,0,3
9503,3.00,30대,1,1,0,0,5
9504,2.00,20대,0,1,0,0,5
9505,5.00,50대,1,1,0,0,4
9506,5.00,50대,1,1,1,0,5
9507,3.00,30대,1,1,0,0,5
9508,2.00,20대,0,1,0,0,5
9509,1.00,10대,1,1,1,0,5
9510,3.00,30대,1,1,0,0,5
9511,4.00,40대,0,1,0,0,5
9512,5.00,50대,0,0,1,0,4
9513,2.00,20대,1,0,1,0,5
9514,4.00,40대,0,1,1,0,3
9515,5.00,50대,0,0,0,1,3
9516,3.00,30대,0,0,0,0,5
9517,6.00,60대이상,1,1,0,1,5
9518,5.00,50대,1,1,0,0,5
9519,6.00,60대이상,1,1,0,0,5
9520,2.00,20대,1,0,0,0,5
9521,3.00,30대,0,1,0,0,5
9522,4.00,40대,1,1,1,0,4
9523,4.00,40대,0,0,0,1,4
9524,3.00,30대,0,1,0,0,5
9525,4.00,40대,1,1,0,0,4
9526,3.00,30대,0,1,0,1,5
9527,2.00,20대,0,1,1,0,4
9528,1.00,10대,0,0,0,1,3
9529,2.00,20대,0,0,0,0,5
9530,2.00,20대,1,0,1,0,5
9531,4.00,40대,1,1,0,0,4
9532,4.00,40대,0,0,0,0,5
9533,3.00,30대,1,0,0,0,4
9534,1.00,10대,1,1,0,0,4
9535,6.00,60대이상,0,0,1,0,4
9536,5.00,50대,0,1,1,0,4
9537,2.00,20대,1,0,0,0,5
9538,2.00,20대,1,1,0,0,4
9539,2.00,20대,1,1,0,0,5
9540,2.00,20대,1,1,1,0,4
9541,5.00,50대,0,0,0,0,4
9542,4.00,40대,0,0,0,0,5
9543,2.00,20대,1,1,0,0,4
9544,3.00,30대,0,0,0,0,5
9545,6.00,60대이상,1,1,1,0,4
9546,5.00,50대,1,1,1,0,5
9547,6.00,60대이상,1,1,0,0,5
9548,5.00,50대,0,1,0,1,5
9549,6.00,60대이상,0,1,0,0,5
9550,2.00,20대,0,1,0,0,4
9551,3.00,30대,1,1,0,0,4
9552,2.00,20대,1,1,0,0,5
9553,2.00,20대,1,1,1,0,5
9554,2.00,20대,1,1,1,0,5
9555,3.00,30대,1,1,1,0,5
9556,3.00,30대,0,1,0,0,5
9557,4.00,40대,1,1,0,0,5
9558,5.00,50대,1,1,1,0,5
9559,2.00,20대,0,1,0,1,5
9560,3.00,30대,1,1,0,0,4
9561,3.00,30대,1,1,0,0,5
9562,3.00,30대,1,1,0,0,5
9563,5.00,50대,1,1,0,1,4
9564,3.00,30대,1,1,0,0,5
9565,5.00,50대,1,1,0,0,3
9566,3.00,30대,0,1,0,0,5
9567,5.00,50대,1,1,0,0,4
9568,3.00,30대,1,1,0,0,4
9569,3.00,30대,1,1,0,0,4
9570,2.00,20대,0,1,0,0,4
9571,3.00,30대,1,0,0,0,5
9572,2.00,20대,1,1,0,0,5
9573,2.00,20대,1,1,0,0,5
9574,1.00,10대,0,1,0,0,4
9575,3.00,30대,0,1,0,0,5
9576,3.00,30대,1,1,0,1,5
9577,3.00,30대,0,1,0,0,4
9578,4.00,40대,1,1,0,1,5
9579,4.00,40대,0,1,1,0,5
9580,2.00,20대,0,1,0,0,5
9581,4.00,40대,1,1,1,0,4
9582,6.00,60대이상,0,1,0,0,5
9583,5.00,50대,1,1,1,0,4
9584,1.00,10대,1,1,0,0,5
9585,2.00,20대,1,1,0,0,4
9586,5.00,50대,1,1,0,0,5
9587,4.00,40대,1,1,0,1,5
9588,3.00,30대,1,1,0,0,5
9589,2.00,20대,1,1,0,0,4
9590,2.00,20대,1,1,0,0,5
9591,4.00,40대,0,1,0,1,5
9592,2.00,20대,1,1,1,0,4
9593,2.00,20대,1,1,0,0,5
9594,3.00,30대,1,1,0,0,5
9595,1.00,10대,1,1,0,1,4
9596,2.00,20대,1,1,0,0,4
9597,4.00,40대,1,1,0,0,5
9598,2.00,20대,0,1,0,0,3
9599,3.00,30대,0,1,0,0,5
9600,2.00,20대,1,1,0,0,4
9601,3.00,30대,0,1,1,0,5
9602,2.00,20대,0,1,0,0,5
9603,4.00,40대,1,1,1,0,5
9604,3.00,30대,1,1,1,0,5
9605,1.00,10대,1,1,0,0,4
9606,3.00,30대,1,1,0,0,5
9607,4.00,40대,1,1,1,0,5
9608,2.00,20대,0,1,0,0,5
9609,3.00,30대,0,1,1,0,5
9610,2.00,20대,0,1,0,0,5
9611,2.00,20대,0,1,0,0,5
9612,2.00,20대,1,1,0,0,5
9613,3.00,30대,1,1,0,0,5
9614,4.00,40대,0,1,1,0,5
9615,3.00,30대,1,1,0,0,4
9616,2.00,20대,1,1,0,0,5
9617,2.00,20대,1,1,0,0,5
9618,6.00,60대이상,1,1,1,0,5
9619,2.00,20대,1,1,0,0,4
9620,2.00,20대,0,1,0,1,4
9621,2.00,20대,1,1,0,0,4
9622,2.00,20대,1,1,0,0,5
9623,2.00,20대,1,1,0,0,4
9624,4.00,40대,1,1,0,0,5
9625,2.00,20대,1,1,0,0,5
9626,6.00,60대이상,1,1,0,0,5
9627,4.00,40대,0,0,0,0,3
9628,3.00,30대,1,1,1,0,5
9629,5.00,50대,1,1,0,0,5
9630,2.00,20대,1,1,0,0,5
9631,4.00,40대,1,1,0,0,3
9632,5.00,50대,0,1,0,0,3
9633,2.00,20대,0,1,0,0,5
9634,2.00,20대,0,1,0,0,4
9635,2.00,20대,0,1,0,0,5
9636,6.00,60대이상,1,1,0,0,5
9637,5.00,50대,0,1,0,0,5
9638,3.00,30대,0,1,1,0,5
9639,5.00,50대,0,1,0,0,4
9640,2.00,20대,1,1,0,0,5
9641,2.00,20대,0,1,0,0,5
9642,2.00,20대,1,1,0,0,3
9643,4.00,40대,0,1,0,0,4
9644,3.00,30대,0,1,0,0,4
9645,3.00,30대,1,0,0,0,5
9646,1.00,10대,0,1,0,0,5
9647,6.00,60대이상,1,1,0,1,4
9648,4.00,40대,1,1,0,0,5
9649,1.00,10대,0,1,0,0,5
9650,2.00,20대,1,1,1,0,4
9651,3.00,30대,0,1,1,0,5
9652,4.00,40대,1,0,0,0,5
9653,4.00,40대,1,1,0,0,5
9654,4.00,40대,0,1,1,0,5
9655,5.00,50대,0,0,0,0,4
9656,5.00,50대,1,1,0,0,5
9657,2.00,20대,1,1,0,0,4
9658,3.00,30대,1,1,0,0,5
9659,1.00,10대,1,1,0,1,5
9660,5.00,50대,1,1,1,0,5
9661,2.00,20대,1,1,0,0,5
9662,2.00,20대,1,1,0,1,5
9663,6.00,60대이상,1,1,0,0,5
9664,3.00,30대,1,1,0,0,5
9665,2.00,20대,1,1,0,0,5
9666,2.00,20대,1,1,0,0,3
9667,3.00,30대,1,1,0,0,5
9668,4.00,40대,0,1,0,0,3
9669,2.00,20대,1,1,0,0,4
9670,2.00,20대,1,1,0,0,5
9671,3.00,30대,1,1,0,0,5
9672,1.00,10대,1,1,0,0,5
9673,2.00,20대,0,1,0,0,5
9674,4.00,40대,0,1,0,0,5
9675,1.00,10대,1,1,0,0,5
9676,6.00,60대이상,0,1,0,0,5
9677,3.00,30대,1,1,0,0,4
9678,3.00,30대,0,1,0,0,5
9679,2.00,20대,1,1,0,0,4
9680,1.00,10대,1,0,1,0,5
9681,1.00,10대,0,0,0,0,5
9682,3.00,30대,1,1,0,0,5
9683,2.00,20대,0,1,0,1,5
9684,2.00,20대,0,1,0,0,5
9685,3.00,30대,1,1,0,0,4
9686,1.00,10대,0,1,0,0,5
9687,3.00,30대,1,1,0,0,5
9688,2.00,20대,0,1,0,0,5
9689,5.00,50대,0,1,0,0,5
9690,3.00,30대,1,1,0,0,5
9691,3.00,30대,0,1,0,0,4
9692,1.00,10대,1,0,0,0,5
9693,3.00,30대,1,1,1,0,5
9694,1.00,10대,1,1,0,0,5
9695,2.00,20대,0,1,0,0,5
9696,5.00,50대,1,0,1,0,5
9697,1.00,10대,0,0,0,0,5
9698,2.00,20대,1,1,0,0,5
9699,4.00,40대,0,1,0,0,3
9700,3.00,30대,1,1,0,0,4
9701,2.00,20대,0,0,0,1,5
9702,4.00,40대,1,1,0,1,5
9703,1.00,10대,1,0,1,0,5
9704,3.00,30대,1,1,0,0,5
9705,2.00,20대,1,1,1,0,4
9706,2.00,20대,1,1,0,0,5
9707,2.00,20대,1,0,1,0,5
9708,2.00,20대,1,1,0,0,5
9709,3.00,30대,0,0,1,0,5
9710,1.00,10대,1,1,0,0,5
9711,4.00,40대,1,0,1,0,5
9712,2.00,20대,1,0,0,0,5
9713,2.00,20대,0,1,0,0,5
9714,2.00,20대,1,1,0,0,5
9715,2.00,20대,0,0,0,0,5
9716,2.00,20대,1,0,0,0,5
9717,3.00,30대,0,0,1,0,5
9718,5.00,50대,0,1,1,0,5
9719,3.00,30대,1,1,0,0,5
9720,2.00,20대,0,1,0,0,5
9721,1.00,10대,0,0,0,0,5
9722,2.00,20대,1,1,0,0,4
9723,3.00,30대,0,1,0,0,4
9724,3.00,30대,1,1,0,0,5
9725,3.00,30대,0,0,1,0,4
9726,3.00,30대,1,1,0,0,4
9727,1.00,10대,1,0,0,0,5
9728,2.00,20대,1,1,0,0,5
9729,4.00,40대,0,1,0,0,5
9730,4.00,40대,1,1,0,0,4
9731,4.00,40대,1,1,0,0,5
9732,4.00,40대,1,1,0,1,5
9733,6.00,60대이상,0,1,0,0,4
9734,5.00,50대,1,1,0,0,5
9735,2.00,20대,0,1,0,0,3
9736,3.00,30대,0,0,1,0,5
9737,3.00,30대,1,1,0,0,4
9738,5.00,50대,0,1,0,0,4
9739,3.00,30대,0,0,1,0,5
9740,5.00,50대,0,1,0,0,5
9741,2.00,20대,1,1,0,0,5
9742,4.00,40대,1,1,0,0,4
9743,5.00,50대,1,1,0,0,4
9744,2.00,20대,0,0,1,0,5
9745,2.00,20대,0,0,0,0,5
9746,3.00,30대,1,1,0,0,4
9747,4.00,40대,0,1,0,1,5
9748,4.00,40대,1,1,0,0,5
9749,3.00,30대,1,1,0,1,5
9750,2.00,20대,0,1,0,0,4
9751,3.00,30대,0,0,1,0,5
9752,2.00,20대,1,1,0,0,3
9753,6.00,60대이상,0,1,0,0,5
9754,3.00,30대,1,1,0,0,5
9755,5.00,50대,1,1,0,0,4
9756,1.00,10대,0,0,0,0,4
9757,3.00,30대,0,0,1,0,5
9758,3.00,30대,0,1,0,0,4
9759,3.00,30대,1,0,1,0,4
9760,2.00,20대,0,1,0,0,5
9761,2.00,20대,0,1,0,0,5
9762,2.00,20대,1,1,0,0,5
9763,5.00,50대,1,1,0,0,5
9764,3.00,30대,1,1,0,0,5
9765,2.00,20대,0,1,0,0,5
9766,3.00,30대,0,0,1,0,5
