YEAR,ID,WEIGHT,D_NAT,D_SEX,D_AGE,AGE_GROUP_NAME,YOUNG_GEN,TYP,IS_HALLYU,TOTAL_SPEND
2020,1529.00,1.0,2.00,1.00,20.00,기타,0,,0,0
2020,1530.00,1.0,2.00,2.00,40.00,기타,0,,0,0
2020,1531.00,1.0,1.00,1.00,50.00,기타,0,,0,0
2020,1532.00,1.0,1.00,1.00,40.00,기타,0,,0,0
2020,1533.00,1.0,2.00,1.00,20.00,기타,0,,0,0
2020,1534.00,1.0,1.00,1.00,20.00,기타,0,,0,0
2020,1535.00,1.0,2.00,1.00,30.00,기타,0,,0,0
2020,1536.00,1.0,1.00,1.00,30.00,기타,0,,0,0
2020,1537.00,1.0,12.00,1.00,60.00,기타,0,,0,0
2020,1538.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1539.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1540.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1541.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1542.00,1.0,2.00,1.00,30.00,기타,0,,0,0
2020,1543.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1544.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1545.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1546.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1547.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1548.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1549.00,1.0,2.00,1.00,20.00,기타,0,,0,0
2020,1550.00,1.0,2.00,1.00,40.00,기타,0,,0,0
2020,1551.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1552.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1553.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1554.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1555.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1556.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1557.00,1.0,2.00,1.00,20.00,기타,0,,0,0
2020,1558.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1559.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1560.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1561.00,1.0,2.00,1.00,20.00,기타,0,,0,0
2020,1562.00,1.0,2.00,1.00,30.00,기타,0,,0,0
2020,1563.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1564.00,1.0,2.00,1.00,20.00,기타,0,,0,0
2020,1565.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1566.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1567.00,1.0,2.00,1.00,20.00,기타,0,,0,0
2020,1568.00,1.0,2.00,1.00,20.00,기타,0,,0,0
2020,1569.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1570.00,1.0,2.00,1.00,20.00,기타,0,,0,0
2020,1571.00,1.0,2.00,1.00,20.00,기타,0,,0,0
2020,1572.00,1.0,2.00,1.00,20.00,기타,0,,0,0
2020,1573.00,1.0,2.00,1.00,30.00,기타,0,,0,0
2020,1574.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1575.00,1.0,2.00,1.00,50.00,기타,0,,0,0
2020,1576.00,1.0,12.00,1.00,40.00,기타,0,,0,0
2020,1577.00,1.0,97.00,1.00,50.00,기타,0,,0,0
2020,1578.00,1.0,12.00,1.00,50.00,기타,0,,0,0
2020,1579.00,1.0,9.00,2.00,60.00,기타,0,,0,0
2020,1580.00,1.0,15.00,1.00,20.00,기타,0,,0,0
2020,1581.00,1.0,15.00,2.00,30.00,기타,0,,0,0
2020,1582.00,1.0,15.00,2.00,60.00,기타,0,,0,0
2020,1583.00,1.0,15.00,1.00,40.00,기타,0,,0,0
2020,1584.00,1.0,97.00,1.00,30.00,기타,0,,0,0
2020,1585.00,1.0,12.00,1.00,30.00,기타,0,,0,0
2020,1586.00,1.0,12.00,1.00,40.00,기타,0,,0,0
2020,1587.00,1.0,12.00,1.00,30.00,기타,0,,0,0
2020,1588.00,1.0,12.00,1.00,30.00,기타,0,,0,0
2020,1589.00,1.0,8.00,2.00,20.00,기타,0,,0,0
2020,1590.00,1.0,12.00,1.00,20.00,기타,0,,0,0
2020,1591.00,1.0,12.00,2.00,20.00,기타,0,,0,0
2020,1592.00,1.0,12.00,1.00,20.00,기타,0,,0,0
2020,1593.00,1.0,97.00,1.00,40.00,기타,0,,0,0
2020,1594.00,1.0,12.00,1.00,20.00,기타,0,,0,0
2020,1595.00,1.0,12.00,2.00,20.00,기타,0,,0,0
2020,1596.00,1.0,12.00,1.00,60.00,기타,0,,0,0
2020,1597.00,1.0,97.00,2.00,60.00,기타,0,,0,0
2020,1598.00,1.0,9.00,1.00,50.00,기타,0,,0,0
2020,1599.00,1.0,9.00,1.00,60.00,기타,0,,0,0
2020,1600.00,1.0,9.00,2.00,20.00,기타,0,,0,0
2020,1601.00,1.0,9.00,1.00,40.00,기타,0,,0,0
2020,1602.00,1.0,97.00,2.00,20.00,기타,0,,0,0
2020,1603.00,1.0,97.00,1.00,30.00,기타,0,,0,0
2020,1604.00,1.0,97.00,1.00,20.00,기타,0,,0,0
2020,1605.00,1.0,97.00,1.00,20.00,기타,0,,0,0
2020,1606.00,1.0,16.00,1.00,40.00,기타,0,,0,0
2020,1607.00,1.0,97.00,2.00,20.00,기타,0,,0,0
2020,1608.00,1.0,97.00,1.00,30.00,기타,0,,0,0
2020,1609.00,1.0,2.00,1.00,20.00,기타,0,,0,0
2020,1610.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1611.00,1.0,9.00,1.00,50.00,기타,0,,0,0
2020,1612.00,1.0,10.00,1.00,60.00,기타,0,,0,0
2020,1613.00,1.0,9.00,1.00,50.00,기타,0,,0,0
2020,1614.00,1.0,9.00,2.00,20.00,기타,0,,0,0
2020,1615.00,1.0,9.00,1.00,60.00,기타,0,,0,0
2020,1616.00,1.0,9.00,1.00,60.00,기타,0,,0,0
2020,1617.00,1.0,9.00,2.00,20.00,기타,0,,0,0
2020,1618.00,1.0,1.00,1.00,30.00,기타,0,,0,0
2020,1619.00,1.0,11.00,1.00,40.00,기타,0,,0,0
2020,1620.00,1.0,11.00,1.00,50.00,기타,0,,0,0
2020,1621.00,1.0,9.00,1.00,40.00,기타,0,,0,0
2020,1622.00,1.0,11.00,1.00,60.00,기타,0,,0,0
2020,1623.00,1.0,97.00,2.00,20.00,기타,0,,0,0
2020,1624.00,1.0,97.00,1.00,20.00,기타,0,,0,0
2020,1625.00,1.0,11.00,2.00,40.00,기타,0,,0,0
2020,1626.00,1.0,1.00,1.00,40.00,기타,0,,0,0
2020,1627.00,1.0,1.00,1.00,50.00,기타,0,,0,0
2020,1628.00,1.0,1.00,1.00,40.00,기타,0,,0,0
2020,1629.00,1.0,1.00,1.00,30.00,기타,0,,0,0
2020,1630.00,1.0,1.00,1.00,40.00,기타,0,,0,0
2020,1631.00,1.0,11.00,1.00,40.00,기타,0,,0,0
2020,1632.00,1.0,1.00,1.00,40.00,기타,0,,0,0
2020,1633.00,1.0,1.00,2.00,20.00,기타,0,,0,0
2020,1634.00,1.0,97.00,2.00,20.00,기타,0,,0,0
2020,1635.00,1.0,1.00,2.00,30.00,기타,0,,0,0
2020,1636.00,1.0,11.00,2.00,20.00,기타,0,,0,0
2020,1637.00,1.0,9.00,1.00,40.00,기타,0,,0,0
2020,1638.00,1.0,9.00,2.00,20.00,기타,0,,0,0
2020,1639.00,1.0,9.00,2.00,50.00,기타,0,,0,0
2020,1640.00,1.0,97.00,1.00,20.00,기타,0,,0,0
2020,1641.00,1.0,9.00,2.00,50.00,기타,0,,0,0
2020,1642.00,1.0,9.00,1.00,30.00,기타,0,,0,0
2020,1643.00,1.0,1.00,1.00,50.00,기타,0,,0,0
2020,1644.00,1.0,2.00,1.00,40.00,기타,0,,0,0
2020,1645.00,1.0,8.00,1.00,20.00,기타,0,,0,0
2020,1646.00,1.0,1.00,2.00,20.00,기타,0,,0,0
2020,1647.00,1.0,1.00,1.00,40.00,기타,0,,1,0
2020,1648.00,1.0,97.00,2.00,20.00,기타,0,,0,0
2020,1649.00,1.0,9.00,2.00,20.00,기타,0,,0,0
2020,1650.00,1.0,17.00,1.00,20.00,기타,0,,0,0
2020,1651.00,1.0,9.00,2.00,20.00,기타,0,,0,0
2020,1652.00,1.0,97.00,2.00,30.00,기타,0,,0,0
2020,1653.00,1.0,2.00,1.00,40.00,기타,0,,0,0
2020,1654.00,1.0,2.00,1.00,40.00,기타,0,,0,0
2020,1655.00,1.0,14.00,2.00,20.00,기타,0,,0,0
2020,1656.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1657.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1658.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1659.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1660.00,1.0,2.00,1.00,20.00,기타,0,,0,0
2020,1661.00,1.0,2.00,1.00,20.00,기타,0,,0,0
2020,1662.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1663.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1664.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1665.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1666.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1667.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1668.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1669.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1670.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1671.00,1.0,2.00,1.00,50.00,기타,0,,0,0
2020,1672.00,1.0,97.00,2.00,20.00,기타,0,,0,0
2020,1673.00,1.0,97.00,1.00,20.00,기타,0,,0,0
2020,1674.00,1.0,97.00,2.00,20.00,기타,0,,0,0
2020,1675.00,1.0,97.00,1.00,40.00,기타,0,,0,0
2020,1676.00,1.0,11.00,1.00,30.00,기타,0,,0,0
2020,1677.00,1.0,9.00,2.00,20.00,기타,0,,0,0
2020,1678.00,1.0,14.00,2.00,20.00,기타,0,,0,0
2020,1679.00,1.0,4.00,1.00,40.00,기타,0,,0,0
2020,1680.00,1.0,9.00,2.00,20.00,기타,0,,0,0
2020,1681.00,1.0,10.00,1.00,30.00,기타,0,,0,0
2020,1682.00,1.0,14.00,2.00,20.00,기타,0,,0,0
2020,1683.00,1.0,9.00,1.00,20.00,기타,0,,0,0
2020,1684.00,1.0,9.00,1.00,20.00,기타,0,,0,0
2020,1685.00,1.0,9.00,2.00,50.00,기타,0,,0,0
2020,1686.00,1.0,9.00,1.00,60.00,기타,0,,0,0
2020,1687.00,1.0,16.00,1.00,40.00,기타,0,,0,0
2020,1688.00,1.0,97.00,1.00,30.00,기타,0,,0,0
2020,1689.00,1.0,97.00,2.00,20.00,기타,0,,0,0
2020,1690.00,1.0,15.00,1.00,40.00,기타,0,,0,0
2020,1691.00,1.0,9.00,1.00,60.00,기타,0,,0,0
2020,1692.00,1.0,97.00,2.00,60.00,기타,0,,0,0
2020,1693.00,1.0,9.00,1.00,60.00,기타,0,,0,0
2020,1694.00,1.0,9.00,1.00,20.00,기타,0,,0,0
2020,1695.00,1.0,97.00,1.00,60.00,기타,0,,0,0
2020,1696.00,1.0,13.00,2.00,20.00,기타,0,,0,0
2020,1697.00,1.0,97.00,1.00,50.00,기타,0,,0,0
2020,1698.00,1.0,13.00,1.00,20.00,기타,0,,0,0
2020,1699.00,1.0,13.00,1.00,20.00,기타,0,,0,0
2020,1700.00,1.0,12.00,1.00,30.00,기타,0,,0,0
2020,1701.00,1.0,9.00,2.00,30.00,기타,0,,0,0
2020,1702.00,1.0,9.00,2.00,60.00,기타,0,,0,0
2020,1703.00,1.0,13.00,1.00,30.00,기타,0,,0,0
2020,1704.00,1.0,13.00,1.00,20.00,기타,0,,0,0
2020,1705.00,1.0,1.00,1.00,40.00,기타,0,,0,0
2020,1706.00,1.0,1.00,1.00,50.00,기타,0,,0,0
2020,1707.00,1.0,1.00,2.00,20.00,기타,0,,0,0
2020,1708.00,1.0,1.00,1.00,50.00,기타,0,,0,0
2020,1709.00,1.0,1.00,1.00,50.00,기타,0,,0,0
2020,1710.00,1.0,1.00,1.00,40.00,기타,0,,0,0
2020,1711.00,1.0,1.00,1.00,50.00,기타,0,,0,0
2020,1712.00,1.0,9.00,1.00,50.00,기타,0,,0,0
2020,1713.00,1.0,9.00,2.00,30.00,기타,0,,0,0
2020,1714.00,1.0,1.00,1.00,30.00,기타,0,,0,0
2020,1715.00,1.0,1.00,1.00,40.00,기타,0,,0,0
2020,1716.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1717.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1718.00,1.0,1.00,1.00,20.00,기타,0,,0,0
2020,1719.00,1.0,12.00,2.00,20.00,기타,0,,0,0
2020,1720.00,1.0,1.00,1.00,30.00,기타,0,,0,0
2020,1721.00,1.0,1.00,1.00,20.00,기타,0,,0,0
2020,1722.00,1.0,12.00,2.00,20.00,기타,0,,0,0
2020,1723.00,1.0,97.00,2.00,20.00,기타,0,,0,0
2020,1724.00,1.0,12.00,1.00,40.00,기타,0,,0,0
2020,1725.00,1.0,12.00,1.00,50.00,기타,0,,0,0
2020,1726.00,1.0,12.00,1.00,30.00,기타,0,,0,0
2020,1727.00,1.0,12.00,1.00,20.00,기타,0,,0,0
2020,1728.00,1.0,97.00,1.00,50.00,기타,0,,0,0
2020,1729.00,1.0,12.00,1.00,30.00,기타,0,,0,0
2020,1730.00,1.0,13.00,2.00,20.00,기타,0,,0,0
2020,1731.00,1.0,12.00,2.00,20.00,기타,0,,0,0
2020,1732.00,1.0,9.00,1.00,20.00,기타,0,,0,0
2020,1733.00,1.0,9.00,2.00,20.00,기타,0,,0,0
2020,1734.00,1.0,9.00,2.00,20.00,기타,0,,0,0
2020,1735.00,1.0,2.00,1.00,40.00,기타,0,,0,0
2020,1736.00,1.0,2.00,2.00,50.00,기타,0,,0,0
2020,1737.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1738.00,1.0,2.00,1.00,30.00,기타,0,,0,0
2020,1739.00,1.0,97.00,1.00,40.00,기타,0,,0,0
2020,1740.00,1.0,12.00,2.00,20.00,기타,0,,0,0
2020,1741.00,1.0,1.00,1.00,40.00,기타,0,,0,0
2020,1742.00,1.0,1.00,2.00,20.00,기타,0,,0,0
2020,1743.00,1.0,1.00,1.00,40.00,기타,0,,0,0
2020,1744.00,1.0,1.00,1.00,40.00,기타,0,,0,0
2020,1745.00,1.0,9.00,2.00,20.00,기타,0,,0,0
2020,1746.00,1.0,97.00,1.00,40.00,기타,0,,0,0
2020,1747.00,1.0,15.00,1.00,30.00,기타,0,,0,0
2020,1748.00,1.0,15.00,1.00,40.00,기타,0,,0,0
2020,1749.00,1.0,97.00,2.00,20.00,기타,0,,0,0
2020,1750.00,1.0,12.00,2.00,20.00,기타,0,,0,0
2020,1751.00,1.0,9.00,2.00,20.00,기타,0,,0,0
2020,1752.00,1.0,1.00,2.00,40.00,기타,0,,0,0
2020,1753.00,1.0,19.00,2.00,20.00,기타,0,,0,0
2020,1754.00,1.0,19.00,2.00,20.00,기타,0,,0,0
2020,1755.00,1.0,19.00,2.00,20.00,기타,0,,0,0
2020,1756.00,1.0,19.00,2.00,20.00,기타,0,,0,0
2020,1757.00,1.0,19.00,1.00,20.00,기타,0,,0,0
2020,1758.00,1.0,1.00,1.00,30.00,기타,0,,0,0
2020,1759.00,1.0,9.00,1.00,30.00,기타,0,,0,0
2020,1760.00,1.0,1.00,2.00,20.00,기타,0,,0,0
2020,1761.00,1.0,1.00,1.00,30.00,기타,0,,0,0
2020,1762.00,1.0,15.00,1.00,20.00,기타,0,,0,0
2020,1763.00,1.0,9.00,1.00,20.00,기타,0,,0,0
2020,1764.00,1.0,15.00,1.00,30.00,기타,0,,0,0
2020,1765.00,1.0,2.00,1.00,20.00,기타,0,,0,0
2020,1766.00,1.0,2.00,1.00,30.00,기타,0,,0,0
2020,1767.00,1.0,2.00,1.00,50.00,기타,0,,0,0
2020,1768.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1769.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1770.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1771.00,1.0,2.00,1.00,20.00,기타,0,,0,0
2020,1772.00,1.0,2.00,2.00,40.00,기타,0,,0,0
2020,1773.00,1.0,2.00,1.00,20.00,기타,0,,0,0
2020,1774.00,1.0,2.00,1.00,20.00,기타,0,,0,0
2020,1775.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1776.00,1.0,2.00,1.00,30.00,기타,0,,0,0
2020,1777.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1778.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1779.00,1.0,2.00,1.00,20.00,기타,0,,0,0
2020,1780.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1781.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1782.00,1.0,2.00,1.00,20.00,기타,0,,0,0
2020,1783.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1784.00,1.0,2.00,1.00,30.00,기타,0,,0,0
2020,1785.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1786.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1787.00,1.0,15.00,2.00,20.00,기타,0,,0,0
2020,1788.00,1.0,15.00,1.00,40.00,기타,0,,0,0
2020,1789.00,1.0,15.00,2.00,60.00,기타,0,,0,0
2020,1790.00,1.0,15.00,2.00,30.00,기타,0,,0,0
2020,1791.00,1.0,15.00,1.00,20.00,기타,0,,0,0
2020,1792.00,1.0,9.00,1.00,20.00,기타,0,,0,0
2020,1793.00,1.0,9.00,2.00,20.00,기타,0,,0,0
2020,1794.00,1.0,9.00,2.00,20.00,기타,0,,0,0
2020,1795.00,1.0,9.00,1.00,20.00,기타,0,,0,0
2020,1796.00,1.0,97.00,2.00,20.00,기타,0,,0,0
2020,1797.00,1.0,15.00,1.00,30.00,기타,0,,0,0
2020,1798.00,1.0,97.00,2.00,20.00,기타,0,,0,0
2020,1799.00,1.0,97.00,1.00,30.00,기타,0,,0,0
2020,1800.00,1.0,16.00,1.00,30.00,기타,0,,0,0
2020,1801.00,1.0,1.00,2.00,20.00,기타,0,,0,0
2020,1802.00,1.0,1.00,1.00,30.00,기타,0,,0,0
2020,1803.00,1.0,1.00,1.00,40.00,기타,0,,0,0
2020,1804.00,1.0,11.00,1.00,30.00,기타,0,,0,0
2020,1805.00,1.0,9.00,1.00,20.00,기타,0,,0,0
2020,1806.00,1.0,9.00,1.00,40.00,기타,0,,0,0
2020,1807.00,1.0,9.00,1.00,20.00,기타,0,,0,0
2020,1808.00,1.0,11.00,2.00,20.00,기타,0,,0,0
2020,1809.00,1.0,11.00,1.00,30.00,기타,0,,0,0
2020,1810.00,1.0,13.00,2.00,20.00,기타,0,,0,0
2020,1811.00,1.0,9.00,2.00,30.00,기타,0,,0,0
2020,1812.00,1.0,2.00,2.00,50.00,기타,0,,0,0
2020,1813.00,1.0,2.00,2.00,50.00,기타,0,,0,0
2020,1814.00,1.0,2.00,1.00,30.00,기타,0,,0,0
2020,1815.00,1.0,1.00,1.00,20.00,기타,0,,0,0
2020,1816.00,1.0,2.00,2.00,40.00,기타,0,,0,0
2020,1817.00,1.0,2.00,1.00,50.00,기타,0,,0,0
2020,1818.00,1.0,2.00,1.00,20.00,기타,0,,0,0
2020,1819.00,1.0,2.00,1.00,50.00,기타,0,,0,0
2020,1820.00,1.0,2.00,1.00,60.00,기타,0,,0,0
2020,1821.00,1.0,2.00,1.00,50.00,기타,0,,0,0
2020,1822.00,1.0,2.00,1.00,50.00,기타,0,,0,0
2020,1823.00,1.0,2.00,2.00,40.00,기타,0,,0,0
2020,1824.00,1.0,1.00,2.00,20.00,기타,0,,0,0
2020,1825.00,1.0,1.00,2.00,20.00,기타,0,,0,0
2020,1826.00,1.0,1.00,1.00,20.00,기타,0,,0,0
2020,1827.00,1.0,1.00,1.00,30.00,기타,0,,0,0
2020,1828.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1829.00,1.0,2.00,1.00,20.00,기타,0,,0,0
2020,1830.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1831.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1832.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1833.00,1.0,2.00,1.00,50.00,기타,0,,0,0
2020,1834.00,1.0,2.00,2.00,40.00,기타,0,,0,0
2020,1835.00,1.0,2.00,1.00,40.00,기타,0,,0,0
2020,1836.00,1.0,2.00,1.00,40.00,기타,0,,0,0
2020,1837.00,1.0,2.00,1.00,20.00,기타,0,,0,0
2020,1838.00,1.0,2.00,1.00,20.00,기타,0,,0,0
2020,1839.00,1.0,2.00,1.00,20.00,기타,0,,0,0
2020,1840.00,1.0,2.00,1.00,20.00,기타,0,,0,0
2020,1841.00,1.0,2.00,1.00,30.00,기타,0,,0,0
2020,1842.00,1.0,2.00,1.00,50.00,기타,0,,0,0
2020,1843.00,1.0,2.00,1.00,20.00,기타,0,,0,0
2020,1844.00,1.0,2.00,1.00,20.00,기타,0,,0,0
2020,1845.00,1.0,2.00,1.00,20.00,기타,0,,0,0
2020,1846.00,1.0,2.00,1.00,20.00,기타,0,,0,0
2020,1847.00,1.0,2.00,1.00,20.00,기타,0,,0,0
2020,1848.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1849.00,1.0,2.00,1.00,20.00,기타,0,,0,0
2020,1850.00,1.0,2.00,1.00,20.00,기타,0,,0,0
2020,1851.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1852.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1853.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1854.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1855.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1856.00,1.0,2.00,2.00,30.00,기타,0,,0,0
2020,1857.00,1.0,2.00,1.00,20.00,기타,0,,0,0
2020,1858.00,1.0,2.00,1.00,20.00,기타,0,,0,0
2020,1859.00,1.0,2.00,1.00,20.00,기타,0,,0,0
2020,1860.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1861.00,1.0,2.00,2.00,20.00,기타,0,,0,0
2020,1862.00,1.0,2.00,1.00,20.00,기타,0,,0,0
2020,1863.00,1.0,2.00,1.00,20.00,기타,0,,0,0
2020,1864.00,1.0,2.00,1.00,20.00,기타,0,,0,0
2020,1865.00,1.0,97.00,2.00,20.00,기타,0,,0,0
2020,1866.00,1.0,97.00,1.00,30.00,기타,0,,0,0
2020,1867.00,1.0,97.00,1.00,20.00,기타,0,,0,0
2020,1868.00,1.0,97.00,1.00,20.00,기타,0,,0,0
2020,1869.00,1.0,97.00,1.00,30.00,기타,0,,0,0
2020,1870.00,1.0,97.00,2.00,20.00,기타,0,,0,0
2020,1871.00,1.0,97.00,1.00,20.00,기타,0,,0,0
2020,1872.00,1.0,12.00,1.00,30.00,기타,0,,0,0
2020,1873.00,1.0,12.00,2.00,20.00,기타,0,,0,0
2020,1874.00,1.0,12.00,1.00,20.00,기타,0,,0,0
2020,1875.00,1.0,12.00,2.00,20.00,기타,0,,0,0
2020,1876.00,1.0,12.00,1.00,30.00,기타,0,,0,0
2020,1877.00,1.0,97.00,1.00,30.00,기타,0,,0,0
2020,1878.00,1.0,97.00,1.00,50.00,기타,0,,0,0
2020,1879.00,1.0,12.00,1.00,50.00,기타,0,,0,0
2020,1880.00,1.0,13.00,1.00,20.00,기타,0,,0,0
2020,1881.00,1.0,97.00,1.00,20.00,기타,0,,0,0
2020,1882.00,1.0,12.00,1.00,40.00,기타,0,,0,0
2020,1883.00,1.0,12.00,1.00,40.00,기타,0,,0,0
2020,1884.00,1.0,12.00,1.00,20.00,기타,0,,0,0
2020,1885.00,1.0,12.00,2.00,20.00,기타,0,,0,0
2020,1886.00,1.0,12.00,2.00,20.00,기타,0,,0,0
2020,1887.00,1.0,97.00,1.00,20.00,기타,0,,0,0
2020,1888.00,1.0,97.00,2.00,20.00,기타,0,,0,0
2020,1889.00,1.0,10.00,2.00,20.00,기타,0,,0,0
2020,1890.00,1.0,10.00,1.00,60.00,기타,0,,0,0
2020,1891.00,1.0,13.00,2.00,20.00,기타,0,,0,0
2020,1892.00,1.0,97.00,1.00,20.00,기타,0,,0,0
2020,1893.00,1.0,97.00,2.00,20.00,기타,0,,0,0
2020,1894.00,1.0,97.00,2.00,20.00,기타,0,,0,0
2020,1895.00,1.0,13.00,2.00,20.00,기타,0,,0,0
2020,1896.00,1.0,97.00,2.00,30.00,기타,0,,0,0
2020,1897.00,1.0,16.00,1.00,40.00,기타,0,,0,0
2020,1898.00,1.0,13.00,2.00,20.00,기타,0,,0,0
2020,1899.00,1.0,97.00,2.00,20.00,기타,0,,0,0
2020,1900.00,1.0,97.00,1.00,20.00,기타,0,,0,0
2020,1901.00,1.0,15.00,1.00,40.00,기타,0,,0,0
2020,1902.00,1.0,1.00,1.00,20.00,기타,0,,0,0
2020,1903.00,1.0,1.00,2.00,20.00,기타,0,,0,0
2020,1904.00,1.0,1.00,1.00,30.00,기타,0,,0,0
2020,1905.00,1.0,97.00,2.00,40.00,기타,0,,0,0
2020,1906.00,1.0,9.00,1.00,40.00,기타,0,,0,0
2020,1907.00,1.0,9.00,2.00,20.00,기타,0,,0,0
2021,402,1.0,9.00,1.00,6.00,60대이상,0,,0,1000.00
2021,403,1.0,9.00,1.00,5.00,50대,0,,0,1300.00
2021,408,1.0,9.00,2.00,4.00,40대,0,,0,4500.00
2021,411,1.0,2.00,2.00,4.00,40대,0,,0,453.95
2021,413,1.0,9.00,1.00,5.00,50대,0,,0,8000.00
2021,414,1.0,97.00,1.00,4.00,40대,0,,0,10000.00
2021,415,1.0,2.00,1.00,4.00,40대,0,,0,6204.00
2021,416,1.0,2.00,1.00,4.00,40대,0,1.00,0,4653.00
2021,420,1.0,2.00,2.00,3.00,30대,1,1.00,0,2723.71
2021,422,1.0,1.00,2.00,1.00,10대(15-19세),1,,0,7275.00
2021,426,1.0,97.00,2.00,2.00,20대,1,1.00,0,3631.61
2021,440,1.0,9.00,1.00,2.00,20대,1,1.00,0,1500.00
2021,441,1.0,9.00,1.00,2.00,20대,1,1.00,0,
2021,443,1.0,9.00,1.00,3.00,30대,1,,0,1000.00
2021,445,1.0,9.00,1.00,6.00,60대이상,0,,0,3000.00
2021,458,1.0,2.00,2.00,2.00,20대,1,1.00,0,7263.22
2021,459,1.0,2.00,1.00,3.00,30대,1,1.00,0,2326.50
2021,461,1.0,2.00,1.00,2.00,20대,1,1.00,0,9616.20
2021,462,1.0,2.00,1.00,2.00,20대,1,,0,3102.00
2021,464,1.0,2.00,1.00,3.00,30대,1,,0,2326.50
2021,465,1.0,9.00,2.00,2.00,20대,1,,0,10000.00
2021,466,1.0,9.00,2.00,3.00,30대,1,,0,1500.00
2021,467,1.0,97.00,2.00,4.00,40대,0,1.00,0,
2021,468,1.0,97.00,1.00,2.00,20대,1,1.00,0,
2021,469,1.0,97.00,1.00,3.00,30대,1,1.00,0,9079.02
2021,470,1.0,9.00,2.00,2.00,20대,1,,0,3500.00
2021,473,1.0,2.00,1.00,4.00,40대,0,,0,
2021,474,1.0,9.00,2.00,5.00,50대,0,,0,4000.00
2021,478,1.0,2.00,1.00,5.00,50대,0,,0,1815.80
