id,Q1,RQ1,Q3,Q3B1,Q3B2,Q3B3,Q4,Q4A01,Q4A02,Q4A03,Q4A04,Q4A05,Q4A06,Q4A07,Q4A08,Q4A09,Q4A10,Q4A11,Q4A12,Q4A13,Q4A14,Q4A15,Q4A16,Q4A17,Q4B1,Q4B2,Q4B3,Q5A01,Q5A02,Q5A03,Q5A04,Q5A05,Q5A06,Q5A07,Q5A08,Q5A09,Q5A10,Q5A11,Q5A12,Q5A13,Q5A14,Q5A15,Q5A16,Q5A17,KWON1,KWON2,KWON3,KWON4,KWON5,KWON6,KWON7,KWON8,서울박TOT,경기박TOT,인천박TOT,강원박TOT,대전박TOT,충북박TOT,충남박TOT,세종박TOT,경북박TOT,경남박TOT,대구박TOT,울산박TOT,부산박TOT,광주박TOT,전북박TOT,전남박TOT,제주박TOT,서울박60,경기박60,인천박60,강원박60,대전박60,충북박60,충남박60,세종박60,경북박60,경남박60,대구박60,울산박60,부산박60,광주박60,전북박60,전남박60,제주박60,서울일TOT,경기일TOT,인천일TOT,강원일TOT,대전일TOT,충북일TOT,충남일TOT,세종일TOT,경북일TOT,경남일TOT,대구일TOT,울산일TOT,부산일TOT,광주일TOT,전북일TOT,전남일TOT,제주일TOT,서울일61,경기일61,인천일61,강원일61,대전일61,충북일61,충남일61,세종일61,경북일61,경남일61,대구일61,울산일61,부산일61,광주일61,전북일61,전남일61,제주일61,Q2a1,Q2a2,MQ2A2_61,RQ2A2,Q11A$01,Q11A$02,Q11A$03,Q11A$04,Q11A$05,Q11A$06,Q11A$07,Q11A$08,Q11A$09,Q11A$10,Q11A$11,Q11A$12,Q11A$13,Q11A$14,Q11A$98,호텔숙박60,모텔숙박60,펜션숙박60,콘도숙박60,유스숙박60,야영숙박60,연수숙박60,한옥숙박60,게스숙박60,민박숙박60,휴양숙박60,친지숙박60,기타숙박60,Q11_1a01t,Q11_1a02t,Q11_1a03t,Q11_1a04t,Q11_1a05t,Q11_1a06t,Q11_1a07t,Q11_1a08t,Q11_1a09t,Q11_1a10t,Q11_1a11t,Q11_1a12t,Q11_1a13t,Q11_1a14t,Q11_1a15t,Q11_1a16t,Q11_1a17t,총액1인TOT,총액1인MIS,C총액1인MIS,DAYall평균,DAY평균,RDAY평균,Q7,Q8,Q9,D_MON,D_BUN,D_NAT,D_SEX,D_AGE,D_MOK,D_PLA,D_Q1,D_TYP
27651.0,3.00,3.00,1.0,7.0,3.0,2.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,,,11.0,,,,,,,11.0,5.0,7.0,1.0,2.0,3.0,4.0,,,,,,,,,,,,,,1.00,2.00,3.00,4.00,,,,,18.00,2.00,0.00,0.00,,,,,,,,,,,,,,18.00,2.00,0.00,0.00,,,,,,,,,,,,,,19.00,3.00,1.00,1.00,,,,,,,,,,,,,,19.00,3.00,1.00,1.00,,,,,,,,,,,,,,20,21,21.00,11.00,1.00,,,,,,,,,,,12.00,,,,18.00,,,,,,,,,,,2.00,,1.0,12.0,,,,,,,,,,,,,,,,4105.20,4105.20,4.00,195.49,195.49,3.00,5.0,5.0,5.0,8.00,3.00,97.00,2.00,2.00,1.00,2.00,3.00,1.00
27652.0,1.00,1.00,4.0,,,,1.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,,,,,,,,,,,2.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,1.00,,,,,,,,89.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,90,,13.00,,,,,,,7.00,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,3000.00,3000.00,3.00,33.33,,,5.0,5.0,5.0,8.00,3.00,15.00,2.00,1.00,4.00,1.00,1.00,
27657.0,1.00,1.00,1.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,,,,,,,,,,7.0,4.0,8.0,1.0,2.0,3.0,4.0,,,,,,,,,,,,,,1.00,2.00,3.00,4.00,,,,,18.00,2.00,0.00,0.00,,,,,,,,,,,,,,18.00,2.00,0.00,0.00,,,,,,,,,,,,,,19.00,3.00,1.00,1.00,,,,,,,,,,,,,,19.00,3.00,1.00,1.00,,,,,,,,,,,,,,20,21,21.00,11.00,1.00,,,,,,,,,,,,,,,20.00,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,4105.20,4105.20,4.00,195.49,195.49,3.00,5.0,5.0,5.0,8.00,3.00,97.00,2.00,2.00,1.00,2.00,1.00,
27658.0,4.00,4.00,4.0,,,,1.0,1.0,2.0,3.0,4.0,5.0,,7.0,8.0,,,11.0,,,,15.0,,,7.0,1.0,3.0,1.0,,3.0,4.0,5.0,,,,,,,,13.0,,,,17.0,1.00,,3.00,4.00,5.00,6.00,,8.00,19.00,,0.00,0.00,1.00,,,,,,,,2.00,,,,4.00,19.00,,0.00,0.00,1.00,,,,,,,,2.00,,,,4.00,20.00,,1.00,1.00,2.00,,,,,,,,3.00,,,,5.00,20.00,,1.00,1.00,2.00,,,,,,,,3.00,,,,5.00,26,27,27.00,11.00,1.00,,,,,,,,,,,,,14.00,,7.00,,,,,,,,,,,,19.00,14.0,,,,1.0,,,,,,,,1.0,,,,1.0,1500.00,1500.00,2.00,55.56,55.56,2.00,4.0,5.0,4.0,8.00,3.00,7.00,2.00,2.00,4.00,1.00,4.00,
27659.0,1.00,1.00,2.0,4.0,1.0,8.0,1.0,,2.0,,4.0,,6.0,,,,,,12.0,,,,,,6.0,12.0,4.0,1.0,,,,,,,,,10.0,,,13.0,,,,,1.00,,,,,6.00,,,11.00,,,,,,,,,3.00,,,0.00,,,,,11.00,,,,,,,,,3.00,,,0.00,,,,,12.00,,,,,,,,,4.00,,,1.00,,,,,12.00,,,,,,,,,4.00,,,1.00,,,,,14,15,15.00,11.00,,,,,,,,,,,,,,14.00,,,,,,,,,,,,,,14.00,14.0,,,,,,,,,14.0,,,,,,,,1539.45,1539.45,2.00,102.63,102.63,3.00,5.0,5.0,5.0,8.00,3.00,13.00,1.00,2.00,2.00,1.00,1.00,1.00
27663.0,1.00,1.00,3.0,,,,2.0,1.0,2.0,3.0,4.0,,,,,,,11.0,12.0,,14.0,15.0,,,4.0,1.0,2.0,1.0,,,,,,,,,10.0,,,13.0,,,,,1.00,,,,,6.00,,,3.00,,,,,,,,,355.00,,,5.00,,,,,,,,,,,,,,,,,,,,,,4.00,,,,,,,,,356.00,,,6.00,,,,,,,,,,,,,,,,,,,,,,363,364,,14.00,1.00,,,,,,,,,,,,,14.00,,,,,,,,,,,,,,,1.0,,,,,,,,,14.0,,,1.0,,,,,11296.62,,98.00,31.03,,,4.0,5.0,5.0,8.00,3.00,97.00,1.00,2.00,3.00,1.00,1.00,
27664.0,1.00,1.00,4.0,,,,1.0,1.0,2.0,3.0,4.0,,6.0,7.0,,9.0,10.0,11.0,,,,15.0,,,2.0,3.0,1.0,1.0,2.0,,,,,,,,,,,13.0,,,,,1.00,2.00,,,,6.00,,,89.00,239.00,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,,,,,,,90.00,240.00,,,,,,,,,,,7.00,,,,,,,,,,,,,,,,,,,,,,334,335,,14.00,1.00,,,,,,7.00,,,,,,,14.00,,,,,,,,,,,,,,,14.0,7.0,,,,,,,,,,,1.0,,,,,50000.00,,98.00,149.25,,,5.0,5.0,4.0,8.00,3.00,15.00,2.00,2.00,4.00,1.00,1.00,
27665.0,20.00,4.00,1.0,4.0,1.0,2.0,1.0,1.0,2.0,,4.0,,,,,,,,,,,,,,4.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,1.00,,,,,,,,3.00,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,,,,,3,4,4.00,2.00,1.00,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,454.92,454.92,1.00,113.73,113.73,3.00,5.0,5.0,5.0,8.00,3.00,1.00,2.00,4.00,1.00,1.00,4.00,1.00
27667.0,1.00,1.00,1.0,7.0,2.0,6.0,1.0,,2.0,3.0,4.0,,6.0,,,,,11.0,,,,,,,11.0,6.0,4.0,1.0,,,,,,,,,,11.0,,13.0,,,,17.0,1.00,,,,,6.00,,8.00,3.00,,,,,,,,,,3.00,,3.00,,,,3.00,3.00,,,,,,,,,,3.00,,3.00,,,,3.00,4.00,,,,,,,,,,4.00,,4.00,,,,4.00,4.00,,,,,,,,,,4.00,,4.00,,,,4.00,12,13,13.00,11.00,1.00,,,,,,,,,,,,,,,12.00,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,1.0,,,,1.0,3078.90,3078.90,4.00,236.84,236.84,3.00,5.0,5.0,5.0,8.00,3.00,97.00,2.00,2.00,1.00,1.00,1.00,1.00
27669.0,1.00,1.00,4.0,,,,1.0,1.0,2.0,3.0,4.0,,6.0,,,,,,,13.0,,15.0,,,6.0,3.0,1.0,,2.0,,4.0,,,,,,,,,,,,,,,2.00,,4.00,,,,,,89.00,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.00,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,91,,14.00,,,,4.00,,,7.00,,,,,,,,,,,,,,,,,,,,,,,7.0,,4.0,,,,,,,,,,,,,,3000.00,3000.00,3.00,32.97,,,5.0,5.0,5.0,8.00,3.00,15.00,2.00,1.00,4.00,1.00,1.00,
27674.0,20.00,4.00,4.0,,,,1.0,1.0,2.0,,,,,,,,,,,,,15.0,,17.0,17.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,1.00,,,,,,,,8.00,,,,,,,,,,,,,,,,,8.00,,,,,,,,,,,,,,,,,9.00,,,,,,,,,,,,,,,,,9.00,,,,,,,,,,,,,,,,,8,9,9.00,3.00,1.00,,,,,,,,,,,,,,,8.00,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2178.60,2178.60,3.00,242.07,242.07,3.00,5.0,5.0,5.0,8.00,3.00,4.00,2.00,6.00,4.00,2.00,4.00,
27675.0,50.00,4.00,3.0,,,,1.0,,2.0,3.0,,,,,,,,,,,14.0,15.0,,,2.0,3.0,14.0,1.0,,,,,,,,,,,,,,,,,1.00,,,,,,,,7.00,,,,,,,,,,,,,,,,,7.00,,,,,,,,,,,,,,,,,8.00,,,,,,,,,,,,,,,,,8.00,,,,,,,,,,,,,,,,,7,8,8.00,3.00,1.00,,,,,,,,,,,,,,,7.00,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,3631.00,3631.00,4.00,453.88,453.88,4.00,4.0,4.0,4.0,8.00,3.00,4.00,1.00,6.00,3.00,2.00,4.00,
27676.0,10.00,4.00,3.0,,,,1.0,,2.0,3.0,,,,,,,,,,,14.0,15.0,,,2.0,3.0,15.0,1.0,,,,,,,,,,,,,,,,,1.00,,,,,,,,9.00,,,,,,,,,,,,,,,,,9.00,,,,,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,9,10,10.00,3.00,1.00,,,,,,,,,,,,,,,9.00,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,3000.00,3000.00,3.00,300.00,300.00,3.00,5.0,5.0,5.0,8.00,3.00,9.00,2.00,6.00,3.00,2.00,4.00,
27677.0,4.00,4.00,2.0,13.0,3.0,,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,1.00,,,,,,,,2.00,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,2,3,3.00,1.00,1.00,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1137.30,1137.30,2.00,379.10,379.10,4.00,5.0,5.0,5.0,8.00,3.00,1.00,1.00,4.00,2.00,1.00,4.00,
27679.0,2.00,2.00,3.0,,,,2.0,,,,,,,,,,,,,,14.0,15.0,,,14.0,15.0,,,2.0,,,,,,,,,,,,,,,,,2.00,,,,,,,,3.00,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,,,,3,4,4.00,2.00,1.00,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2052.60,2052.60,3.00,513.15,513.15,5.00,4.0,4.0,4.0,8.00,3.00,12.00,1.00,4.00,3.00,1.00,2.00,
27683.0,1.00,1.00,2.0,13.0,3.0,1.0,1.0,1.0,,3.0,4.0,,6.0,,,,,,,,,,,,1.0,3.0,4.0,1.0,,,,,6.0,,,,,,,,,,,,1.00,,,,5.00,,,,0.00,,,,,10.00,,,,,,,,,,,,0.00,,,,,10.00,,,,,,,,,,,,1.00,,,,,11.00,,,,,,,,,,,,1.00,,,,,11.00,,,,,,,,,,,,10,11,11.00,11.00,,,,,,,,,,,,12.00,,,,,,,,,,,,,,,10.00,,,,,,,12.0,,,,,,,,,,,,2052.60,2052.60,3.00,186.60,186.60,3.00,5.0,5.0,5.0,8.00,3.00,12.00,1.00,5.00,2.00,1.00,1.00,1.00
27685.0,10.00,4.00,1.0,4.0,12.0,1.0,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,1.00,,,,,,,,2.00,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,2,3,3.00,1.00,1.00,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,909.84,909.84,1.00,303.28,303.28,4.00,5.0,5.0,5.0,8.00,3.00,1.00,1.00,6.00,1.00,1.00,4.00,
27686.0,4.00,4.00,2.0,13.0,10.0,1.0,1.0,1.0,2.0,3.0,,,,,,,,11.0,,,,,,,3.0,1.0,11.0,1.0,,,,,,,,,,,,,,,,17.0,1.00,,,,,,,8.00,9.00,,,,,,,,,,,,,,,,4.00,9.00,,,,,,,,,,,,,,,,4.00,10.00,,,,,,,,,,,,,,,,5.00,10.00,,,,,,,,,,,,,,,,5.00,13,14,14.00,11.00,1.00,,,,,,,,,,,12.00,,,,4.00,,,,,,,,,,,9.00,,12.0,,,,,,,,,,,,,,,,1.0,758.20,758.20,1.00,54.16,54.16,2.00,5.0,5.0,5.0,8.00,3.00,1.00,2.00,2.00,2.00,1.00,4.00,
27687.0,1.00,1.00,2.0,13.0,4.0,10.0,1.0,,2.0,3.0,4.0,5.0,6.0,,,,,11.0,,,,,,,3.0,4.0,11.0,1.0,,,,,,,,,,,,13.0,,,,,1.00,,,,,6.00,,,5.00,,,,,,,,,,,,2.00,,,,,5.00,,,,,,,,,,,,2.00,,,,,6.00,,,,,,,,,,,,3.00,,,,,6.00,,,,,,,,,,,,3.00,,,,,7,8,8.00,3.00,1.00,,,,,,,,,,,12.00,,,,2.00,,,,,,,,,,,5.00,,12.0,,,,,,,,,,,,1.0,,,,,2052.60,2052.60,3.00,256.58,256.58,3.00,5.0,5.0,5.0,8.00,3.00,97.00,1.00,2.00,2.00,1.00,1.00,
27688.0,2.00,2.00,2.0,13.0,7.0,,1.0,1.0,2.0,,,,,,,9.0,,11.0,,,,,,,1.0,11.0,2.0,1.0,,,,,,,,,,,,,,,,,1.00,,,,,,,,7.00,,,,,,,,,,,,,,,,,7.00,,,,,,,,,,,,,,,,,8.00,,,,,,,,,,,,,,,,,8.00,,,,,,,,,,,,,,,,,7,8,8.00,3.00,,,,,,,,,,,,12.00,,,,,,,,,,,,,,,7.00,,12.0,,,,,,,,,,,,,,,,,530.74,530.74,1.00,66.34,66.34,2.00,5.0,5.0,5.0,8.00,3.00,1.00,2.00,2.00,2.00,1.00,2.00,
27691.0,3.00,3.00,1.0,1.0,2.0,6.0,1.0,1.0,2.0,,,,,,8.0,,,,,,,,,,8.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,1.00,,,,,,,,2.00,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,2,3,3.00,1.00,1.00,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,909.84,909.84,1.00,303.28,303.28,4.00,5.0,5.0,5.0,8.00,3.00,1.00,2.00,3.00,1.00,1.00,3.00,
27692.0,1.00,1.00,2.0,13.0,3.0,5.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,,,,,,12.0,,,,,,2.0,3.0,12.0,1.0,,,,,,,,,,,,13.0,,,,17.0,1.00,,,,,6.00,,8.00,7.00,,,,,,,,,,,,2.00,,,,3.00,7.00,,,,,,,,,,,,2.00,,,,3.00,8.00,,,,,,,,,,,,3.00,,,,4.00,8.00,,,,,,,,,,,,3.00,,,,4.00,12,13,13.00,11.00,1.00,,3.00,,,,,,,,,,,,,5.00,,7.00,,,,,,,,,,,3.0,,,,,,,,,,,,1.0,,,,1.0,3078.90,3078.90,4.00,236.84,236.84,3.00,5.0,4.0,5.0,8.00,3.00,12.00,2.00,3.00,2.00,1.00,1.00,
27693.0,10.00,4.00,2.0,13.0,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,1.00,,,,,,,,2.00,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,2,3,3.00,1.00,1.00,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,606.56,606.56,1.00,202.19,202.19,3.00,5.0,5.0,5.0,8.00,3.00,1.00,2.00,2.00,2.00,1.00,4.00,
27694.0,4.00,4.00,4.0,,,,1.0,1.0,2.0,3.0,4.0,5.0,6.0,,,,10.0,11.0,12.0,,,15.0,,,12.0,15.0,11.0,1.0,,,,,,,,,,,,,,,,,1.00,,,,,,,,300.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,301,,14.00,,,,,,,,,,,,,,14.00,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,15164.00,,98.00,50.38,,,5.0,5.0,5.0,8.00,3.00,1.00,2.00,1.00,4.00,1.00,4.00,
27695.0,10.00,4.00,4.0,,,,1.0,1.0,2.0,,4.0,5.0,6.0,7.0,8.0,,10.0,11.0,12.0,,,15.0,,,7.0,5.0,11.0,1.0,,,4.0,,,,,,,,,13.0,,,,,1.00,,,4.00,,6.00,,,150.00,,,0.00,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,151.00,,,1.00,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,,,,,151,152,,14.00,1.00,,,,,,,,,,,,,14.00,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,1.0,,,,,9856.60,9856.60,5.00,64.85,,,5.0,5.0,5.0,8.00,3.00,1.00,2.00,3.00,4.00,1.00,4.00,
27697.0,3.00,3.00,4.0,,,,1.0,1.0,2.0,,4.0,5.0,,,,,,,,,,15.0,,,1.0,2.0,4.0,1.0,,3.0,,,,,,,,,,,,15.0,,,1.00,,3.00,,,,7.00,,179.00,,0.00,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,180.00,,1.00,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,,,180,181,,14.00,1.00,,,,,,,,,,,,,14.00,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,1.0,,,14750.00,,98.00,81.49,,,5.0,5.0,5.0,8.00,3.00,2.00,2.00,2.00,4.00,1.00,3.00,
27698.0,4.00,4.00,4.0,,,,1.0,1.0,2.0,3.0,,,,7.0,8.0,,,,,,,15.0,,,1.0,2.0,3.0,1.0,,,,,6.0,,,,,,,,,,,,1.00,,,,5.00,,,,29.00,,,,,300.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.00,,,,,301.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329,330,,14.00,1.00,,,,,,,,,,,,,14.00,,,,,,,,,,,,,,,1.0,,,,,14.0,,,,,,,,,,,,14750.00,,98.00,44.70,,,5.0,5.0,5.0,8.00,3.00,2.00,1.00,2.00,4.00,1.00,4.00,
27699.0,10.00,4.00,4.0,,,,1.0,1.0,2.0,3.0,,,6.0,,,9.0,,11.0,12.0,,,15.0,,,9.0,1.0,12.0,1.0,2.0,,4.0,,,,,,,,,,,,,,1.00,2.00,,4.00,,,,,0.00,179.00,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,180.00,,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182,183,,14.00,1.00,,,,,,,,,,,,,14.00,,,,,,,,,,,,,,,,14.0,,1.0,,,,,,,,,,,,,,29500.00,,98.00,161.20,,,4.0,4.0,4.0,8.00,3.00,2.00,2.00,2.00,4.00,1.00,4.00,
27702.0,2.00,2.00,4.0,,,,1.0,1.0,2.0,3.0,,5.0,6.0,,,9.0,10.0,11.0,,,,15.0,,,10.0,9.0,3.0,1.0,,,,,,,,,,11.0,,13.0,,,,,1.00,,,,,6.00,,,2.00,,,,,,,,,,319.00,,2.00,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,320.00,,3.00,,,,,,,,,,,,,,,,,,,,,,323,324,,14.00,,,,,5.00,,,,,,,,,14.00,,,,,,,,,,,,,,,5.0,,,,,,,,,,14.0,,5.0,,,,,11800.00,,98.00,36.42,,,5.0,4.0,4.0,8.00,3.00,2.00,1.00,2.00,4.00,1.00,2.00,
27703.0,1.00,1.00,4.0,,,,1.0,1.0,2.0,3.0,,,,,,,,,,,,15.0,,,1.0,2.0,3.0,,2.0,,,,,,,,,,,,,,,,,2.00,,,,,,,,149.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,150,,14.00,,,,,,,7.00,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,7375.00,7375.00,5.00,49.17,,,5.0,5.0,5.0,8.00,3.00,2.00,2.00,2.00,4.00,1.00,1.00,
27704.0,2.00,2.00,4.0,,,,1.0,1.0,2.0,3.0,,5.0,6.0,,,,,,,13.0,,15.0,,,2.0,1.0,5.0,1.0,2.0,,,,,7.0,,,,,,13.0,,,,,1.00,2.00,,,5.00,6.00,,,0.00,89.00,,,,,26.00,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,6.00,90.00,,,,,27.00,,,,,,2.00,,,,,,,,,,,,,,,,,,,,,,116,117,,14.00,1.00,,,,,,7.00,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,7.0,,,,,,1.0,,,,,4425.00,4425.00,4.00,37.82,,,5.0,5.0,5.0,8.00,3.00,2.00,2.00,3.00,4.00,1.00,2.00,
27710.0,2.00,2.00,4.0,,,,1.0,1.0,2.0,,,,,7.0,,9.0,,11.0,12.0,,,15.0,,,2.0,7.0,9.0,1.0,,,4.0,,,,,,,,,,,,,,1.00,,,4.00,,,,,239.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.00,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,240,,14.00,,,,,,,,,,,,,,14.00,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,16225.00,,98.00,67.60,,,5.0,5.0,5.0,8.00,3.00,2.00,2.00,1.00,4.00,1.00,2.00,
27714.0,2.00,2.00,4.0,,,,1.0,1.0,2.0,3.0,,,,7.0,8.0,,10.0,11.0,12.0,,,,,,7.0,2.0,11.0,1.0,,,4.0,,,,,,,,,13.0,,,,,1.00,,,4.00,,6.00,,,299.00,,,2.00,,,,,,,,,3.00,,,,,,,,,,,,,,,,,,,,,,300.00,,,3.00,,,,,,,,,4.00,,,,,,,,,,,,,,,,,,,,,,304,305,,14.00,1.00,,,,5.00,,,,,,,,,14.00,,,,,,,,,,,,,,,14.0,,,1.0,,,,,,,,,5.0,,,,,14750.00,,98.00,48.36,,,5.0,5.0,5.0,8.00,3.00,2.00,2.00,2.00,4.00,1.00,2.00,
27715.0,1.00,1.00,4.0,,,,1.0,1.0,2.0,3.0,,,6.0,,,,,,,,,15.0,,,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,1.00,,,,,,,,360.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,361,,14.00,,,,,,,,,,,,,,14.00,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,22125.00,,98.00,61.29,,,5.0,5.0,5.0,8.00,3.00,2.00,1.00,2.00,4.00,1.00,1.00,
27717.0,3.00,3.00,4.0,,,,1.0,1.0,2.0,,,,,,,,,,,,,15.0,,,2.0,15.0,,,,,,,6.0,,,,,,,,,,,,,,,,5.00,,,,,,,,,329.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329,330,,14.00,,,,,,,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,10325.00,,98.00,31.29,,,5.0,5.0,5.0,8.00,3.00,2.00,1.00,2.00,4.00,1.00,3.00,
27718.0,3.00,3.00,4.0,,,,1.0,1.0,2.0,3.0,,,,,,,,,,,,15.0,,,1.0,2.0,3.0,,,,,,6.0,,,,,,,,,,,,,,,,5.00,,,,,,,,,179.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,180,,14.00,,,,,,,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,4425.00,4425.00,4.00,24.58,,,5.0,5.0,5.0,8.00,3.00,2.00,1.00,3.00,4.00,1.00,3.00,
27719.0,5.00,4.00,2.0,13.0,12.0,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,2.00,,,,,,,,59.00,,,,,,,,,,,,,,,,,59.00,,,,,,,,,,,,,,,,,60.00,,,,,,,,,,,,,,,,,60.00,,,,,,,,,,,,,,,,59,60,60.00,12.00,1.00,,,,,,,,,,,,,,,59.00,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2950.00,2950.00,3.00,49.17,49.17,1.00,5.0,5.0,5.0,8.00,3.00,2.00,1.00,2.00,2.00,1.00,4.00,
27720.0,3.00,3.00,4.0,,,,1.0,1.0,2.0,3.0,,,6.0,7.0,,,,11.0,,,,15.0,,,6.0,7.0,1.0,1.0,,,,,,,,,,,,,,,,,1.00,,,,,,,,149.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,150,,14.00,,,,,,,,,,,,,,14.00,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,5900.00,5900.00,5.00,39.33,,,5.0,5.0,5.0,8.00,3.00,2.00,2.00,2.00,4.00,1.00,3.00,
